,Nome,Data,EBITDA,LG,DE,GMV,ROA,ROE,FCLA,FCLF,g_FCLA_scaled,lag1,ma3,g_FCLF_scaled,lag_g_fclf,ma_g_fclf
18,Aco Altona,2016-01-01,0.23090794722307456,0.023148148148148147,0.004936333507762079,4.835228057949844e-05,0.3693045563549161,0.9526046339789941,0.14046152069408555,0.21263206459909062,0.00030996530753135687,0.00044329774437557035,0.0003619388907668923,0.000519444071865216,0.00016467069234793463,-1.0438358899134137e-05
19,Aco Altona,2016-04-01,0.23083198973472063,0.023148148148148147,0.005163090877376592,5.0611254381978366e-05,0.328537170263789,0.9492795693249592,0.14040455601911334,0.2125763219235085,-0.00040555359710414685,0.00030996530753135687,-5.523625611525418e-05,-0.00026215554877495606,0.000519444071865216,3.493290466912343e-05
20,Aco Altona,2016-10-01,0.23097537820673752,0.023148148148148147,0.005311355311355311,3.8957943144599345e-05,0.4244604316546763,0.9569852747136751,0.1402813587215429,0.21266025775428793,-0.0008774451560792373,-0.00040555359710414685,0.00011590315160092679,0.0003948503296129502,-0.00026215554877495606,0.00014065307181273154
21,Aco Altona,2017-01-01,0.23088280472723552,0.023148148148148147,0.004884004884004884,6.603214790719007e-05,0.36211031175059955,0.952235182350768,0.1403799569805546,0.21256145981056462,0.0007028607358117167,-0.0008774451560792373,-0.0003243444818840091,-0.00046458113408975876,0.0003948503296129502,0.00021737961756773672
22,Aco Altona,2017-07-01,0.23092646935758318,0.023148148148148147,0.003663003663003663,9.579663881990075e-05,0.38848920863309355,0.9542407769039954,0.14040101918551773,0.21255310231004435,0.00015003712364736188,0.0007028607358117167,-0.00019337933912388916,-3.931804254508897e-05,-0.00046458113408975876,-0.00011062878441725488
23,Aco Altona,2018-01-01,0.2309339358606005,0.027777777777777776,0.004561311704168847,0.0002490897738818233,0.3980815347721823,0.9542407769039954,0.14037286887730796,0.2125353535924867,-0.00020049931526899822,0.00015003712364736188,-8.182432206719584e-06,-8.350251003041986e-05,-3.931804254508897e-05,-3.634961567396585e-05
24,Aco Altona,2019-01-01,0.23096393204831375,0.037037037037037035,0.004160125588697017,0.00023412579572032157,0.40527577937649883,0.9542407769039954,0.14046323858468912,0.2124877733765726,0.0006437832902037588,-0.00020049931526899822,0.00021746618139669346,-0.0002238696532593787,-8.350251003041986e-05,-0.00019580056222175587
25,Aco Altona,2019-04-01,0.23094207183835905,0.041666666666666664,0.003854875283446712,0.00019778920752873075,0.3980815347721823,0.9538713252757693,0.14004349583519798,0.21257564903256812,-0.002988274752315778,0.0006437832902037588,0.00019777369952737414,0.00041355629361228274,-0.0002238696532593787,-0.00011556340194496251
26,Aco Altona,2019-07-01,0.230963058011846,0.037037037037037035,0.004325832897261468,0.00037840863858839435,0.39568345323741005,0.953818546471737,0.1408432677455212,0.21241031290208892,0.005710882219509772,-0.002988274752315778,-0.0008483302591270059,-0.0007777754941906689,0.00041355629361228274,3.539471010749473e-05
27,Aco Altona,2020-01-01,0.23093146252336189,0.041666666666666664,0.006279434850863422,0.00026427827079963077,0.3908872901678657,0.953818546471737,0.1404271484459586,0.21268344811162423,-0.0029544848413659563,0.005710882219509772,0.0011221302524659176,0.0012858848791452715,-0.0007777754941906689,-0.00019602961794592164
28,Aco Altona,2020-04-01,0.23097256083386797,0.041666666666666664,0.005695098552241409,0.00036372432414088753,0.38609112709832133,0.9535546524515756,0.14043202783271497,0.2125984785643277,3.474674812076195e-05,-0.0029544848413659563,-7.729245805732088e-05,-0.0003995118005231113,0.0012858848791452715,0.00030722189285562845
29,Aco Altona,2020-07-01,0.23096101239458097,0.041666666666666664,0.005703819989534275,0.0003481872323119737,0.42206235011990406,0.9555074682007707,0.14071461361897475,0.21228544774845817,0.002012260241633701,3.474674812076195e-05,0.0009303813754215259,-0.0014724038383689964,-0.0003995118005231113,3.619919481049708e-05
30,Aco Altona,2020-10-01,0.230961579588459,0.041666666666666664,0.0044304901447758584,0.00036654853375968105,0.3980815347721823,0.9540296616878662,0.14048242410243825,0.21256276658427492,-0.001650073937346841,0.002012260241633701,-0.00030249261720383114,0.001306348780653721,-0.0014724038383689964,-0.0001953435865822787
31,Aco Altona,2021-01-01,0.23093835253424083,0.041666666666666664,0.0047619047619047615,0.00042292834460849787,0.39568345323741005,0.9540296616878662,0.14051369259863433,0.21254312597045014,0.00022257941800085668,-0.001650073937346841,0.00013231101746920734,-9.239912586944676e-05,0.001306348780653721,-0.0001885222860794622
32,Aco Altona,2021-04-01,0.2309648897691242,0.041666666666666664,0.00402930402930403,0.00044662098178707986,0.39568345323741005,0.9539241040798017,0.14018761097717658,0.21260174549860342,-0.002320639472404906,0.00022257941800085668,0.0001949219074292389,0.00027580063051035886,-9.239912586944676e-05,-8.615139452824068e-05
33,Aco Altona,2021-07-01,0.23102790407914678,0.041666666666666664,0.005276469562183848,0.00037041852811179357,0.42685851318944845,0.9556658046128675,0.1402925322284939,0.2124269206306607,0.0007484345484309873,-0.002320639472404906,-0.0012493779972502967,-0.0008223115362139266,0.00027580063051035886,0.0004965834284315444
34,Aco Altona,2021-10-01,0.23103173496238855,0.037037037037037035,0.006043956043956043,0.0004220283001205002,0.42685851318944845,0.955929698633029,0.14026553680472348,0.21238120305488586,-0.00019242238586469895,0.0007484345484309873,-0.0004498751686576874,-0.00021521554631176443,-0.0008223115362139266,-0.00021297001052433817
35,Aco Altona,2022-01-01,0.23106002027020744,0.032407407407407406,0.005215419501133786,0.00035851312563926427,0.4172661870503597,0.9553491317886738,0.1403367065583,0.21265634718519968,0.0005073930146903827,-0.00019242238586469895,-0.0005882091032795392,0.0012955201607116607,-0.00021521554631176443,-0.00025390881733844406
36,Aco Altona,2022-04-01,0.23104989446474564,0.037037037037037035,0.005511948369091226,0.00030120175889805596,0.42206235011990406,0.9557185834168999,0.1403276262793954,0.21260984944601571,-6.470352003606905e-05,0.0005073930146903827,0.00035446839241889033,-0.00021865201673698653,0.0012955201607116607,8.599769272865654e-05
37,Aco Altona,2022-07-01,0.23101700651808046,0.032407407407407406,0.005459619745334031,0.00038778918978387116,0.39568345323741005,0.9541352192959308,0.14049570527349106,0.212746300026272,0.0011977612573663698,-6.470352003606905e-05,8.342236959653822e-05,0.0006417886123895045,-0.00021865201673698653,0.0002872175325543032
38,Aco Altona,2022-10-01,0.23100682492305688,0.032407407407407406,0.005180533751962323,0.0003331799259694305,0.39568345323741005,0.953976882883834,0.1404192230514934,0.21231180751964404,-0.0005443740920676454,0.0011977612573663698,0.0005468169173402279,-0.002042303469316775,0.0006417886123895045,0.0005728855854547262
39,Aco Altona,2023-01-01,0.23102730899048787,0.032407407407407406,0.004796790511076225,0.0003062967590959771,0.4028776978417266,0.9544518921201246,0.14049140332895438,0.2126755392050642,0.0005140341606542087,-0.0005443740920676454,0.00019622788175421846,0.0017131957457736657,-0.002042303469316775,-0.0005397222912214191
40,Aco Altona,2023-04-01,0.23102760653481733,0.032407407407407406,0.00428222571079714,0.0003532842019726695,0.407673860911271,0.9545574497281892,0.1404302810700004,0.21242986574753014,-0.0004350604912874978,0.0005140341606542087,0.000389140441984311,-0.0011551561521947473,0.0017131957457736657,0.00010422696294879834
41,Aco Altona,2023-07-01,0.23103225566496507,0.032407407407407406,0.0044828187685330536,0.0003711866185938923,0.40527577937649883,0.9545046709241569,0.14036240273707612,0.2125226076727901,-0.00048335966008972164,-0.0004350604912874978,-0.00015513347423364485,0.00043657667877172734,-0.0011551561521947473,-0.0004947546252459523
42,Aco Altona,2023-10-01,0.23104730954838348,0.037037037037037035,0.004561311704168847,0.00041458373083246697,0.45803357314148685,0.957143611125772,0.14051170042297642,0.21255877799884576,0.0010636586649201973,-0.00048335966008972164,-0.00013479533024100357,0.00017019519218086643,0.00043657667877172734,0.00033153875745021527
43,Aco Altona,2024-01-01,0.23110566542999805,0.037037037037037035,0.004378161521018664,0.0004596056498600966,0.4196642685851319,0.9551380165725446,0.14039879603297195,0.21264145581612798,-0.0008035230494299883,0.0010636586649201973,4.84128378476593e-05,0.00038896449283631895,0.00017019519218086643,-0.00018279476041405118
44,Aco Altona,2024-04-01,0.23109678559141583,0.037037037037037035,0.004072911215768358,0.0004880387839371695,0.41486810551558756,0.954874122552383,0.14064693739082731,0.21265731263741847,0.0017674037446666624,-0.0008035230494299883,-7.440801486650421e-05,7.457069567928798e-05,0.00038896449283631895,0.0003319121212629709
45,Aeris,2021-01-01,0.23139120570541252,0.05092592592592593,0.012951334379905808,0.013331933596750162,0.38369304556354916,0.9535546524515756,0.1377907493756406,0.2067736030150195,0.018771275098343088,0.018771275098343088,0.015760079777227116,0.03679281531711376,0.03679281531711376,0.014827693865198147
46,Aeris,2021-04-01,0.23131309102067002,0.05092592592592593,0.009672073957788244,0.014961683737369313,0.38369304556354916,0.9533435372354463,0.14037725743817758,0.2143813860032053,0.018771275098343088,0.018771275098343088,0.015760079777227116,0.03679281531711376,0.03679281531711376,0.014827693865198147
47,Aeris,2021-07-01,0.23142514435549108,0.046296296296296294,0.012349555206698063,0.012049259911438105,0.37170263788968827,0.9528157491951234,0.14174420753273376,0.2081423412040769,0.009737689134995176,0.018771275098343088,0.015760079777227116,-0.029102549038633074,0.03679281531711376,0.014827693865198147
48,Aeris,2021-10-01,0.23153963383450957,0.046296296296296294,0.012724577010291296,0.009837557154474414,0.3788968824940048,0.953290758431414,0.14067634363586493,0.21327762056401525,-0.007533739229676928,0.009737689134995176,0.015760079777227116,0.024671959247846598,-0.029102549038633074,0.014827693865198147
49,Aeris,2022-01-01,0.23133904246515477,0.046296296296296294,0.012890284318855747,0.008699936371975303,0.3645083932853717,0.9523935187628649,0.13824043250422252,0.21306340719595424,-0.017315712568899744,-0.007533739229676928,0.006991741667887112,-0.0010043874621937787,0.024671959247846598,0.010787408508775761
50,Aeris,2022-04-01,0.23149965131523892,0.046296296296296294,0.014939822082679226,0.004197210744800423,0.3429256594724221,0.9507573758378636,0.14039279063388718,0.21195603350099695,0.015569671554658271,-0.017315712568899744,-0.005037254221193832,-0.005197390342767005,-0.0010043874621937787,-0.0018116590843267517
51,Aeris,2022-07-01,0.23145779054738858,0.046296296296296294,0.014564800279085993,0.003010772888507005,0.34772182254196643,0.9508629334459282,0.14051437109324247,0.21338374229174173,0.0008660021558537512,0.015569671554658271,-0.0030932600813061337,0.006735872374862506,-0.005197390342767005,0.0061567271476286045
52,Aeris,2022-10-01,0.23161325745952932,0.046296296296296294,0.01790511076225362,0.0016563221323742145,0.3405275779376499,0.949965693777379,0.14084999494738057,0.21288806546975297,0.002388537567558746,0.0008660021558537512,-0.0002933462861292406,-0.002322936211846205,0.006735872374862506,0.00017803152330057395
53,Aeris,2023-01-01,0.2317370451988433,0.041666666666666664,0.018341182626896914,0.001729960345516956,0.34772182254196643,0.9509684910539928,0.13725762584631374,0.21543651800587893,-0.025504928860017984,0.002388537567558746,0.006274737092690256,0.011970856752832049,-0.002322936211846205,-0.0002614847265835681
54,Aeris,2023-04-01,0.23170174900276158,0.041666666666666664,0.018463282748997032,0.0019508730154824058,0.3501199040767386,0.9511268274660897,0.14162353654487447,0.21529593255955426,0.0318081466996174,-0.025504928860017984,-0.007416796378868495,-0.0006525608918392933,0.011970856752832049,0.005461264305282783
55,Aeris,2023-07-01,0.23158195951537466,0.041666666666666664,0.018908076050933195,0.0012148887155354626,0.34532374100719426,0.9504934818177021,0.13775324450347187,0.2124322549979706,-0.027328028488938894,0.0318081466996174,0.0028972518023860547,-0.013301122448244662,-0.0006525608918392933,0.0029984532163821833
56,Aeris,2023-10-01,0.23147370916901447,0.046296296296296294,0.012994941566370138,0.0021624937600772365,0.3429256594724221,0.950651818229799,0.14099162708781451,0.2109719841369374,0.02350857575816323,-0.027328028488938894,-0.007008270216446492,-0.00687405432403454,-0.013301122448244662,-0.0006609421957506356
57,Aeris,2024-01-01,0.23114760058393075,0.046296296296296294,0.011739054596197453,0.0013425748956018804,0.33573141486810554,0.9503351454056052,0.1383383233965151,0.2143530758234966,-0.018818874184967305,0.02350857575816323,0.009329564656280579,0.016026259128153253,-0.00687405432403454,-0.0069425792213728315
58,Aeris,2024-07-01,0.2311467079509424,0.046296296296296294,0.012218733647305075,0.0007332073574347405,0.3261390887290168,0.9494379057370561,0.13908816099089083,0.21671062237340924,0.005420317204701597,-0.018818874184967305,-0.007546108971914323,0.010998426501954706,0.016026259128153253,-0.001382972548041983
59,Afluente T,2014-01-01,0.23089663124029494,0.7916666666666667,0.0003575789290075004,0.00036484888738519096,0.4844124700239808,0.9551380165725446,0.1404390148835732,0.21250992026534918,-0.00011307157811224489,-0.00011307157811224489,9.256636355847725e-05,0.0003533516366422962,0.0003533516366422962,0.00029162531336586933
60,Afluente T,2014-04-01,0.23087805331622455,0.3379629629629629,0.0003750218035932321,0.00036484888738519096,0.4292565947242206,0.953976882883834,0.14042313522253178,0.21258501099347765,-0.00011307157811224489,-0.00011307157811224489,9.256636355847725e-05,0.0003533516366422962,0.0003533516366422962,0.00029162531336586933
61,Afluente T,2014-10-01,0.23094092815234268,0.537037037037037,0.0005232862375719519,0.00030272809254838025,0.6354916067146283,0.9588325328548056,0.14049388633049903,0.21262076198170088,0.0005038422468999215,-0.00011307157811224489,9.256636355847725e-05,0.00016817266681301568,0.0003533516366422962,0.00029162531336586933
62,Afluente T,2015-01-01,0.2308950505360447,0.5694444444444444,0.00047967905110762253,0.00032757680437565945,0.47961630695443647,0.9550852377685123,0.14045053485585599,0.21249246410906997,-0.00030856484773345016,0.0005038422468999215,9.256636355847725e-05,-0.0006034117808398909,0.00016817266681301568,0.00029162531336586933
63,Afluente T,2015-04-01,0.23089956949054832,0.5972222222222222,0.00047967905110762253,0.00033006029693444515,0.5011990407673861,0.9556130258088352,0.14046115979269824,0.21256947598959341,7.564895963674267e-05,-0.00030856484773345016,2.7401940351408822e-05,0.00036242170208877766,-0.0006034117808398909,-2.7295825794859674e-05
64,Afluente T,2015-07-01,0.23086709066733613,0.5509259259259259,0.0004622361765218908,0.00027166572566720025,0.407673860911271,0.9533435372354463,0.14045687228421705,0.21247290151158613,-3.052451287977043e-05,7.564895963674267e-05,9.030878626773801e-05,-0.0004543195939007427,0.00036242170208877766,-2.4272470646032513e-05
65,Afluente T,2017-01-01,0.23090840283782904,0.10648148148148147,0.0005407291121576835,0.0005474870177888319,0.5155875299760192,0.9582519660104503,0.14035646951826883,0.21278211927879354,-0.0007148298571326706,-3.052451287977043e-05,-8.78134669921593e-05,0.00145532802069126,-0.0004543195939007427,-0.00023176989088395197
66,Afluente T,2017-04-01,0.23087552418942417,0.2685185185185185,0.0005581719867434153,0.00046921268927465373,0.44124700239808157,0.9543991133160924,0.1405161322920125,0.21249827632646798,0.0011375519368055365,-0.0007148298571326706,-0.00022323513679189944,-0.0013339605474728122,0.00145532802069126,0.00045447670962643166
67,Afluente T,2017-07-01,0.23088302788548262,0.25,0.0005930577359148788,0.0006478409934691846,0.4844124700239808,0.9555602470048029,0.14043337038587575,0.21257180672777817,-0.0005889850851058531,0.0011375519368055365,0.00013073252226436516,0.00034602822470541916,-0.0013339605474728122,-0.00011098404022743165
68,Afluente T,2017-10-01,0.23087967121351594,0.25925925925925924,0.0005232862375719519,0.0006096078126256425,0.460431654676259,0.9549269013564153,0.1404278702487332,0.21249845186323502,-3.916545709492514e-05,-0.0005889850851058531,-5.542100181099574e-05,-0.0003450827542577084,0.00034602822470541916,0.0001557985659746223
69,Afluente T,2018-01-01,0.23088706333045086,0.1759259259259259,0.000514564800279086,0.0008150917112147823,0.4844124700239808,0.955929698633029,0.14045505334122504,0.21257242110646285,0.00019357334440583962,-3.916545709492514e-05,0.00016980046486825273,0.000348093092346069,-0.0003450827542577084,-0.00044433835900836716
70,Afluente T,2018-04-01,0.2308934140422327,0.25925925925925924,0.00043607186464329317,0.0008605803929199948,0.5179856115107914,0.9564574866733521,0.1404306564074432,0.212528068816654,-0.00017369922406829108,0.00019357334440583962,-0.00014485906593164621,-0.00020864555043398347,0.000348093092346069,0.00011634618759792659
71,Afluente T,2018-07-01,0.23090774266134806,0.27314814814814814,0.0003663003663003663,0.0006145787366687632,0.5635491606714629,0.9576186203620627,0.14045919648915128,0.21251365529767038,0.000203232559315758,-0.00017369922406829108,-6.430445585792199e-06,-6.781936646715891e-05,-0.00020864555043398347,-6.854507078187429e-05
72,Afluente T,2018-10-01,0.230953555189824,0.912037037037037,8.721437292865864e-05,0.0006816704555486945,0.49160671462829736,0.9552435741806091,0.1404539706370631,0.21267691424307278,-3.720548186803008e-05,0.000203232559315758,7.436889321776885e-05,0.0007682280236238626,-6.781936646715891e-05,2.3876058481642204e-05
73,Afluente T,2020-10-01,0.2308663468065125,0.47222222222222215,3.4885749171463454e-05,0.0012171595061145901,0.37410071942446044,0.9525518551749618,0.14044185878650517,0.21250257697726077,-8.623359313375545e-05,-3.720548186803008e-05,-2.5573822068543825e-06,-0.0008197282080778523,0.0007682280236238626,0.00016392103557424006
74,Afluente T,2021-01-01,0.2309165295173273,0.5416666666666666,3.4885749171463454e-05,0.0010655817731293547,0.434052757793765,0.953976882883834,0.14041936741204833,0.21250398127139722,-0.0001601472285484018,-8.623359313375545e-05,2.6597828104657495e-05,6.608362855820005e-06,-0.0008197282080778523,-3.977318364038288e-05
75,Afluente T,2021-04-01,0.23091453039136378,0.4953703703703703,3.4885749171463454e-05,0.0013090999368218007,0.43884892086330934,0.9541879980999631,0.14043806210391072,0.21277507830402617,0.00013313471073783667,-0.0001601472285484018,-9.452876785006244e-05,0.001275726840537228,6.608362855820005e-06,-1.4963940532723244e-05
76,Afluente T,2021-07-01,0.23092519549592272,0.5092592592592592,2.6164311878597592e-05,0.0010668245041401349,0.44844124700239807,0.9543991133160924,0.14046432128885103,0.2124832094206292,0.00018698054179133727,0.00013313471073783667,-3.774870364810686e-05,-0.0013717249488209848,0.001275726840537228,0.0001542023317717319
77,Afluente T,2022-01-01,0.2309410862227677,0.537037037037037,1.7442874585731727e-05,0.0012034934039215578,0.43884892086330934,0.9541352192959308,0.14040578308383017,0.21251108075842026,-0.00041674785798795355,0.00018698054179133727,5.3322674660257384e-05,0.00013116960096315466,-0.0013717249488209848,-2.979658180931229e-05
78,Afluente T,2022-04-01,0.2310516146429003,0.3194444444444444,1.7442874585731727e-05,0.0011214928518378138,0.5227817745803357,0.9564047078693197,0.14044021307617904,0.21275586678007644,0.0002452177651992571,-0.00041674785798795355,-3.221086848625987e-05,0.0011518741553737666,0.00013116960096315466,1.1723830893132595e-05
79,Afluente T,2022-07-01,0.23095172343254577,0.3333333333333333,8.721437292865864e-06,0.0011711902754923723,0.44124700239808157,0.9542935557080278,0.14043937578496052,0.2125350610312083,-5.961905071072415e-06,0.0002452177651992571,5.150149667546937e-06,-0.0010378362402404528,0.0011518741553737666,-2.9560397494687862e-05
80,Afluente T,2022-10-01,0.23084234799668982,0.3425925925925926,8.721437292865864e-06,0.0011438561016435327,0.3525179856115108,0.9520768459386711,0.14043298061237747,0.21258564487624756,-4.5536891255082423e-05,-5.961905071072415e-06,-5.916399928658963e-05,0.0002380023549706234,-0.0010378362402404528,8.17358386988228e-05
81,Afluente T,2023-01-01,0.23095715361655833,0.3796296296296296,8.721437292865864e-06,0.001086704261387068,0.4460431654676259,0.9543463345120601,0.14033136521776787,0.21250292805079488,-0.0007235863980561419,-4.5536891255082423e-05,6.457298962436742e-05,-0.00038909882885473923,0.0002380023549706234,0.00011734675670131238
82,Afluente T,2023-04-01,0.2309291937478498,0.24537037037037035,8.721437292865864e-06,0.001146341563665093,0.4196642685851319,0.953818546471737,0.14042984798833566,0.2127936461931634,0.0007017873047481249,-0.0007235863980561419,-0.0002583617314607656,0.0013680665251776247,-0.00038909882885473923,-0.0003963109047081896
83,Afluente T,2023-07-01,0.23096977135577934,0.2777777777777778,8.721437292865864e-06,0.000986066683067171,0.45323741007194246,0.9546630073362539,0.14042989129650213,0.21267157987576288,3.083971611417269e-07,0.0007017873047481249,-2.2445328187699804e-05,-0.0005736370403170987,0.0013680665251776247,0.000405656683764503
84,Afluente T,2023-10-01,0.23085464959506077,0.37037037037037035,8.721437292865864e-06,0.0010593700875382284,0.36211031175059955,0.9522879611548003,0.14053351330282512,0.21245303660078121,0.0007378913802917886,3.083971611417269e-07,-7.163565382291755e-06,-0.0010276092137432302,-0.0005736370403170987,0.0001351102186685956
85,Afluente T,2024-01-01,0.23095932011120718,0.37037037037037035,0.0,0.0008866718357580542,0.4244604316546763,0.953818546471737,0.1405185719853907,0.21248031306397283,-0.00010631853629272658,0.0007378913802917886,0.0004799956940670184,0.0001283882011198223,-0.0010276092137432302,-7.772657629423474e-05
86,Afluente T,2024-04-01,0.23094860851534676,0.20833333333333331,0.0,0.0008854291047472741,0.43884892086330934,0.9543991133160924,0.14051808115950395,0.21282650082473026,-3.4929609645795168e-06,-0.00010631853629272658,0.00021062708038673458,0.0016292698168851594,0.0001283882011198223,-0.0004909526843135023
87,Afluente T,2024-07-01,0.2309457167563949,0.2175925925925926,0.0,0.0008692775405326813,0.41007194244604317,0.9536074312556079,0.1403133778926246,0.21258577165280154,-0.001456775278954936,-3.4929609645795168e-06,0.00020935996101149415,-0.0011311052476823402,0.0016292698168851594,0.00024334960142058382
88,Agrogalaxy,2021-07-01,0.23202366407245203,0.05092592592592593,0.008512122797837083,0.002794957188202251,0.3932853717026379,0.9551380165725446,0.13810845808491287,0.20695599546803076,0.023212508196219117,0.023212508196219117,0.004168178868029486,0.0404723254048549,0.0404723254048549,0.024576222590012315
89,Agrogalaxy,2021-10-01,0.23329283940974643,0.05092592592592593,0.008224315367172509,0.0035105063423998203,0.40527577937649883,0.9565630442814167,0.1413143018001761,0.21533198586109856,0.023212508196219117,0.023212508196219117,0.004168178868029486,0.0404723254048549,0.0404723254048549,0.024576222590012315
90,Agrogalaxy,2022-01-01,0.23218843854314858,0.046296296296296294,0.009863945578231292,0.003850144136807204,0.34772182254196643,0.950124030189476,0.13652085288215846,0.2137781539032258,-0.03392047978834978,0.023212508196219117,0.004168178868029486,-0.0072159830396728575,0.0404723254048549,0.024576222590012315
91,Agrogalaxy,2022-04-01,0.23063093345235106,0.046296296296296294,0.012009419152276294,0.002498186720547072,0.31894484412470026,0.9461128410830212,0.14003855870421963,0.21463071647671964,0.02576680227084127,-0.03392047978834978,0.004168178868029486,0.003988071549536176,-0.0072159830396728575,0.024576222590012315
