,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
234,Lopes Brasil,0.00030814714940429356,0.00029945896528275515,0.0004883074764158864,0.0002980206541270918,0.0002994592993629095
235,Lupatech,0.0013755772868958805,0.0012908339524522108,0.001475306912594876,0.0013193266360803052,0.0012908315450747849
236,Lwsa,0.003335133027848258,0.003346212139728768,0.004877036330120589,0.0032175542010181614,0.0033462178675867055
237,M G Poliest,0.00035104672804773987,0.0003476721771725592,0.0004900182570773546,0.0003467723253774874,0.0003476770953119509
238,M.Diasbranco,0.0008044665250224338,0.0007377300673442981,0.0008811372201903535,0.0005788563902463098,0.0007377348474674403
239,MMX Miner,0.008279521820266192,0.008352406951311803,0.011477947256218392,0.008203895555687374,0.00835241080792403
240,MRV,0.0021544446299336484,0.002449292761941086,0.0026693750367311367,0.0018483002482000666,0.002449286934359237
241,Maestroloc,2.590196092298808e-05,2.673472356538974e-05,3.221606138273503e-05,2.4279826979146064e-05,2.6739060192324086e-05
242,Magaz Luiza,0.005599612872635827,0.004925885523555603,0.005657255771430425,0.004387491208242247,0.004925886811045514
243,Magnesita SA,0.0014877041912279617,0.0014065251246517237,0.0018527021609667032,0.0012496378942599578,0.001406529296138367
244,Mangels Indl,0.00029750217378919766,0.0002932559352954334,0.0003357747843000008,0.0002904893443609021,0.00029325561687256987
245,Marcopolo,0.0008647881377153915,0.0007981707077306412,0.0008768908478155737,0.0006403730031587404,0.0007981706875784985
246,Marfrig,0.04669153487497876,0.049539319991336386,0.06163280768206802,0.04890257597044072,0.04953931695175499
247,Marisol,0.0001763840609072605,0.0001375687911252117,0.00010263249621946733,0.00016244544043801082,0.00013755805914761945
248,Mater Dei,0.0011364082596591653,0.0015811109830208957,0.0015900615054416697,0.0016378933109328427,0.001581104814799467
249,Melhor SP,0.0002479647027823306,0.0002620003611033902,0.00015001816424308842,0.0002516627055096841,0.0002619976186113238
