,Empresa,knn_MAE,knn_train_RMSE,knn_test_RMSE,xgb_MAE,xgb_train_RMSE,xgb_test_RMSE,ARIMA_MAE,ARIMA_train_RMSE,ARIMA_test_RMSE,RF_MAE,RF_train_RMSE,RF_test_RMSE,Lasso_MAE,Lasso_train_RMSE,Lasso_test_RMSE
26,Bardella,0.0001666842563809267,0.0002269785475517998,0.0001666842563809267,0.00016910314807587996,0.00029452338691495264,0.00016910314807587996,0.0002656198536248364,0.00036211166022634736,0.0002656198536248364,0.00019562795083872202,0.00026402854570686845,0.00019562795083872202,0.0001691080219490098,0.00029452338626124736,0.0001691080219490098
27,Baumer,0.00616426583392361,0.003078597907406318,0.00616426583392361,0.006747835093924408,0.004070295677274236,0.006747835093924408,0.01360337609621553,0.00421982719552347,0.01360337609621553,0.008040864500777758,0.00340669082454003,0.008040864500777758,0.006747834806197643,0.004070295676152466,0.006747834806197643
28,Bemobi Tech,0.00019503061745348098,0.0004094774063528182,0.00019503061745348098,0.00020415291563276704,0.00047115422105610907,0.00020415291563276704,0.000332554744845304,0.0005997403285130182,0.000332554744845304,0.00019838588617021772,0.0004634218326354364,0.00019838588617021772,0.00020414149525822988,0.00047115422052679094,0.00020414149525822988
29,Bic Monark,0.00011004021478457443,0.00010548180551580007,0.00011004021478457443,9.276856371002106e-05,0.0001362745702531924,9.276856371002106e-05,0.00012685993163938727,0.00016051381874575925,0.00012685993163938727,8.286807708681911e-05,0.00010529191463731255,8.286807708681911e-05,9.277041777850712e-05,0.00013627456872019895,9.277041777850712e-05
30,Bioma Educ,0.0005683823927438675,0.0009759215842979509,0.0005683823927438675,0.0006917492316868141,0.0011940752202783764,0.0006917492316868141,0.001160885778219058,0.001356158802901696,0.001160885778219058,0.0006484262684671557,0.000990489728951443,0.0006484262684671557,0.0006917555689971884,0.0011940752189339985,0.0006917555689971884
31,Biomm,0.00017718900941232686,0.0001361790556579597,0.00017718900941232686,0.00014057581724536843,0.00015429228474193318,0.00014057581724536843,0.00024100953596388252,0.0002316731091640435,0.00024100953596388252,0.00012745085199690793,0.00011317893026896126,0.00012745085199690793,0.00014057304484329331,0.0001542922829041251,0.00014057304484329331
32,Blau,9.918712533603347e-05,9.770096535985048e-05,9.918712533603347e-05,8.867740662106113e-05,0.00011137311025273975,8.867740662106113e-05,0.00011676018374496685,0.00014942419885084,0.00011676018374496685,9.343305109654175e-05,0.00011013363089317833,9.343305109654175e-05,8.868050471003768e-05,0.00011137310906025023,8.868050471003768e-05
33,Boa Safra,0.000498787867213475,0.0003793407122059901,0.000498787867213475,0.0003442902479799306,0.0004223144977826027,0.0003442902479799306,0.0004996171494218723,0.0005862456911933085,0.0004996171494218723,0.0003428621996464865,0.00042252061870429213,0.0003428621996464865,0.000344295065245347,0.00042231449709882106,0.000344295065245347
34,Bradespar,0.000759763216730061,0.0008775092171570768,0.000759763216730061,0.0006566264022987031,0.0010074472642332742,0.0006566264022987031,0.0007475286543946575,0.0013291697145058948,0.0007475286543946575,0.0006526076312722311,0.0007707440931708769,0.0006526076312722311,0.0006566247551231329,0.0010074472640609923,0.0006566247551231329
35,Brasilagro,0.00010977474926323821,0.00014618390395608748,0.00010977474926323821,9.5942115476911e-05,0.00015553402001348748,9.5942115476911e-05,0.0001100723669850349,0.0001505018799581825,0.0001100723669850349,7.501784773608869e-05,0.00011669490485277556,7.501784773608869e-05,9.594500850556564e-05,0.0001555340188878925,9.594500850556564e-05
36,Braskem,0.0006325755305815509,0.0006796704325844307,0.0006325755305815509,0.0004639661382744816,0.0007979885859558111,0.0004639661382744816,0.0006053776993247866,0.0009075585540435883,0.0006053776993247866,0.00042295046454257314,0.0006611971592699736,0.00042295046454257314,0.00046396345206713895,0.0007979885850724306,0.00046396345206713895
37,Brava,0.00041431610730053285,0.0002700634924992985,0.00041431610730053285,0.00045175678247697594,0.000316813003419139,0.00045175678247697594,0.001337433646097735,0.0005349873873155696,0.001337433646097735,0.0004475166955194857,0.0002972069168632238,0.0004475166955194857,0.00045175539096944223,0.0003168130019413991,0.00045175539096944223
38,CCR SA,0.00012453171109885774,0.00014003258701930635,0.00012453171109885774,9.119599441239285e-05,0.00016262124039885095,9.119599441239285e-05,0.00012420089618369383,0.0001924336279886125,0.00012420089618369383,8.683571858356695e-05,0.00012057613217379718,8.683571858356695e-05,9.119675162017609e-05,0.000162621239386562,9.119675162017609e-05
39,CPFL Energia,0.00037310095844724015,0.00033343623017002567,0.00037310095844724015,0.00036961797778611405,0.00042355033039386057,0.00036961797778611405,0.0007562394840325646,0.000487565503823149,0.0007562394840325646,0.0004392437781311453,0.00034652868074482404,0.0004392437781311453,0.0003696118635709799,0.00042355032857567846,0.0003696118635709799
40,Caixa Seguri,0.0006595336795490293,0.0005468183765191069,0.0006595336795490293,0.0005120336478678405,0.0006438525612985044,0.0005120336478678405,0.0009083989480573529,0.0007492013372191161,0.0009083989480573529,0.0005064852404321837,0.0006237022577085597,0.0005064852404321837,0.0005120374753630678,0.0006438525599790979,0.0005120374753630678
41,Cambuci,0.00025647464297634385,0.0002220487819146389,0.00025647464297634385,0.00019675260123957648,0.0002728086447240171,0.00019675260123957648,0.00036776771287025064,0.0003102947522976572,0.00036776771287025064,0.0002057747450570088,0.00022310656110737545,0.0002057747450570088,0.00019675580914016956,0.00027280864253082795,0.00019675580914016956
42,Camil,6.929320894672336e-05,5.862896877407286e-05,6.929320894672336e-05,5.394353790932237e-05,6.101274326455361e-05,5.394353790932237e-05,6.781791512763551e-05,7.983448587540631e-05,6.781791512763551e-05,5.0001230240827087e-05,5.556089006771142e-05,5.0001230240827087e-05,5.393592742324806e-05,6.1012740327315746e-05,5.393592742324806e-05
43,Carrefour BR,0.0002101494756843976,0.00015771750743213904,0.0002101494756843976,0.0002097073275465851,0.0001894842269796979,0.0002097073275465851,0.0003045114490430789,0.0002405885832634703,0.0003045114490430789,0.0002234198509914034,0.0001641952483904601,0.0002234198509914034,0.0002097104194595979,0.00018948422513472428,0.0002097104194595979
44,Casan,6.179692402435988e-05,4.330698435699248e-05,6.179692402435988e-05,5.605039886330543e-05,4.195269692047724e-05,5.605039886330543e-05,6.201887422785379e-05,6.0336485625660087e-05,6.201887422785379e-05,5.74972609316271e-05,4.206751809605536e-05,5.74972609316271e-05,5.605287392723701e-05,4.195269613486236e-05,5.605287392723701e-05
45,Casas Bahia,0.00016370712565896947,0.00018903595517823723,0.00016370712565896947,0.00010212447816604407,0.0002159562291029258,0.00010212447816604407,0.0001906437696440879,0.0002629888089857168,0.0001906437696440879,9.134841558427833e-05,0.0001792486550455299,9.134841558427833e-05,0.0001021232756127736,0.00021595622572067832,0.0001021232756127736
