,Empresa,Data,Real,Previsto,Erro Absoluto,Train RMSE,Test RMSE,Overfitting?,Underfitting?
0,3tentos,2022-10-01,0.3576236059145201,0.36064343340768457,0.003019827493164484,0.0031094531580394525,0.003019827493164484,False,True
1,3tentos,2023-01-01,0.3604951251978702,0.36064343340768457,0.00014830820981437398,0.0025810443407555507,0.00014830820981437398,False,True
2,3tentos,2023-04-01,0.3568567149949633,0.35847627131601667,0.0016195563210533725,0.002343384026301709,0.0016195563210533725,False,True
3,3tentos,2023-07-01,0.3645126097280184,0.3610679032054972,0.0034447065225212126,0.0020624870223275985,0.0034447065225212126,False,True
4,3tentos,2023-10-01,0.3608319722262196,0.358707363469564,0.0021246087566555993,0.0016339989419907675,0.0021246087566555993,False,True
5,3tentos,2024-01-01,0.3582172704705713,0.3579911385631026,0.00022613190746867406,0.0015709024614644958,0.00022613190746867406,False,True
6,3tentos,2024-04-01,0.3601787307526263,0.35813955470211545,0.002039176050510849,0.0012776055759129174,0.002039176050510849,False,True
7,3tentos,2024-07-01,0.36012562958699096,0.3589369603540078,0.0011886692329831638,0.0013640607449906682,0.0011886692329831638,False,True
8,3tentos,2024-10-01,0.36085171427543533,0.35975418900201467,0.001097525273420663,0.001304125477768079,0.001097525273420663,False,True
9,Aco Altona,2015-01-01,0.3597811735501511,0.359886667596057,0.00010549404590587397,4.377087505617237e-05,0.00010549404590587397,True,False
10,Aco Altona,2015-04-01,0.3599486257015398,0.3598562000827457,9.242561879407862e-05,5.1560718780665624e-05,9.242561879407862e-05,False,True
11,Aco Altona,2015-07-01,0.35986819146639804,0.3598866675960569,1.8476129658884233e-05,5.420915241691115e-05,1.8476129658884233e-05,False,True
12,Aco Altona,2015-10-01,0.3599069560368398,0.3599006736580803,6.282378759492335e-06,4.3842764069588535e-05,6.282378759492335e-06,False,True
13,Aco Altona,2016-01-01,0.35993407324794935,0.3599103648006907,2.3708447258630194e-05,4.28249534184876e-05,2.3708447258630194e-05,False,True
14,Aco Altona,2016-04-01,0.3598985825298604,0.3598690099294862,2.957260037417253e-05,4.079392075229104e-05,2.957260037417253e-05,False,True
15,Aco Altona,2016-07-01,0.35990652432004605,0.35989836217441357,8.162145632484297e-06,3.82653374709742e-05,8.162145632484297e-06,False,True
16,Aco Altona,2016-10-01,0.35982182688156567,0.3598962732947186,7.444641315296208e-05,3.4247542935435935e-05,7.444641315296208e-05,True,False
17,Aco Altona,2017-01-01,0.3598832565836811,0.35992853962800403,4.528304432294128e-05,3.747512591814776e-05,4.528304432294128e-05,False,True
18,Aco Altona,2017-07-01,0.3598963789753921,0.3599171441034681,2.0765128075972417e-05,3.647342558124229e-05,2.0765128075972417e-05,False,True
19,Aco Altona,2017-10-01,0.3596899913656641,0.3598820513742984,0.0001920600086343094,3.491535657198124e-05,0.0001920600086343094,True,False
20,Aco Altona,2018-01-01,0.35987884048064467,0.3598545631565693,2.4277324075394624e-05,4.9031406692904036e-05,2.4277324075394624e-05,False,True
21,Aco Altona,2018-07-01,0.35945469671895236,0.35979054315369113,0.0003358464347387735,4.783611429463032e-05,0.0003358464347387735,True,False
22,Aco Altona,2018-10-01,0.3606887771621816,0.35974303856670026,0.0009457385954813602,7.717214683843587e-05,0.0009457385954813602,True,False
23,Aco Altona,2019-01-01,0.35993514354583395,0.35992807643186064,7.067113973302508e-06,0.0002159432352104628,7.067113973302508e-06,False,True
24,Aco Altona,2019-04-01,0.3596736310979997,0.3599893644769031,0.00031573337890339337,0.00021018986106604494,0.00031573337890339337,False,True
25,Aco Altona,2019-07-01,0.3601719132249244,0.3599380621312419,0.00023385109368251333,0.00021322510927177662,0.00023385109368251333,False,True
26,Aco Altona,2019-10-01,0.35973236257015395,0.35980884614692765,7.648357677370043e-05,0.00018358760155085484,7.648357677370043e-05,False,True
27,Aco Altona,2020-01-01,0.3599126582961577,0.359878262609728,3.439568642971125e-05,0.0001946268090745528,3.439568642971125e-05,False,True
28,Aco Altona,2020-04-01,0.35991569830191394,0.3598726412973089,4.3057004605051574e-05,0.00018663601906233334,4.3057004605051574e-05,False,True
29,Aco Altona,2020-07-01,0.3600917578068787,0.35991847523024895,0.00017328257662974078,0.0001834588200081167,0.00017328257662974078,False,True
30,Aco Altona,2020-10-01,0.3599470967045618,0.3598984363757375,4.86603288243348e-05,0.00018412191765522997,4.86603288243348e-05,False,True
31,Aco Altona,2021-01-01,0.3599665779248813,0.359966802777378,2.2485249673298568e-07,0.00017739014817422116,2.2485249673298568e-07,False,True
32,Aco Altona,2021-04-01,0.3597634191970068,0.3598757510073392,0.00011233181033243334,0.0001761281705685201,0.00011233181033243334,False,True
33,Aco Altona,2021-07-01,0.3598287883148654,0.3598895884299899,6.0800115124493015e-05,0.00017135258078657586,6.0800115124493015e-05,False,True
34,Aco Altona,2021-10-01,0.35981196934810766,0.35991705191394446,0.00010508256583680042,0.00016782766440024118,0.00010508256583680042,False,True
35,Aco Altona,2022-01-01,0.3598563102604691,0.35995857092747163,0.00010226066700252945,0.0001667556741959705,0.00010226066700252945,False,True
36,Aco Altona,2022-04-01,0.3598506529716506,0.359912847172255,6.219420060443737e-05,0.00016835802042372756,6.219420060443737e-05,False,True
37,Aco Altona,2022-07-01,0.35995537127644267,0.3599626092783134,7.238001870746302e-06,0.00016650104746515642,7.238001870746302e-06,False,True
38,Aco Altona,2022-10-01,0.3599077205353288,0.3599887888545114,8.106831918258672e-05,0.00017347494764764543,8.106831918258672e-05,False,True
39,Aco Altona,2023-01-01,0.35995269103468125,0.35979352469779824,0.00015916633688300985,0.00014363130177339517,0.00015916633688300985,False,True
40,Aco Altona,2023-04-01,0.35991461001582964,0.35991802327673045,3.4132609008086234e-06,0.0001364061811255295,3.4132609008086234e-06,False,True
41,Aco Altona,2023-07-01,0.3598723197582386,0.3599325982155706,6.02784573320303e-05,0.00013384513757645715,6.02784573320303e-05,False,True
42,Aco Altona,2023-10-01,0.35996533673909914,0.3598917245287091,7.36122103900394e-05,0.00013141439813923184,7.36122103900394e-05,False,True
43,Aco Altona,2024-01-01,0.3598949938840121,0.3598400804072528,5.491347675928848e-05,0.00012544610810126276,5.491347675928848e-05,False,True
44,Aco Altona,2024-04-01,0.36004959346668586,0.35988073823571737,0.00016885523096848987,0.0001236504408944578,0.00016885523096848987,False,True
45,Aco Altona,2024-07-01,0.3599700946179306,0.359898198032091,7.189658583961478e-05,0.0001210036305177878,7.189658583961478e-05,False,True
46,Aeris,2021-10-01,0.36006791444812203,0.35890357875233847,0.0011643356957835582,0.0015356087566939151,0.0011643356957835582,False,True
47,Aeris,2022-01-01,0.3585502680241761,0.35973820423801983,0.001187936213843721,0.0011986279728822388,0.001187936213843721,False,True
48,Aeris,2022-04-01,0.359891252338466,0.3594053775723125,0.00048587476615347125,0.0011357080387220993,0.00048587476615347125,False,True
49,Aeris,2022-07-01,0.3599670006475752,0.3598106652036264,0.00015633544394877408,0.0011085143761191494,0.00015633544394877408,False,True
50,Aeris,2022-10-01,0.3601761044754641,0.3596191088645848,0.0005569956108792962,0.0010482262000152014,0.0005569956108792962,False,True
51,Aeris,2023-01-01,0.35793794970499354,0.35964615637142033,0.0017082066664267925,0.0010021639167167276,0.0017082066664267925,False,True
52,Aeris,2023-04-01,0.36065804432292414,0.3594930767916247,0.0011649675312994656,0.0010891845219219937,0.0011649675312994656,False,True
53,Aeris,2023-07-01,0.358246735141747,0.35968477478773925,0.0014380396459922618,0.0010446237908469588,0.0014380396459922618,False,True
54,Aeris,2023-10-01,0.36026434558929343,0.3601731004461074,9.124514318603616e-05,0.00096306964254899,9.124514318603616e-05,False,True
55,Aeris,2024-01-01,0.3586112570153979,0.359081947492445,0.00047069047704706435,0.0009231218656031549,0.00047069047704706435,False,True
56,Aeris,2024-04-01,0.36216145308677505,0.36026637375881426,0.0018950793279607914,0.0008408478195019903,0.0018950793279607914,True,False
57,Aeris,2024-07-01,0.35907842855087063,0.35874301158440064,0.0003354169664699924,0.0008781554297498838,0.0003354169664699924,False,True
58,Afluente T,2015-01-01,0.3599272287379479,0.35992780885738956,5.801194416510391e-07,1.636517004935719e-05,5.801194416510391e-07,False,True
59,Afluente T,2015-04-01,0.35993384839545256,0.35992791903511295,5.929360339607115e-06,1.5106998521991007e-05,5.929360339607115e-06,False,True
60,Afluente T,2015-07-01,0.35993117714779105,0.3599313682724133,1.9112462223969118e-07,1.3801982423827458e-05,1.9112462223969118e-07,False,True
61,Afluente T,2016-07-01,0.36003707367966614,0.3599307004604979,0.00010637321916823206,1.15402100872684e-05,0.00010637321916823206,True,False
62,Afluente T,2016-10-01,0.3596996870053245,0.35995706441574327,0.0002573774104187576,3.5078975023167245e-05,0.0002573774104187576,True,False
63,Afluente T,2017-01-01,0.35986862318319185,0.35989342666210966,2.4803478917811983e-05,8.037293129975832e-05,2.4803478917811983e-05,False,True
64,Afluente T,2017-04-01,0.3599680979277594,0.3598513140379911,0.00011678388976832377,7.93859065786629e-05,0.00011678388976832377,False,True
65,Afluente T,2017-07-01,0.3599165347532019,0.359876182724133,4.035202906887969e-05,8.284526311932132e-05,4.035202906887969e-05,False,True
66,Afluente T,2017-10-01,0.3599131080011512,0.3599303946611023,1.7286659951099015e-05,7.441779951635764e-05,1.7286659951099015e-05,False,True
67,Afluente T,2018-01-01,0.35993004389120736,0.35990626349114985,2.3780400057515916e-05,7.103205426430314e-05,2.3780400057515916e-05,False,True
68,Afluente T,2018-04-01,0.3599148438624262,0.3599311321772917,1.6288314865497977e-05,6.882218856313573e-05,1.6288314865497977e-05,False,True
69,Afluente T,2018-07-01,0.35993262519787017,0.35992814613613466,4.479061735507273e-06,6.656773816549999e-05,4.479061735507273e-06,False,True
70,Afluente T,2018-10-01,0.35992936933371705,0.35992807643186076,1.2929018562979344e-06,5.908013603585382e-05,1.2929018562979344e-06,False,True
71,Afluente T,2019-01-01,0.35993745502950064,0.35992762447834226,9.830551158385159e-06,5.7314095651294516e-05,9.830551158385159e-06,False,True
72,Afluente T,2019-10-01,0.3599266890919557,0.35993018105123037,3.4919592746818218e-06,5.574703665888088e-05,3.4919592746818218e-06,False,True
73,Afluente T,2020-01-01,0.3599277503957404,0.3599283912253562,6.408296158166848e-07,5.4259880305886756e-05,6.408296158166848e-07,False,True
74,Afluente T,2020-04-01,0.3599299719384084,0.35993031596272845,3.440243200314441e-07,5.287917823310135e-05,3.440243200314441e-07,False,True
75,Afluente T,2020-07-01,0.35993703230680674,0.35990028916031086,3.674314649587673e-05,5.160438603756007e-05,3.674314649587673e-05,False,True
76,Afluente T,2020-10-01,0.35992182328392575,0.35996488028853074,4.305700460499606e-05,4.9133972274102285e-05,4.305700460499606e-05,False,True
77,Afluente T,2021-01-01,0.3599078104763275,0.35993662307526264,2.88125989351129e-05,4.965622685925351e-05,2.88125989351129e-05,False,True
78,Afluente T,2021-04-01,0.3599194578356598,0.3599552363649446,3.577852928476899e-05,4.892153345289798e-05,3.577852928476899e-05,False,True
79,Afluente T,2021-07-01,0.3599358181033242,0.35992583240394305,9.985699381154234e-06,4.227699626800901e-05,9.985699381154234e-06,False,True
80,Afluente T,2021-10-01,0.3599609656065621,0.35995384677651465,7.118830047447844e-06,4.1484770769066123e-05,7.118830047447844e-06,False,True
81,Afluente T,2022-01-01,0.3598993470283494,0.3599322609368254,3.291390847598441e-05,3.987227902917778e-05,3.291390847598441e-05,False,True
82,Afluente T,2022-04-01,0.35992079795654053,0.35987764201683703,4.3155939703498625e-05,3.947373036991249e-05,4.3155939703498625e-05,False,True
83,Afluente T,2022-07-01,0.359920276298748,0.3598658170240322,5.4459274715812356e-05,4.007017860649934e-05,5.4459274715812356e-05,False,True
84,Afluente T,2022-10-01,0.3599162919125054,0.3598627297992517,5.35621132536912e-05,4.046535782213998e-05,5.35621132536912e-05,False,True
85,Afluente T,2023-01-01,0.35985298244351704,0.35986579229025756,1.2809846740513553e-05,3.8184449016185635e-05,1.2809846740513553e-05,False,True
86,Afluente T,2023-04-01,0.35991434019283347,0.3599178186609584,3.478468124928913e-06,3.505940518720956e-05,3.478468124928913e-06,False,True
87,Afluente T,2023-07-01,0.3599143671751331,0.3599321687473018,1.7801572168685276e-05,3.447875379734431e-05,1.7801572168685276e-05,False,True
88,Afluente T,2023-10-01,0.35997892682400345,0.35984477982443513,0.00013414699956831866,3.410977649731251e-05,0.00013414699956831866,True,False
89,Afluente T,2024-01-01,0.3599696179306375,0.35986197204633763,0.00010764588429984512,4.258929037593074e-05,0.00010764588429984512,True,False
90,Afluente T,2024-04-01,0.3599693121312419,0.35992192671607426,4.7385415167633393e-05,4.570198523777985e-05,4.7385415167633393e-05,False,True
91,Afluente T,2024-07-01,0.3598417757950784,0.3599317437760829,8.996798100446846e-05,4.571243863377181e-05,8.996798100446846e-05,False,True
92,Afluente T,2024-10-01,0.35979678730752623,0.3599138680025903,0.0001170806950640535,4.6559864209209124e-05,0.0001170806950640535,True,False
93,Agrogalaxy,2022-07-01,0.35780349690602964,0.35902072465462664,0.0012172277485970051,0.0011392912123650242,0.0012172277485970051,False,True
94,Agrogalaxy,2022-10-01,0.3619910328824291,0.35910186942365807,0.002889163458771049,0.0008551845763708159,0.002889163458771049,True,False
95,Agrogalaxy,2023-01-01,0.3571526478630019,0.358553960102173,0.0014013122391711152,0.0009306856652491571,0.0014013122391711152,False,True
96,Agrogalaxy,2023-04-01,0.3589756619657505,0.35910186942365807,0.00012620745790759003,0.0008035734244296141,0.00012620745790759003,False,True
97,Agrogalaxy,2023-07-01,0.3625557004604979,0.3602756579184055,0.0022800425420924086,0.0007050320137606878,0.0022800425420924086,True,False
98,Agrogalaxy,2023-10-01,0.360082358972514,0.35874769076485824,0.0013346682076557648,0.0006346797383907092,0.0013346682076557648,True,False
99,Agrogalaxy,2024-01-01,0.35574212116851345,0.3578526811411714,0.002110559972657966,0.0008980573098810494,0.002110559972657966,True,False
100,Agrogalaxy,2024-04-01,0.36238077421211684,0.36079823760613033,0.0015825366059865065,0.0009419867041453895,0.0015825366059865065,False,True
101,Alfa Holding,2015-01-01,0.3598426122463664,0.3598831306662829,4.0518419916535375e-05,3.901894705634754e-05,4.0518419916535375e-05,False,True
102,Alfa Holding,2015-04-01,0.35988750179881995,0.35985668576413876,3.081603468119143e-05,3.170047209523909e-05,3.081603468119143e-05,False,True
103,Alfa Holding,2015-07-01,0.3598699003453734,0.3598605217477335,9.378597639941866e-06,3.091491668348116e-05,9.378597639941866e-06,False,True
104,Alfa Holding,2015-10-01,0.35996777414016407,0.35988250782486686,8.526631529720552e-05,2.9443695346297085e-05,8.526631529720552e-05,True,False
105,Alfa Holding,2016-01-01,0.3598406335443949,0.35986127950064756,2.0645956252673958e-05,2.8207761782892053e-05,2.0645956252673958e-05,False,True
106,Alfa Holding,2016-04-01,0.3599077565117283,0.35991379829831627,6.041786587973608e-06,2.685920021001986e-05,6.041786587973608e-06,False,True
107,Alfa Holding,2016-07-01,0.3598749550295006,0.3599036394625126,2.8684433011960664e-05,2.9663894232369065e-05,2.8684433011960664e-05,False,True
108,Alfa Holding,2016-10-01,0.35987209490574185,0.35992471938408405,5.26244783422003e-05,2.866183729780101e-05,5.26244783422003e-05,False,True
109,Alfa Holding,2017-01-01,0.3599472496042596,0.3599007995754785,4.645002878111981e-05,3.104446722431489e-05,4.645002878111981e-05,False,True
