,Empresa,Data,Real,Previsto,Erro Absoluto,Train RMSE,Test RMSE,Overfitting?,Underfitting?
0,3tentos,2022-10-01,0.3576236059145201,0.35767655772200324,5.29518074831592e-05,0.004109010961966199,5.29518074831592e-05,False,True
1,3tentos,2023-01-01,0.3604951251978702,0.36335795018881345,0.002862824990943258,0.0037139964763077613,0.002862824990943258,False,True
2,3tentos,2023-04-01,0.3568567149949633,0.35967727958088863,0.0028205645859253337,0.0031594053559677116,0.0028205645859253337,False,True
3,3tentos,2023-07-01,0.3645126097280184,0.360060264929674,0.004452344798344388,0.003357762195639567,0.004452344798344388,False,True
4,3tentos,2023-10-01,0.3608319722262196,0.3570708883878543,0.00376108383836532,0.0032849018023809,0.00376108383836532,False,True
5,3tentos,2024-01-01,0.3582172704705713,0.3600540392352982,0.001836768764726937,0.003156238343632891,0.001836768764726937,False,True
6,3tentos,2024-04-01,0.3601787307526263,0.36085304822589004,0.0006743174732637414,0.0031076250352357376,0.0006743174732637414,False,True
7,3tentos,2024-07-01,0.36012562958699096,0.3600284056469346,9.722394005634571e-05,0.0029303011463468072,9.722394005634571e-05,False,True
8,3tentos,2024-10-01,0.36085171427543533,0.36006438564174026,0.0007873286336950724,0.002874877536801746,0.0007873286336950724,False,True
9,Aco Altona,2015-01-01,0.3597811735501511,0.35981216721871695,3.099366856584851e-05,6.531518272836816e-05,3.099366856584851e-05,False,True
10,Aco Altona,2015-04-01,0.3599486257015398,0.3597726289351801,0.0001759967663597095,5.834652794006342e-05,0.0001759967663597095,True,False
11,Aco Altona,2015-07-01,0.35986819146639804,0.3599486258035596,8.043433716153903e-05,9.158111781540456e-05,8.043433716153903e-05,False,True
12,Aco Altona,2015-10-01,0.3599069560368398,0.3598887168203707,1.8239216469095876e-05,7.795830734189763e-05,1.8239216469095876e-05,False,True
13,Aco Altona,2016-01-01,0.35993407324794935,0.3598925301560472,4.154309190212979e-05,6.594281548285827e-05,4.154309190212979e-05,False,True
14,Aco Altona,2016-04-01,0.3598985825298604,0.3599134526632492,1.4870133388800166e-05,6.800622122161641e-05,1.4870133388800166e-05,False,True
15,Aco Altona,2016-07-01,0.35990652432004605,0.3599073771221857,8.528021396281282e-07,6.44445186324373e-05,8.528021396281282e-07,False,True
16,Aco Altona,2016-10-01,0.35982182688156567,0.3599064735546051,8.464667303942353e-05,6.110335299696083e-05,8.464667303942353e-05,False,True
17,Aco Altona,2017-01-01,0.3598832565836811,0.3598664735654499,1.678301823121453e-05,6.30190630717779e-05,1.678301823121453e-05,False,True
18,Aco Altona,2017-07-01,0.3598963789753921,0.35987362427393993,2.275470145218783e-05,6.038963931669523e-05,2.275470145218783e-05,False,True
19,Aco Altona,2017-10-01,0.3596899913656641,0.35988487620889287,0.00019488484322877087,5.829080389946681e-05,0.00019488484322877087,True,False
20,Aco Altona,2018-01-01,0.35987884048064467,0.3597976550569607,8.118542368396042e-05,7.789177925100746e-05,8.118542368396042e-05,False,True
21,Aco Altona,2018-07-01,0.35945469671895236,0.35979428692661586,0.00033959020766349823,7.471370862972792e-05,0.00033959020766349823,True,False
22,Aco Altona,2018-10-01,0.3606887771621816,0.359468421809906,0.0012203553522756039,0.00013961786925730335,0.0012203553522756039,True,False
23,Aco Altona,2019-01-01,0.35993514354583395,0.36058907539857527,0.0006539318527413185,0.00031980771417919183,0.0006539318527413185,True,False
24,Aco Altona,2019-04-01,0.3596736310979997,0.35786376043748236,0.0018098706605173542,0.000736756216087128,0.0018098706605173542,True,False
25,Aco Altona,2019-07-01,0.3601719132249244,0.35970322373486,0.0004686894900644001,0.00033979796720569105,0.0004686894900644001,False,True
26,Aco Altona,2019-10-01,0.35973236257015395,0.36017981748836114,0.00044745491820719074,0.0003727025279373838,0.00044745491820719074,False,True
27,Aco Altona,2020-01-01,0.3599126582961577,0.3599784768216743,6.581852551656997e-05,0.0002286511974383198,6.581852551656997e-05,False,True
28,Aco Altona,2020-04-01,0.35991569830191394,0.3599074774821953,8.220819718629535e-06,0.00022300774439365016,8.220819718629535e-06,False,True
29,Aco Altona,2020-07-01,0.3600917578068787,0.3599083529622517,0.0001834048446269776,0.0002172557305227248,0.0001834048446269776,False,True
30,Aco Altona,2020-10-01,0.3599470967045618,0.35989523051446526,5.186619009656113e-05,0.0002141266683003719,5.186619009656113e-05,False,True
31,Aco Altona,2021-01-01,0.3599665779248813,0.3599479614657471,1.8616459134201957e-05,0.0002119910396856395,1.8616459134201957e-05,False,True
32,Aco Altona,2021-04-01,0.3597634191970068,0.3599467830653767,0.00018336386836992347,0.00020795172852072603,0.00018336386836992347,False,True
33,Aco Altona,2021-07-01,0.3598287883148654,0.3599614348130613,0.00013264649819588747,0.0002067905368076108,0.00013264649819588747,False,True
34,Aco Altona,2021-10-01,0.35981196934810766,0.35991168892094727,9.97195728396072e-05,0.00020741078402145794,9.97195728396072e-05,False,True
35,Aco Altona,2022-01-01,0.3598563102604691,0.35989044734995335,3.413708948424299e-05,0.00020523541632664943,3.413708948424299e-05,False,True
36,Aco Altona,2022-04-01,0.3598506529716506,0.35987058429815977,1.9931326509181613e-05,0.0002018351196963835,1.9931326509181613e-05,False,True
37,Aco Altona,2022-07-01,0.35995537127644267,0.3598667741767835,8.859709965919338e-05,0.00019873693451467157,8.859709965919338e-05,False,True
38,Aco Altona,2022-10-01,0.3599077205353288,0.3598610626119403,4.66579233885378e-05,0.00019636665290610723,4.66579233885378e-05,False,True
