,Nome,Data,EBITDA,LG,DE,GMV,ROA,ROE,FCLA,FCLF
2,3tentos,2021-07-01,119436.0,1.6,43.7,4694121.0,2.2,4.7,186785.0,-1108032.0
3,3tentos,2021-10-01,83550.0,1.7,35.8,4807768.0,3.8,7.5,-119487.0,-94868.0
4,3tentos,2022-01-01,54560.0,1.5,55.7,4887747.0,1.1,2.5,-320523.0,-409704.0
5,3tentos,2022-07-01,108988.0,1.4,44.5,5458398.0,2.9,6.5,596343.0,28224.0
6,3tentos,2022-10-01,249174.0,1.4,38.9,4632208.0,3.7,7.9,-249977.0,69746.0
7,3tentos,2023-01-01,122485.0,1.3,44.7,6084219.0,1.6,3.6,69290.0,-51423.0
8,3tentos,2023-04-01,53506.0,1.3,45.6,6402037.0,1.2,2.6,-335243.0,-123969.0
9,3tentos,2023-07-01,177688.0,1.4,39.8,6377126.0,3.3,6.9,515970.0,72149.0
10,3tentos,2023-10-01,145608.0,1.4,38.0,5997883.0,2.6,5.2,106742.0,-173620.0
11,3tentos,2024-01-01,208771.0,1.3,41.0,5240675.0,2.1,4.5,-183971.0,-45798.0
12,3tentos,2024-04-01,400532.0,1.3,54.8,4916169.0,1.7,4.0,34112.0,-484117.0
13,3tentos,2024-07-01,365397.0,1.3,50.2,5639488.0,3.7,8.1,28208.0,4443.0
14,3tentos,2024-10-01,365961.0,1.3,51.1,6845103.0,1.5,3.4,108937.0,231021.0
51,Aco Altona,2014-01-01,8821.0,0.5,56.8,51345.0,1.2,4.4,3460.0,-1.0
52,Aco Altona,2014-04-01,6452.0,0.5,54.8,57848.0,0.7,2.6,3889.0,3531.0
53,Aco Altona,2014-07-01,5792.0,0.5,53.0,48500.0,0.8,2.7,5852.0,591.0
54,Aco Altona,2014-10-01,2316.0,0.5,69.1,46013.0,-0.1,-0.5,-6644.0,-543.0
55,Aco Altona,2015-01-01,1587.0,0.5,85.9,34853.0,-1.0,-3.8,-10090.0,-2291.0
56,Aco Altona,2015-04-01,2765.0,0.5,73.0,37080.0,-0.5,-2.1,8528.0,7811.0
57,Aco Altona,2015-07-01,8063.0,0.5,71.6,36947.0,0.6,2.5,-415.0,-4819.0
58,Aco Altona,2015-10-01,6129.0,0.5,74.1,39332.0,0.9,3.5,3895.0,-1231.0
59,Aco Altona,2016-01-01,5457.0,0.5,56.6,28553.0,0.2,0.5,6910.0,10089.0
60,Aco Altona,2016-04-01,-2712.0,0.5,59.2,29700.0,-1.5,-5.8,2964.0,4373.0
61,Aco Altona,2016-07-01,-2662.0,0.5,65.2,27788.0,-1.7,-6.7,3847.0,1788.0
62,Aco Altona,2016-10-01,12709.0,0.5,60.9,23783.0,2.5,8.8,-5570.0,12980.0
63,Aco Altona,2017-01-01,2753.0,0.5,56.0,37530.0,-0.1,-0.2,1260.0,2849.0
65,Aco Altona,2017-07-01,7449.0,0.5,42.0,52643.0,1.0,3.6,2719.0,1992.0
66,Aco Altona,2017-10-01,40618.0,0.6,55.6,74250.0,10.1,26.0,-20228.0,56709.0
67,Aco Altona,2018-01-01,8252.0,0.6,52.3,130478.0,1.4,3.6,769.0,172.0
68,Aco Altona,2018-07-01,7431.0,0.7,79.1,110925.0,1.2,3.6,-46389.0,-36223.0
69,Aco Altona,2018-10-01,7291.0,0.7,53.2,94283.0,0.7,1.6,90821.0,47007.0
70,Aco Altona,2019-01-01,11478.0,0.8,47.7,122880.0,1.7,3.6,7029.0,-4707.0
71,Aco Altona,2019-04-01,9127.0,0.9,44.2,104430.0,1.4,2.9,-22047.0,4304.0
72,Aco Altona,2019-07-01,11384.0,0.8,49.6,196140.0,1.3,2.8,33354.0,-12650.0
73,Aco Altona,2019-10-01,5256.0,0.8,53.8,220013.0,0.5,1.0,-15517.0,42702.0
74,Aco Altona,2020-01-01,7986.0,0.9,72.0,138190.0,1.1,2.8,4529.0,15358.0
75,Aco Altona,2020-04-01,12406.0,0.9,65.3,188684.0,0.9,2.3,4867.0,6645.0
76,Aco Altona,2020-07-01,11164.0,0.9,65.4,180795.0,2.4,6.0,24442.0,-25454.0
77,Aco Altona,2020-10-01,11225.0,0.9,50.8,190118.0,1.4,3.2,8358.0,2983.0
78,Aco Altona,2021-01-01,8727.0,0.9,54.6,218745.0,1.3,3.2,10524.0,969.0
79,Aco Altona,2021-04-01,11581.0,0.9,46.2,230775.0,1.3,3.0,-12064.0,6980.0
80,Aco Altona,2021-07-01,18358.0,0.9,60.5,192083.0,2.6,6.3,-4796.0,-10947.0
81,Aco Altona,2021-10-01,18770.0,0.8,69.3,218288.0,2.6,6.8,-6666.0,-15635.0
82,Aco Altona,2022-01-01,21812.0,0.7,59.8,186038.0,2.2,5.7,-1736.0,12579.0
83,Aco Altona,2022-04-01,20723.0,0.8,63.2,156938.0,2.4,6.4,-2365.0,7811.0
84,Aco Altona,2022-07-01,17186.0,0.7,62.6,200903.0,1.3,3.4,9278.0,21803.0
85,Aco Altona,2022-10-01,16091.0,0.7,59.4,173175.0,1.3,3.1,3980.0,-22751.0
86,Aco Altona,2023-01-01,18294.0,0.7,55.0,159525.0,1.6,4.0,8980.0,14547.0
87,Aco Altona,2023-04-01,18326.0,0.7,49.1,183383.0,1.8,4.2,4746.0,-10645.0
88,Aco Altona,2023-07-01,18826.0,0.7,51.4,192473.0,1.7,4.1,44.0,-1135.0
89,Aco Altona,2023-10-01,20445.0,0.8,52.3,214508.0,3.9,9.1,10386.0,2574.0
90,Aco Altona,2024-01-01,26721.0,0.8,50.2,237368.0,2.3,5.3,2565.0,11052.0
91,Aco Altona,2024-04-01,25766.0,0.8,46.7,251805.0,2.1,4.8,19754.0,12678.0
92,Aco Altona,2024-07-01,37346.0,0.9,42.5,332085.0,3.2,7.1,10915.0,423.0
96,Aeris,2020-10-01,51925.0,1.2,118.3,7662135.0,0.7,1.6,-349397.0,-620271.0
97,Aeris,2021-01-01,57430.0,1.1,148.5,6773327.0,0.8,2.3,-178097.0,-590653.0
98,Aeris,2021-04-01,49029.0,1.1,110.9,7600837.0,0.8,1.9,1073.0,189469.0
99,Aeris,2021-07-01,61080.0,1.0,141.6,6122046.0,0.3,0.9,95763.0,-450299.0
100,Aeris,2021-10-01,73393.0,1.0,145.9,4999048.0,0.6,1.8,21791.0,76286.0
101,Aeris,2022-01-01,51820.0,1.0,147.8,4421418.0,0.0,0.1,-146947.0,54320.0
102,Aeris,2022-04-01,69093.0,1.0,171.3,2135147.0,-0.9,-3.0,2149.0,-59233.0
103,Aeris,2022-07-01,64591.0,1.0,167.0,1532730.0,-0.7,-2.8,10571.0,87168.0
104,Aeris,2022-10-01,81311.0,1.0,205.3,845004.0,-1.0,-4.5,33820.0,36340.0
105,Aeris,2023-01-01,94624.0,0.9,210.3,882394.0,-0.7,-2.6,-215027.0,297665.0
106,Aeris,2023-04-01,90828.0,0.9,211.7,994563.0,-0.6,-2.3,87404.0,283249.0
107,Aeris,2023-07-01,77945.0,0.9,216.8,620865.0,-0.8,-3.5,-180695.0,-10400.0
108,Aeris,2023-10-01,66303.0,1.0,149.0,1102014.0,-0.9,-3.2,43631.0,-160140.0
109,Aeris,2024-01-01,31231.0,1.0,134.6,685698.0,-1.2,-3.8,-140166.0,186566.0
110,Aeris,2024-04-01,78368.0,1.0,141.1,312298.0,-0.1,-0.3,254559.0,58756.0
111,Aeris,2024-07-01,31135.0,1.0,140.1,376290.0,-1.6,-5.5,-88224.0,428315.0
127,Afluente T,2014-01-01,4240.0,17.1,4.1,189255.0,5.0,5.3,5351.0,-2436.0
128,Afluente T,2014-04-01,2242.0,7.3,4.3,189255.0,2.7,3.1,4251.0,5264.0
129,Afluente T,2014-07-01,11851.0,5.4,6.3,167116.0,13.5,16.6,6100.0,4652.0
130,Afluente T,2014-10-01,9004.0,11.6,6.0,157713.0,11.3,12.3,9152.0,8930.0
131,Afluente T,2015-01-01,4070.0,12.3,5.5,170330.0,4.8,5.2,6149.0,-4226.0
132,Afluente T,2015-04-01,4556.0,12.9,5.5,171591.0,5.7,6.2,6885.0,3671.0
133,Afluente T,2015-07-01,1063.0,11.9,5.3,141941.0,1.8,1.9,6588.0,-6232.0
137,Afluente T,2016-07-01,4830.0,9.6,4.8,179792.0,6.4,7.1,18362.0,23488.0
138,Afluente T,2016-10-01,5142.0,7.7,4.5,190517.0,1.7,1.9,-19150.0,-17320.0
139,Afluente T,2017-01-01,5506.0,2.3,6.2,281990.0,6.3,11.2,-367.0,25476.0
140,Afluente T,2017-04-01,1970.0,5.8,6.4,242246.0,3.2,3.9,10693.0,-3630.0
141,Afluente T,2017-07-01,2777.0,5.4,6.8,332945.0,5.0,6.1,4960.0,3910.0
142,Afluente T,2017-10-01,2416.0,5.6,6.0,313532.0,4.0,4.9,4579.0,-3612.0
143,Afluente T,2018-01-01,3211.0,3.8,5.9,417867.0,5.0,6.8,6462.0,3973.0
144,Afluente T,2018-04-01,3894.0,5.6,5.0,440964.0,6.4,7.8,4772.0,-575.0
145,Afluente T,2018-07-01,5435.0,5.9,4.2,316056.0,8.3,10.0,6749.0,-2053.0
146,Afluente T,2018-10-01,10362.0,19.7,1.0,350122.0,5.3,5.5,6387.0,14688.0
147,Afluente T,2019-01-01,6425.0,19.8,0.9,336874.0,3.0,3.2,7286.0,-2439.0
148,Afluente T,2019-10-01,3999.0,19.9,0.6,698982.0,1.8,1.9,6089.0,2602.0
149,Afluente T,2020-01-01,5906.0,21.7,0.5,410053.0,2.6,2.7,6207.0,-2678.0
150,Afluente T,2020-04-01,5104.0,20.8,0.4,703398.0,2.1,2.2,6454.0,-2388.0
151,Afluente T,2020-07-01,7309.0,8.8,0.4,618233.0,3.3,3.7,7239.0,42996.0
152,Afluente T,2020-10-01,983.0,10.2,0.4,622018.0,0.4,0.4,5548.0,-3189.0
153,Afluente T,2021-01-01,6380.0,11.7,0.4,545054.0,2.9,3.1,3990.0,-3045.0
154,Afluente T,2021-04-01,6165.0,10.7,0.4,668701.0,3.1,3.5,5285.0,24754.0
155,Afluente T,2021-07-01,7312.0,11.0,0.3,545685.0,3.5,3.9,7104.0,-5175.0
156,Afluente T,2021-10-01,83450.0,9.6,0.2,559564.0,29.3,32.7,9900.0,48113.0
157,Afluente T,2022-01-01,9021.0,11.6,0.2,615079.0,3.1,3.4,3049.0,-2317.0
158,Afluente T,2022-04-01,20908.0,6.9,0.2,573443.0,6.6,7.7,5434.0,22784.0
159,Afluente T,2022-07-01,10165.0,7.2,0.1,598677.0,3.2,3.7,5376.0,142.0
160,Afluente T,2022-10-01,-1598.0,7.4,0.1,584798.0,-0.5,-0.5,4933.0,5329.0
161,Afluente T,2023-01-01,10749.0,8.2,0.1,555779.0,3.4,3.8,-2106.0,-3153.0
162,Afluente T,2023-04-01,7742.0,5.3,0.1,586060.0,2.3,2.8,4716.0,26658.0
163,Afluente T,2023-07-01,12106.0,6.0,0.1,504680.0,3.7,4.4,4719.0,14141.0
164,Afluente T,2023-10-01,-275.0,8.0,0.1,541900.0,-0.1,-0.1,11897.0,-8269.0
165,Afluente T,2024-01-01,10982.0,8.0,0.0,454212.0,2.5,2.8,10862.0,-5472.0
166,Afluente T,2024-04-01,9830.0,4.5,0.0,453581.0,3.1,3.9,10828.0,30027.0
167,Afluente T,2024-07-01,9519.0,4.7,0.0,445380.0,1.9,2.4,-3352.0,5342.0
168,Afluente T,2024-10-01,13490.0,3.8,12.2,451058.0,3.3,4.4,-8354.0,-16401.0
189,Agrogalaxy,2021-07-01,125449.0,1.1,97.6,1423149.0,1.2,5.3,-156089.0,-571950.0
190,Agrogalaxy,2021-10-01,261945.0,1.1,94.3,1786471.0,1.7,8.0,65983.0,286946.0
191,Agrogalaxy,2022-01-01,143170.0,1.0,113.1,1958923.0,-0.7,-4.2,-266064.0,127612.0
192,Agrogalaxy,2022-04-01,-24335.0,1.0,137.7,1272463.0,-1.9,-11.8,-22389.0,215036.0
193,Agrogalaxy,2022-07-01,206834.0,1.0,150.1,1272463.0,0.3,1.9,-229976.0,-769650.0
194,Agrogalaxy,2022-10-01,311099.0,1.0,137.2,1650853.0,2.1,14.2,235611.0,273436.0
195,Agrogalaxy,2023-01-01,202122.0,1.0,137.3,1341109.0,-0.3,-2.5,-302340.0,250193.0
196,Agrogalaxy,2023-04-01,-159888.0,1.0,195.6,1021319.0,-4.4,-36.0,-99650.0,-6115.0
197,Agrogalaxy,2023-07-01,185704.0,0.9,169.1,719946.0,-0.4,-3.0,298393.0,609201.0
198,Agrogalaxy,2023-10-01,124837.0,1.0,144.3,607768.0,1.1,7.8,23397.0,876637.0
199,Agrogalaxy,2024-01-01,-94902.0,0.9,173.0,359973.0,-3.4,-32.0,-459168.0,-531355.0
200,Agrogalaxy,2024-04-01,-115686.0,0.9,199.2,263705.0,-4.6,-41.5,278944.0,242591.0
202,Alfa Holding,2014-01-01,8051.0,3.7,0.0,274062.0,1.1,1.1,-2982.0,240.0
203,Alfa Holding,2014-04-01,3766.0,2.0,0.0,296015.0,0.5,0.5,26.0,4425.0
204,Alfa Holding,2014-07-01,11682.0,2.3,0.0,261017.0,1.5,1.5,-562.0,6874.0
205,Alfa Holding,2014-10-01,9090.0,1.1,0.0,205420.0,1.1,1.1,8502.0,16315.0
206,Alfa Holding,2015-01-01,9644.0,2.9,0.0,305703.0,1.2,1.2,-3259.0,1472.0
207,Alfa Holding,2015-04-01,12361.0,3.4,0.0,211456.0,1.6,1.6,1732.0,4559.0
208,Alfa Holding,2015-07-01,12975.0,3.3,0.0,213850.0,1.6,1.6,-225.0,8937.0
209,Alfa Holding,2015-10-01,15906.0,1.9,0.0,209630.0,1.8,1.8,10657.0,25353.0
210,Alfa Holding,2016-01-01,12274.0,3.2,0.0,173177.0,1.4,1.4,-3479.0,8615.0
211,Alfa Holding,2016-04-01,10813.0,1.8,0.0,317986.0,1.3,1.3,3984.0,8874.0
212,Alfa Holding,2016-07-01,14380.0,1.8,0.0,254215.0,1.6,1.6,337.0,10118.0
213,Alfa Holding,2016-10-01,12927.0,1.3,0.0,341428.0,1.5,1.5,19.0,12441.0
214,Alfa Holding,2017-01-01,7217.0,1.1,0.0,253712.0,0.8,0.8,8375.0,5186.0
215,Alfa Holding,2017-04-01,9327.0,1.0,0.0,252172.0,1.0,1.1,-1187.0,7782.0
216,Alfa Holding,2017-07-01,6345.0,0.9,0.0,258475.0,1.0,1.0,-586.0,5225.0
217,Alfa Holding,2017-10-01,17580.0,3.5,0.0,249601.0,1.9,1.9,14357.0,16529.0
218,Alfa Holding,2018-01-01,11069.0,7.8,0.0,408537.0,1.2,1.2,-378.0,7550.0
219,Alfa Holding,2018-04-01,9325.0,4.3,0.0,255802.0,1.0,1.0,-396.0,8871.0
220,Alfa Holding,2018-07-01,11822.0,4.0,0.0,263497.0,1.3,1.3,-278.0,8368.0
221,Alfa Holding,2018-10-01,9849.0,2.2,0.0,275247.0,1.0,1.0,-503.0,11485.0
222,Alfa Holding,2019-01-01,10774.0,3.7,0.0,412623.0,1.1,1.1,-445.0,7752.0
223,Alfa Holding,2019-04-01,6353.0,3.2,0.0,452175.0,0.7,0.7,-701.0,5705.0
224,Alfa Holding,2019-07-01,13195.0,2.8,0.0,504482.0,1.3,1.3,-756.0,9463.0
225,Alfa Holding,2019-10-01,10135.0,1.0,0.0,615036.0,1.0,1.0,-297.0,13095.0
226,Alfa Holding,2020-01-01,11930.0,0.9,0.0,580940.0,1.2,1.2,10579.0,7456.0
227,Alfa Holding,2020-04-01,9273.0,0.7,0.0,530429.0,0.9,0.9,-1301.0,7919.0
228,Alfa Holding,2020-07-01,9625.0,0.7,0.0,544722.0,0.9,0.9,-866.0,7196.0
229,Alfa Holding,2020-10-01,3097.0,2.3,0.0,561841.0,0.3,0.3,14686.0,10200.0
230,Alfa Holding,2021-01-01,5463.0,5.2,0.0,560590.0,0.5,0.5,-961.0,4000.0
231,Alfa Holding,2021-04-01,2800.0,4.3,0.0,617460.0,0.3,0.3,157.0,3431.0
232,Alfa Holding,2021-07-01,7592.0,3.8,0.0,592895.0,0.7,0.7,-1506.0,5821.0
233,Alfa Holding,2021-10-01,2143.0,7.2,0.0,507198.0,0.3,0.3,57615.0,7859.0
234,Alfa Holding,2022-01-01,4362.0,19.3,0.0,509124.0,0.6,0.6,884.0,2185.0
235,Alfa Holding,2022-04-01,11033.0,15.8,0.0,529164.0,1.2,1.2,182.0,7026.0
236,Alfa Holding,2022-07-01,39551.0,14.5,0.0,611071.0,3.8,3.9,1107.0,25338.0
237,Alfa Holding,2022-10-01,5248.0,5.9,0.0,590236.0,0.6,0.6,1129.0,7983.0
238,Alfa Holding,2023-01-01,2762.0,19.4,0.0,562668.0,0.5,0.5,-808.0,1608.0
239,Alfa Holding,2023-04-01,6006.0,16.6,0.0,610802.0,0.7,0.7,310.0,4237.0
240,Alfa Holding,2023-07-01,12110.0,12.4,0.0,649496.0,1.3,1.3,482.0,8192.0
241,Alfa Holding,2023-10-01,-11836.0,5.3,0.0,669131.0,-0.9,-1.0,1.0,-886.0
242,Alfa Holding,2024-01-01,3240.0,14.4,0.0,718344.0,0.4,0.4,26.0,1475.0
243,Alfa Holding,2024-04-01,-62818.0,6.5,0.0,736062.0,-5.1,-5.2,306.0,-42534.0
244,Alfa Holding,2024-07-01,-24252.0,12.0,0.0,784560.0,-2.2,-2.2,73678.0,-16444.0
245,Alfa Holding,2024-10-01,-47002.0,7.7,0.0,542641.0,-4.6,-4.7,1278.0,-26191.0
255,Aliperti,2016-04-01,-3089.0,0.7,17.6,58288.0,-1.3,-2.0,-4354.0,6906.0
337,Alliar,2016-10-01,38420.0,0.9,41.7,1678412.0,0.9,1.6,-22793.0,-166262.0
338,Alliar,2017-01-01,45855.0,0.7,39.5,1793917.0,0.4,0.7,-39204.0,120416.0
339,Alliar,2017-04-01,52863.0,0.8,39.5,2070042.0,0.2,0.4,-18968.0,3236.0
340,Alliar,2017-07-01,55637.0,0.8,40.3,2011033.0,0.6,1.0,13195.0,42114.0
341,Alliar,2017-10-01,-5001.0,0.8,47.2,1746672.0,-0.5,-0.9,18191.0,-150958.0
342,Alliar,2018-01-01,51726.0,0.8,49.8,1902885.0,0.4,0.8,3777.0,36628.0
343,Alliar,2018-04-01,51708.0,0.8,47.7,1545946.0,0.3,0.6,24910.0,38236.0
344,Alliar,2018-07-01,59292.0,0.8,47.9,1380478.0,0.6,1.1,-6947.0,12427.0
345,Alliar,2018-10-01,57181.0,0.8,46.6,1571400.0,0.9,1.6,53416.0,24406.0
346,Alliar,2019-01-01,64632.0,0.8,46.7,1716661.0,0.5,0.9,22529.0,57020.0
347,Alliar,2019-04-01,65349.0,0.8,45.9,1705725.0,0.5,0.9,41358.0,54696.0
348,Alliar,2019-07-01,70647.0,0.9,48.5,2277060.0,0.7,1.3,34066.0,-16723.0
349,Alliar,2019-10-01,59898.0,0.8,46.6,2148090.0,0.4,0.8,40156.0,45918.0
350,Alliar,2020-01-01,28428.0,0.9,63.5,1064582.0,-0.8,-1.5,36695.0,36822.0
351,Alliar,2020-04-01,-34353.0,0.8,74.4,1217182.0,-3.2,-7.0,9473.0,61804.0
352,Alliar,2020-07-01,48495.0,0.8,66.3,1200622.0,-0.1,-0.2,-19503.0,-41714.0
353,Alliar,2020-10-01,67484.0,0.8,64.9,1312840.0,0.6,1.2,24491.0,-92103.0
354,Alliar,2021-01-01,63772.0,0.8,64.0,1064523.0,0.5,1.0,31125.0,66824.0
355,Alliar,2021-04-01,64673.0,0.8,63.2,1390977.0,0.4,0.9,22272.0,-13913.0
356,Alliar,2021-07-01,69340.0,0.8,61.9,1354615.0,0.4,0.7,-7438.0,172606.0
357,Alliar,2021-10-01,9993.0,0.8,64.3,1761918.0,-1.2,-2.6,-671.0,41135.0
358,Alliar,2022-01-01,39058.0,0.8,63.8,2112654.0,-0.6,-1.2,4964.0,-6474.0
359,Alliar,2022-04-01,48088.0,0.8,68.9,2298233.0,-0.4,-0.9,170724.0,32110.0
360,Alliar,2022-07-01,15407.0,0.7,82.5,2471660.0,-2.8,-6.6,-21141.0,-22941.0
361,Alliar,2022-10-01,-16853.0,0.7,105.4,2544702.0,-4.7,-12.4,-80253.0,74751.0
362,Alliar,2023-01-01,53349.0,0.6,108.0,2657780.0,-1.3,-3.6,10799.0,66893.0
363,Alliar,2023-04-01,48525.0,0.6,110.8,2810304.0,-2.0,-5.6,12110.0,86008.0
364,Alliar,2023-07-01,43417.0,0.7,100.6,1153642.0,-1.8,-4.7,-2868.0,-81248.0
365,Alliar,2023-10-01,-13260.0,0.6,110.7,1228037.0,-3.2,-9.0,-9156.0,-28298.0
366,Alliar,2024-01-01,31595.0,0.6,87.0,1083912.0,-3.0,-7.7,-19321.0,26723.0
367,Alliar,2024-04-01,70487.0,0.6,75.1,1228119.0,0.1,0.3,118682.0,-44514.0
368,Alliar,2024-07-01,71121.0,0.7,62.0,1820311.0,0.1,0.3,17161.0,15526.0
374,Allied,2021-04-01,223447.0,1.2,27.4,3431430.0,3.9,10.3,-235191.0,-48586.0
375,Allied,2021-07-01,104793.0,1.2,26.5,1774604.0,1.6,4.5,325438.0,49903.0
376,Allied,2021-10-01,60690.0,1.2,26.2,1584757.0,0.5,1.4,40665.0,83802.0
377,Allied,2022-01-01,81990.0,1.3,26.1,1333993.0,0.6,1.5,408728.0,64327.0
378,Allied,2022-04-01,69774.0,1.2,42.2,922888.0,0.6,1.6,512286.0,-161723.0
379,Allied,2022-07-01,57440.0,1.3,42.0,808226.0,0.2,0.4,650632.0,108828.0
380,Allied,2022-10-01,71742.0,1.3,42.0,556529.0,0.6,1.6,517560.0,60713.0
381,Allied,2023-01-01,66879.0,1.3,42.8,447461.0,0.4,1.1,721021.0,21241.0
382,Allied,2023-04-01,68720.0,1.4,38.4,664666.0,0.5,1.1,582902.0,136233.0
383,Allied,2023-07-01,56975.0,1.4,38.1,567716.0,0.6,1.3,325156.0,8778.0
384,Allied,2023-10-01,88977.0,1.4,34.0,699158.0,2.1,4.4,474809.0,-82247.0
385,Allied,2024-01-01,58874.0,1.4,37.9,893057.0,1.4,3.2,221903.0,97319.0
386,Allied,2024-04-01,60036.0,1.4,37.5,699063.0,0.4,0.9,293800.0,39141.0
387,Allied,2024-07-01,68729.0,1.4,36.2,730967.0,0.6,1.4,372219.0,182979.0
388,Allos,2014-01-01,49760.0,0.3,30.1,1441353.0,0.6,0.9,-7865.0,34226.0
389,Allos,2014-04-01,124655.0,0.3,30.3,1332832.0,1.8,2.6,7430.0,47755.0
390,Allos,2014-07-01,57200.0,0.3,30.1,1400085.0,0.8,1.2,12031.0,33505.0
391,Allos,2014-10-01,193226.0,0.3,28.8,1260993.0,2.7,4.1,-4447.0,146587.0
392,Allos,2015-01-01,57808.0,0.3,28.0,1451289.0,0.7,1.0,-405.0,13683.0
393,Allos,2015-04-01,156906.0,0.3,27.2,1440589.0,2.1,3.1,11198.0,140148.0
394,Allos,2015-07-01,58256.0,0.3,26.8,1108146.0,0.7,1.1,21628.0,23607.0
395,Allos,2015-10-01,64895.0,0.3,26.9,1236538.0,0.7,1.0,36400.0,64510.0
396,Allos,2016-01-01,64008.0,0.3,24.8,1212846.0,0.7,1.0,60098.0,59232.0
397,Allos,2016-04-01,89154.0,0.3,24.5,1320604.0,1.1,1.7,41746.0,72142.0
398,Allos,2016-07-01,56088.0,0.3,24.2,1413841.0,0.7,0.9,33774.0,24579.0
399,Allos,2016-10-01,179841.0,0.3,23.6,1316783.0,2.5,3.7,49537.0,135361.0
400,Allos,2017-01-01,59446.0,0.3,21.4,1697373.0,0.7,1.0,27427.0,166315.0
401,Allos,2017-04-01,149044.0,0.3,20.6,1470395.0,2.0,2.9,35099.0,91083.0
402,Allos,2017-07-01,60380.0,0.4,27.3,2185722.0,0.7,1.1,43719.0,-225248.0
403,Allos,2017-10-01,115810.0,0.4,27.0,1937344.0,1.5,2.2,44552.0,96829.0
404,Allos,2018-01-01,66879.0,0.3,21.8,1843343.0,0.8,1.2,23713.0,184621.0
405,Allos,2018-04-01,162711.0,0.3,21.2,1413841.0,1.8,2.6,39977.0,101871.0
406,Allos,2018-07-01,68415.0,0.3,20.5,1500200.0,0.8,1.2,34018.0,30559.0
407,Allos,2018-10-01,264230.0,0.3,19.6,1969442.0,3.3,4.6,36413.0,104398.0
408,Allos,2019-01-01,71117.0,0.3,20.1,2193364.0,0.8,1.2,33469.0,-201484.0
409,Allos,2019-04-01,74250.0,0.2,20.2,2277430.0,0.9,1.3,-96731.0,56614.0
410,Allos,2019-07-01,-6880.0,0.3,0.0,9401798.0,-1.3,-2.1,224074.0,-518410.0
411,Allos,2019-10-01,218143.0,0.5,0.0,13325847.0,1.1,1.6,-50588.0,-632928.0
412,Allos,2020-01-01,208818.0,0.6,0.0,7069556.0,1.1,1.5,307262.0,86831.0
413,Allos,2020-04-01,116787.0,0.6,0.0,7579616.0,0.4,0.6,-19495.0,99106.0
414,Allos,2020-07-01,105898.0,0.6,0.0,6283335.0,0.3,0.4,56492.0,215217.0
415,Allos,2020-10-01,74205.0,0.6,0.0,7727019.0,0.1,0.2,141602.0,54163.0
416,Allos,2021-01-01,120283.0,0.6,26.0,7289940.0,0.5,0.7,78706.0,81680.0
417,Allos,2021-04-01,160526.0,0.5,25.2,7699352.0,0.6,0.9,-288414.0,271755.0
418,Allos,2021-07-01,160609.0,0.6,28.0,6023735.0,0.6,0.9,165793.0,-219721.0
419,Allos,2021-10-01,239779.0,0.6,0.0,5742242.0,1.2,1.7,259948.0,375960.0
420,Allos,2022-01-01,193347.0,0.7,0.0,6135552.0,0.6,0.9,129757.0,-552234.0
421,Allos,2022-04-01,161745.0,0.7,0.0,4254321.0,0.3,0.5,11474.0,516378.0
422,Allos,2022-07-01,208141.0,0.8,0.0,5288007.0,0.9,1.4,413896.0,-894862.0
423,Allos,2022-10-01,108438.0,0.8,0.0,4520050.0,0.1,0.1,290481.0,156321.0
424,Allos,2023-01-01,4873649.0,0.3,0.0,9920237.0,10.4,18.8,-1163644.0,2725647.0
425,Allos,2023-04-01,500802.0,0.3,0.0,13910683.0,0.6,1.1,295794.0,511241.0
426,Allos,2023-07-01,370447.0,0.3,0.0,12754832.0,0.2,0.3,406415.0,564920.0
427,Allos,2023-10-01,352284.0,0.3,0.0,14683506.0,1.0,1.7,1016713.0,131638.0
428,Allos,2024-01-01,436563.0,0.3,0.0,13058855.0,0.5,0.8,686141.0,1481901.0
429,Allos,2024-04-01,563933.0,0.4,0.0,11269750.0,1.3,2.3,1088902.0,-475552.0
430,Allos,2024-07-01,464901.0,0.5,0.0,11486610.0,0.5,0.9,368097.0,-1027684.0
431,Alpargatas,2014-01-01,150000.0,1.6,27.7,5146406.0,3.4,6.1,8450.0,11975.0
432,Alpargatas,2014-04-01,42653.0,1.6,21.4,5107290.0,0.7,1.2,28098.0,59789.0
433,Alpargatas,2014-07-01,77511.0,1.6,21.0,4666233.0,1.7,2.9,-72208.0,-19985.0
434,Alpargatas,2014-10-01,132580.0,1.5,24.5,3218072.0,2.5,4.3,-84571.0,-100560.0
435,Alpargatas,2015-01-01,147129.0,1.4,27.9,4418941.0,2.5,4.6,56843.0,162730.0
436,Alpargatas,2015-04-01,76056.0,1.4,24.7,3603636.0,1.1,2.0,87632.0,52059.0
437,Alpargatas,2015-07-01,132052.0,1.3,26.1,3087221.0,1.9,3.8,36523.0,112528.0
438,Alpargatas,2015-10-01,115179.0,1.3,34.8,3880414.0,1.3,2.6,109207.0,144712.0
439,Alpargatas,2016-01-01,188440.0,1.4,28.7,4110544.0,3.0,5.6,-20637.0,53204.0
440,Alpargatas,2016-04-01,112988.0,1.3,34.4,4802471.0,1.6,3.0,74743.0,-104137.0
441,Alpargatas,2016-07-01,128053.0,1.4,25.3,4676053.0,2.3,4.1,65838.0,18698.0
