,Nome,Data,EBITDA,LG,DE,GMV,ROA,ROE,FCLA,FCLF
7050,Mills,2017-01-01,-16228.0,1.2,47.6,648172.0,-2.6,-4.1,9030.0,-8833.0
7051,Mills,2017-04-01,-11849.0,1.2,41.9,632574.0,-2.6,-3.9,-7657.0,185336.0
7052,Mills,2017-07-01,5037.0,1.3,33.3,804149.0,-1.8,-2.6,27071.0,55118.0
7053,Mills,2017-10-01,-20200.0,1.3,35.4,714029.0,-3.3,-4.7,7950.0,12802.0
7054,Mills,2018-01-01,8210.0,1.3,38.0,561518.0,-2.6,-3.8,15938.0,13482.0
7055,Mills,2018-04-01,-5574.0,1.4,31.5,337951.0,-4.1,-5.7,10866.0,37573.0
7056,Mills,2018-07-01,-318.0,1.5,24.8,318887.0,-3.3,-4.5,-1735.0,21428.0
7057,Mills,2018-10-01,-2047.0,1.7,24.1,741758.0,1.2,1.6,12201.0,-8182.0
7058,Mills,2019-01-01,21804.0,1.5,32.4,831878.0,-0.9,-1.2,23474.0,19034.0
7059,Mills,2019-07-01,37093.0,2.2,13.7,1709678.0,-1.4,-1.7,5793.0,80920.0
7060,Mills,2019-10-01,39121.0,2.3,13.6,2608195.0,-0.2,-0.2,30447.0,3712.0
7061,Mills,2020-01-01,42636.0,2.1,22.0,965683.0,-0.1,-0.1,35851.0,-88846.0
7062,Mills,2020-04-01,24457.0,2.1,22.1,1351177.0,-0.9,-1.1,47322.0,-1143.0
7063,Mills,2020-07-01,40510.0,2.5,16.2,1411495.0,0.1,0.1,17641.0,20409.0
7064,Mills,2020-10-01,56266.0,2.3,24.0,1539130.0,0.5,0.7,39230.0,-57117.0
7065,Mills,2021-01-01,56139.0,2.4,23.4,1659270.0,0.5,0.7,32975.0,25129.0
7066,Mills,2021-04-01,62413.0,2.4,21.9,2176109.0,1.3,1.8,8900.0,56288.0
7067,Mills,2021-07-01,80403.0,2.5,20.3,1514328.0,2.2,2.9,44517.0,70424.0
7068,Mills,2021-10-01,92638.0,2.2,18.4,1555575.0,3.0,4.0,-83136.0,71054.0
7069,Mills,2022-01-01,104949.0,1.8,42.7,1851061.0,2.3,3.6,39139.0,-276630.0
7070,Mills,2022-04-01,111518.0,1.7,42.1,1401192.0,3.5,5.5,17890.0,91828.0
7071,Mills,2022-07-01,138708.0,1.4,46.4,2660917.0,3.3,5.4,-29337.0,170020.0
7072,Mills,2022-10-01,134668.0,1.1,78.4,2752424.0,1.8,3.8,-46374.0,-238603.0
7073,Mills,2023-01-01,161359.0,0.9,75.7,2333430.0,2.5,5.1,-228692.0,353728.0
7074,Mills,2023-04-01,164556.0,1.0,78.0,2721705.0,2.4,4.8,-74141.0,25932.0
7075,Mills,2023-07-01,174998.0,1.0,75.7,2926980.0,2.4,4.8,100403.0,132903.0
7076,Mills,2023-10-01,188787.0,1.0,68.3,3279570.0,3.0,5.5,33464.0,110036.0
7077,Mills,2024-01-01,169426.0,1.0,77.6,3262665.0,2.2,4.5,46232.0,20585.0
7078,Mills,2024-04-01,176117.0,0.8,112.2,2459496.0,2.0,4.8,-209242.0,22678.0
7079,Mills,2024-07-01,191787.0,0.7,112.7,2575056.0,2.0,4.8,56950.0,210792.0
7123,Minerva,2014-01-01,136284.0,0.7,646.3,1504901.0,1.4,12.9,-262748.0,119662.0
7124,Minerva,2014-04-01,178657.0,0.7,759.9,1652411.0,0.3,3.3,-21728.0,-395706.0
7125,Minerva,2014-07-01,177849.0,0.7,"1,195.6",1914650.0,-3.1,-49.6,99579.0,-545891.0
7126,Minerva,2014-10-01,160093.0,0.7,"1,108.3",1762200.0,-4.3,-64.9,173181.0,111479.0
7128,Minerva,2015-04-01,216482.0,0.7,"2,752.2",2204088.0,2.2,73.1,-168275.0,117216.0
7131,Minerva,2016-01-01,251565.0,0.7,"1,419.9",2148410.0,0.5,10.0,168045.0,-143441.0
7132,Minerva,2016-04-01,238521.0,0.7,942.5,2196977.0,1.1,14.5,143337.0,364487.0
7133,Minerva,2016-07-01,249288.0,0.7,"1,060.7",2276203.0,0.5,7.5,-221243.0,-906695.0
7134,Minerva,2016-10-01,227979.0,0.7,"1,307.8",2861706.0,0.1,2.4,312367.0,294813.0
7135,Minerva,2017-01-01,197586.0,0.7,"1,466.9",2221553.0,0.0,0.6,6795.0,298664.0
7136,Minerva,2017-04-01,277265.0,0.7,"2,301.7",2781193.0,-0.6,-15.3,-17528.0,-534689.0
7137,Minerva,2017-07-01,296287.0,0.6,"2,064.1",2491535.0,0.8,21.7,-576074.0,49662.0
7138,Minerva,2017-10-01,363423.0,0.6,"13,516.3",2369183.0,-2.6,-440.9,-209069.0,-955978.0
7147,Minerva,2020-01-01,374650.0,0.7,"2,021.9",3835320.0,1.7,46.8,1622454.0,-2116299.0
7148,Minerva,2020-04-01,577284.0,0.7,"1,462.0",6355767.0,1.5,30.2,661171.0,-404979.0
7149,Minerva,2020-07-01,540048.0,0.8,989.3,6401394.0,0.3,4.8,823543.0,-189800.0
7150,Minerva,2020-10-01,610453.0,0.7,"1,377.5",5325848.0,0.7,13.6,-259439.0,1578166.0
7151,Minerva,2021-01-01,474983.0,0.8,"1,163.4",5370999.0,1.4,25.6,976823.0,-698767.0
7152,Minerva,2021-04-01,538632.0,0.7,"2,754.9",4934064.0,0.7,27.6,414192.0,1613157.0
7153,Minerva,2021-07-01,638912.0,0.8,"2,866.3",5502893.0,0.4,15.0,217139.0,-2116397.0
7154,Minerva,2021-10-01,729677.0,0.7,"2,049.2",6186665.0,0.7,23.0,417986.0,685569.0
7155,Minerva,2022-01-01,645979.0,0.7,"2,244.2",7396354.0,0.7,21.8,667389.0,1968874.0
7156,Minerva,2022-04-01,778041.0,0.7,"1,732.2",7752735.0,2.2,57.4,-73336.0,-33001.0
7157,Minerva,2022-07-01,806233.0,0.7,"2,132.4",7326247.0,0.7,20.9,896358.0,-366409.0
7158,Minerva,2022-10-01,607507.0,0.7,"1,295.7",7580695.0,-0.1,-2.4,-13863.0,458004.0
7159,Minerva,2023-01-01,531881.0,0.7,"1,332.1",6165164.0,0.6,10.8,-379847.0,-159171.0
7160,Minerva,2023-04-01,711164.0,0.7,"1,533.7",6237691.0,0.6,13.3,391264.0,1458388.0
7161,Minerva,2023-07-01,713679.0,0.7,"1,746.2",4747217.0,0.5,12.7,-512054.0,-4315340.0
7162,Minerva,2023-10-01,605900.0,0.8,"3,268.4",4383401.0,0.1,3.0,714256.0,-1134409.0
7163,Minerva,2024-01-01,628881.0,0.8,"4,790.4",3960904.0,-0.6,-36.0,1173404.0,-2257140.0
7164,Minerva,2024-04-01,744570.0,0.8,"2,100.3",3919828.0,0.3,7.7,561699.0,-1616051.0
7165,Minerva,2024-07-01,813008.0,0.8,"1,923.9",3729987.0,0.3,7.0,1743006.0,1577225.0
7213,Mitre Realty,2020-01-01,-2747.0,4.2,8.4,1163523.0,-0.5,-0.7,8639.0,-878005.0
7214,Mitre Realty,2020-04-01,2993.0,4.6,6.6,1618355.0,0.8,1.0,-31324.0,44854.0
7215,Mitre Realty,2020-07-01,29504.0,4.2,5.4,1398343.0,1.8,2.3,-9405.0,35330.0
7216,Mitre Realty,2020-10-01,10556.0,4.2,4.5,1798172.0,1.7,2.2,-44725.0,30607.0
7217,Mitre Realty,2021-01-01,-534.0,3.9,4.0,1343340.0,-0.9,-1.2,-60767.0,40796.0
7218,Mitre Realty,2021-04-01,21551.0,3.6,5.9,1260836.0,1.6,2.2,-181470.0,117638.0
7219,Mitre Realty,2021-07-01,14204.0,2.9,9.5,844083.0,0.4,0.5,-154709.0,-25216.0
7220,Mitre Realty,2021-10-01,10294.0,2.6,10.7,885335.0,0.8,1.3,-126356.0,-83699.0
7221,Mitre Realty,2022-01-01,15950.0,2.6,13.4,653688.0,0.5,0.8,-66678.0,-56045.0
7222,Mitre Realty,2022-04-01,11988.0,2.2,28.3,437908.0,0.3,0.6,-104723.0,-863.0
7223,Mitre Realty,2022-07-01,7310.0,1.9,47.1,555318.0,0.6,1.3,-107446.0,-75006.0
7224,Mitre Realty,2022-10-01,19405.0,1.9,49.7,383963.0,0.5,1.0,-92330.0,21283.0
7225,Mitre Realty,2023-01-01,23755.0,1.9,52.5,363865.0,0.9,1.9,-16422.0,-92521.0
7226,Mitre Realty,2023-04-01,47640.0,1.9,54.7,738308.0,2.6,5.3,-80375.0,-57625.0
7227,Mitre Realty,2023-07-01,13152.0,1.8,61.4,492911.0,0.1,0.3,5189.0,50027.0
7228,Mitre Realty,2023-10-01,27781.0,1.8,64.0,651573.0,0.8,1.7,582.0,101553.0
7229,Mitre Realty,2024-01-01,7678.0,1.9,58.4,539452.0,0.1,0.2,53706.0,47688.0
7230,Mitre Realty,2024-04-01,25681.0,1.9,56.8,369154.0,0.9,1.8,68013.0,-70835.0
7231,Mitre Realty,2024-07-01,26030.0,1.9,61.7,375501.0,1.0,2.1,-37922.0,73582.0
7232,Mitre Realty,2024-10-01,35151.0,1.8,60.1,306747.0,1.2,2.6,32315.0,234545.0
7233,Mobly,2022-04-01,6491.0,2.0,30.7,248122.0,-3.1,-4.7,-16932.0,21081.0
7234,Mobly,2022-07-01,-3868.0,1.9,30.7,279004.0,-2.2,-3.4,13417.0,30079.0
7235,Mobly,2022-10-01,4437.0,1.8,31.7,319470.0,-1.9,-3.0,7073.0,2011.0
7236,Mobly,2023-01-01,871.0,1.9,33.0,203396.0,-2.6,-4.2,-37731.0,22387.0
7237,Mobly,2023-04-01,-5062.0,1.9,34.4,482400.0,-2.1,-3.3,-38755.0,6954.0
7238,Mobly,2023-07-01,-6244.0,1.9,36.6,411051.0,-3.1,-4.9,-35712.0,46263.0
7239,Mobly,2023-10-01,-8412.0,1.7,7.7,216175.0,-2.6,-4.5,10814.0,10492.0
7240,Mobly,2024-01-01,-2196.0,1.7,38.0,228951.0,-2.8,-4.7,-29379.0,6356.0
7241,Mobly,2024-04-01,54.0,1.8,6.7,231081.0,-2.1,-3.5,4602.0,37088.0
7242,Mobly,2024-07-01,-7.0,1.8,3.9,289650.0,-3.4,-5.4,-69222.0,23967.0
7243,Mont Aranha,2014-01-01,119663.0,3.7,0.0,1961998.0,8.7,9.5,36954.0,120815.0
7245,Mont Aranha,2014-07-01,12983.0,4.8,0.0,1653885.0,1.4,1.4,129640.0,93910.0
7246,Mont Aranha,2014-10-01,18675.0,4.9,0.0,1421484.0,1.2,1.3,-147977.0,-101146.0
7247,Mont Aranha,2015-01-01,-15844.0,4.4,0.0,1592630.0,0.8,0.9,22877.0,2716.0
7248,Mont Aranha,2015-04-01,14225.0,3.8,1.6,1592630.0,1.4,1.5,-13638.0,15485.0
7249,Mont Aranha,2015-07-01,-78431.0,3.2,1.7,1588358.0,-1.3,-1.4,65362.0,-62360.0
7252,Mont Aranha,2016-04-01,106142.0,2.0,2.1,1715140.0,5.6,6.7,-20468.0,117442.0
7253,Mont Aranha,2016-07-01,41666.0,2.1,2.5,1715263.0,1.6,1.9,-9286.0,65019.0
7254,Mont Aranha,2016-10-01,71636.0,2.3,3.4,1898905.0,4.5,5.4,44451.0,-46500.0
7255,Mont Aranha,2017-01-01,55689.0,2.1,3.9,2072670.0,3.6,4.4,42906.0,54050.0
7256,Mont Aranha,2017-04-01,528.0,2.1,4.5,1751395.0,1.1,1.4,12858.0,6462.0
7257,Mont Aranha,2017-07-01,73401.0,2.1,4.4,1732291.0,3.5,4.3,36643.0,86720.0
7258,Mont Aranha,2018-01-01,954.0,1.9,4.8,2156176.0,-0.6,-0.7,26105.0,58636.0
7259,Mont Aranha,2018-04-01,-60301.0,2.0,5.0,1923407.0,-0.6,-0.7,-30846.0,-64715.0
7260,Mont Aranha,2018-07-01,11619.0,1.7,5.1,1960160.0,1.9,2.5,-76459.0,47967.0
7261,Mont Aranha,2018-10-01,68724.0,1.5,13.6,2039828.0,2.2,3.0,-1260.0,-42103.0
7262,Mont Aranha,2019-01-01,-12648.0,1.4,13.8,2082708.0,0.8,1.2,59228.0,21727.0
7263,Mont Aranha,2019-04-01,3370.0,1.4,14.1,2107210.0,1.1,1.5,-108400.0,52419.0
7265,Mont Aranha,2019-10-01,31309.0,1.1,33.2,2082708.0,1.8,2.9,-169813.0,-72759.0
7266,Mont Aranha,2020-01-01,-220595.0,1.3,41.5,1776427.0,-8.5,-13.9,143292.0,-174133.0
7267,Mont Aranha,2020-04-01,24646.0,1.2,34.5,1837683.0,-0.9,-1.5,-108746.0,70076.0
7268,Mont Aranha,2020-07-01,32536.0,1.3,30.8,2548254.0,2.4,4.0,-40690.0,-20339.0
7269,Mont Aranha,2020-10-01,134619.0,1.2,41.3,2756402.0,5.9,10.0,-144326.0,7153.0
7270,Mont Aranha,2021-01-01,57524.0,1.1,42.5,3074811.0,5.8,10.0,-35068.0,61066.0
7271,Mont Aranha,2021-04-01,511253.0,0.9,27.9,3736622.0,19.0,29.2,18121.0,423798.0
7272,Mont Aranha,2021-07-01,-92590.0,0.9,30.9,5353784.0,0.2,0.3,-23899.0,-61079.0
7273,Mont Aranha,2021-10-01,33314.0,0.7,98.1,4839232.0,3.2,7.5,7237.0,-167403.0
7274,Mont Aranha,2022-01-01,56651.0,0.7,100.3,5513049.0,0.1,0.2,182414.0,273444.0
7275,Mont Aranha,2022-04-01,-45474.0,0.8,103.7,5696695.0,-1.0,-2.5,92483.0,-23571.0
7276,Mont Aranha,2022-07-01,94522.0,0.7,108.0,5941842.0,2.7,6.7,-128746.0,128287.0
7277,Mont Aranha,2022-10-01,211464.0,0.8,94.3,5849590.0,8.6,19.1,-71626.0,-15862.0
7278,Mont Aranha,2023-01-01,64301.0,0.8,94.6,5255774.0,1.5,3.5,-6700.0,36054.0
7279,Mont Aranha,2023-04-01,802868.0,0.9,56.4,5151761.0,18.2,34.8,333536.0,611920.0
7280,Mont Aranha,2023-07-01,89577.0,1.0,71.2,4753474.0,3.4,7.3,348462.0,10954.0
7281,Mont Aranha,2023-10-01,179193.0,1.1,44.1,4872648.0,6.5,12.5,283869.0,630257.0
7282,Mont Aranha,2024-01-01,97833.0,1.3,42.3,4851484.0,2.7,5.2,241910.0,93611.0
7285,Mont Aranha,2024-10-01,-27614.0,1.4,49.8,4890488.0,2.6,4.8,-118067.0,-120451.0
7310,Moura Dubeux,2020-01-01,-6937.0,1.7,21.4,524740.0,-1.5,-3.0,-8990.0,-794374.0
7311,Moura Dubeux,2020-04-01,-97720.0,1.6,23.1,632575.0,-4.5,-9.7,-8341.0,81533.0
7312,Moura Dubeux,2020-07-01,25777.0,1.6,16.8,831263.0,0.7,1.5,81683.0,60711.0
7313,Moura Dubeux,2020-10-01,11028.0,1.6,12.6,984949.0,0.4,0.9,38986.0,67912.0
7314,Moura Dubeux,2021-01-01,14658.0,1.6,13.2,737862.0,0.8,1.8,27832.0,3235.0
7315,Moura Dubeux,2021-04-01,17822.0,1.5,12.2,854718.0,1.1,2.5,27995.0,-63177.0
7316,Moura Dubeux,2021-07-01,19661.0,1.5,12.8,600196.0,1.1,2.5,26586.0,23027.0
7317,Moura Dubeux,2021-10-01,14277.0,1.4,11.7,486001.0,0.5,1.3,15608.0,-28026.0
7318,Moura Dubeux,2022-01-01,22047.0,1.5,7.3,555073.0,0.9,2.1,24048.0,8333.0
7319,Moura Dubeux,2022-04-01,29865.0,1.5,6.8,428826.0,1.2,2.7,12961.0,-21902.0
7320,Moura Dubeux,2022-07-01,25186.0,1.5,9.0,547467.0,1.4,3.5,14804.0,2141.0
7321,Moura Dubeux,2022-10-01,15438.0,1.5,10.6,483648.0,0.4,0.9,5879.0,-63836.0
7322,Moura Dubeux,2023-01-01,35991.0,1.5,12.2,415244.0,1.0,2.5,-13105.0,-27808.0
7323,Moura Dubeux,2023-04-01,55619.0,1.5,15.4,764419.0,1.5,3.6,-52710.0,29465.0
7324,Moura Dubeux,2023-07-01,49138.0,1.5,18.6,900374.0,1.4,3.5,-51699.0,16148.0
7325,Moura Dubeux,2023-10-01,38749.0,1.5,25.3,1116464.0,1.0,2.5,-60923.0,-51323.0
7326,Moura Dubeux,2024-01-01,46497.0,1.5,25.6,1067048.0,1.2,3.1,-72875.0,-21886.0
7327,Moura Dubeux,2024-04-01,82131.0,1.5,22.5,935070.0,2.1,5.1,14555.0,-47442.0
7328,Moura Dubeux,2024-07-01,85301.0,1.5,31.0,1191699.0,2.2,5.7,17328.0,-164760.0
7337,Movida,2017-01-01,85308.0,0.5,98.3,1778385.0,0.6,1.7,-384413.0,-534245.0
7338,Movida,2017-04-01,71615.0,0.5,110.6,2134916.0,0.3,0.9,-43760.0,113643.0
7339,Movida,2017-07-01,84277.0,0.5,154.0,1789059.0,0.4,1.2,-527795.0,89328.0
7340,Movida,2017-10-01,85647.0,0.4,144.8,1505116.0,0.5,1.5,-82589.0,76896.0
7341,Movida,2018-01-01,102295.0,0.4,133.0,1539274.0,0.7,2.1,-139214.0,248355.0
7342,Movida,2018-04-01,118299.0,0.5,152.3,1140166.0,0.8,2.6,-624221.0,-684140.0
7343,Movida,2018-07-01,119486.0,0.4,126.0,1251061.0,0.9,2.5,-209652.0,24315.0
7344,Movida,2018-10-01,141645.0,0.4,136.6,2256361.0,1.0,3.1,-96163.0,466116.0
7345,Movida,2019-01-01,149551.0,0.4,150.2,2846688.0,0.7,2.5,-214480.0,320680.0
7346,Movida,2019-04-01,154917.0,0.5,193.4,3890585.0,0.6,2.4,-541078.0,-251219.0
7347,Movida,2019-07-01,191823.0,0.5,148.6,4585039.0,0.8,2.7,-624353.0,-48518.0
7348,Movida,2019-10-01,250267.0,0.4,136.6,5686112.0,1.2,3.7,155349.0,557833.0
7349,Movida,2020-01-01,-20592.0,0.4,150.0,2404398.0,-1.6,-5.2,80753.0,16286.0
7350,Movida,2020-04-01,151321.0,0.5,170.6,3914583.0,0.0,0.1,-393233.0,-634550.0
7351,Movida,2020-07-01,213172.0,0.5,171.7,4840191.0,0.5,1.7,-6064.0,599003.0
7352,Movida,2020-10-01,373280.0,0.4,186.8,6146983.0,2.2,7.8,-392000.0,334524.0
7353,Movida,2021-01-01,304502.0,0.6,385.6,4985996.0,0.8,4.7,-3356089.0,-1863339.0
7354,Movida,2021-04-01,388464.0,0.6,362.2,5866589.0,1.2,6.8,1175223.0,-2084743.0
7355,Movida,2021-07-01,613408.0,0.6,440.2,6189560.0,1.3,8.2,-1415839.0,-2380820.0
7356,Movida,2021-10-01,776611.0,0.5,449.6,5701561.0,1.3,8.4,-4798109.0,2256103.0
7357,Movida,2022-01-01,863122.0,0.4,428.2,6312164.0,1.2,8.0,739110.0,1711728.0
7358,Movida,2022-04-01,905633.0,0.4,554.7,4715151.0,0.8,6.5,-691584.0,1276843.0
7359,Movida,2022-07-01,924040.0,0.5,707.3,4474362.0,0.4,3.4,-3818343.0,-2079561.0
7360,Movida,2022-10-01,858388.0,0.4,640.2,2762998.0,0.1,0.6,-915492.0,3157574.0
7361,Movida,2023-01-01,875342.0,0.4,539.6,2925740.0,0.1,0.7,2451481.0,1419453.0
7362,Movida,2023-04-01,889992.0,0.3,454.8,3786908.0,-0.1,-0.6,2092096.0,1444974.0
7363,Movida,2023-07-01,867927.0,0.3,451.7,4272251.0,-0.3,-2.2,819695.0,1752235.0
7364,Movida,2023-10-01,865987.0,0.3,606.6,4254007.0,-2.3,-23.3,-2408118.0,3751580.0
7365,Movida,2024-01-01,1059446.0,0.3,643.9,3041126.0,0.2,1.9,-909013.0,226473.0
7366,Movida,2024-04-01,1149358.0,0.3,716.2,2161557.0,0.2,1.7,-898902.0,-230779.0
7367,Movida,2024-07-01,1247476.0,0.3,709.8,2208068.0,0.3,2.9,-581372.0,751177.0
7379,Mrs Logist,2016-10-01,312486.0,0.3,85.7,1615000.0,0.7,1.6,173043.0,367623.0
7384,Mrs Logist,2018-01-01,330867.0,0.3,69.5,3270800.0,1.2,2.4,-49182.0,177280.0
7388,Mrs Logist,2019-01-01,484292.0,0.2,62.8,2358600.0,1.2,2.9,122287.0,245433.0
7389,Mrs Logist,2019-04-01,473105.0,0.3,77.0,3035035.0,1.1,2.9,50528.0,-275512.0
7391,Mrs Logist,2019-10-01,409166.0,0.4,74.7,6800000.0,0.8,2.1,29847.0,650939.0
7393,Mrs Logist,2020-04-01,496864.0,0.4,75.7,11390000.0,1.4,3.5,271949.0,-31939.0
7394,Mrs Logist,2020-07-01,552706.0,0.4,73.6,11560000.0,1.4,3.5,119921.0,82662.0
7395,Mrs Logist,2020-10-01,679959.0,0.4,69.3,12240000.0,2.0,5.3,342799.0,692615.0
7397,Mrs Logist,2021-04-01,838564.0,0.4,52.3,13600000.0,3.8,8.7,325996.0,699801.0
7399,Mrs Logist,2021-10-01,500853.0,0.4,89.1,13940022.0,0.5,1.4,-166206.0,46208.0
7400,Mrs Logist,2022-01-01,553974.0,0.4,81.0,11220000.0,0.8,2.0,19864.0,280716.0
7401,Mrs Logist,2022-04-01,770291.0,0.4,77.4,9540400.0,1.6,4.0,191913.0,715128.0
7402,Mrs Logist,2022-07-01,811983.0,0.4,82.0,7410409.0,2.2,5.9,64765.0,-214635.0
7403,Mrs Logist,2022-10-01,708660.0,0.3,78.6,7758324.0,1.7,4.4,-242497.0,543822.0
7406,Mrs Logist,2023-07-01,1027130.0,0.4,72.9,8569321.0,2.8,6.7,590681.0,125.0
7407,Mrs Logist,2023-10-01,896038.0,0.5,107.7,8178333.0,1.6,4.6,115010.0,-1661347.0
7408,Mrs Logist,2024-01-01,894097.0,0.4,99.5,8931024.0,1.8,4.7,141581.0,326868.0
7409,Mrs Logist,2024-04-01,940883.0,0.4,85.0,10272625.0,2.0,5.0,232369.0,348878.0
7410,Mrs Logist,2024-07-01,978463.0,0.4,79.6,9871185.0,2.5,6.1,-140614.0,210526.0
7413,Multilaser,2021-07-01,241161.0,2.0,27.7,6086729.0,3.0,5.8,-219583.0,-1763331.0
7414,Multilaser,2021-10-01,153477.0,2.4,24.9,6785605.0,2.3,3.8,-124713.0,613338.0
7415,Multilaser,2022-01-01,127961.0,2.7,17.9,4726306.0,2.7,4.1,-452727.0,-41829.0
7416,Multilaser,2022-04-01,143159.0,2.7,15.7,3218083.0,0.9,1.3,-7605.0,189457.0
7417,Multilaser,2022-07-01,123832.0,2.4,22.5,4258272.0,1.0,1.6,-210118.0,-246665.0
7418,Multilaser,2022-10-01,-150409.0,2.2,29.9,3274606.0,-3.0,-5.1,-126774.0,372742.0
7419,Multilaser,2023-01-01,-295347.0,2.1,34.8,1113327.0,-5.2,-9.2,146296.0,-410733.0
7420,Multilaser,2023-04-01,37047.0,2.1,29.3,2023492.0,0.7,1.2,176223.0,-95529.0
7421,Multilaser,2023-07-01,-116264.0,2.3,26.5,2242907.0,-3.6,-6.0,231933.0,386556.0
7422,Multilaser,2023-10-01,-283959.0,2.2,25.5,1698433.0,-6.0,-10.1,233961.0,113055.0
7423,Multilaser,2024-01-01,-27264.0,2.2,21.6,1990986.0,-1.3,-2.2,81304.0,169632.0
7424,Multilaser,2024-04-01,29766.0,2.2,22.9,1593459.0,-1.0,-1.7,94851.0,131921.0
7425,Multilaser,2024-07-01,4151.0,2.2,20.2,1308009.0,0.0,0.0,-134525.0,73406.0
7426,Multiplan,2014-01-01,195117.0,0.5,52.2,9075725.0,1.3,2.1,64493.0,43555.0
7427,Multiplan,2014-04-01,186308.0,0.5,51.0,9637901.0,1.5,2.4,8193.0,107284.0
7428,Multiplan,2014-07-01,183645.0,0.5,48.5,9444966.0,1.1,1.7,88316.0,217348.0
7429,Multiplan,2014-10-01,222053.0,0.5,52.1,8939928.0,1.9,3.1,95002.0,-174386.0
7430,Multiplan,2015-01-01,191642.0,0.5,50.2,10565062.0,1.0,1.7,148677.0,72417.0
7431,Multiplan,2015-04-01,183824.0,0.4,49.3,9045820.0,1.4,2.3,51439.0,309091.0
7432,Multiplan,2015-07-01,179937.0,0.4,48.3,7963614.0,0.9,1.4,116401.0,306227.0
7433,Multiplan,2015-10-01,225997.0,0.5,51.9,7137202.0,2.0,3.3,117630.0,-208221.0
7434,Multiplan,2016-01-01,196874.0,0.5,51.4,10093070.0,1.0,1.6,126163.0,50045.0
7435,Multiplan,2016-04-01,193440.0,0.5,51.0,11339850.0,1.4,2.3,48857.0,65099.0
7436,Multiplan,2016-07-01,182605.0,0.5,57.8,11924788.0,0.8,1.3,55227.0,-297553.0
7437,Multiplan,2016-10-01,237879.0,0.4,64.7,11204799.0,1.1,1.9,-482671.0,-67318.0
7438,Multiplan,2017-01-01,185429.0,0.6,56.5,13198441.0,0.6,1.1,111497.0,-503731.0
7439,Multiplan,2017-04-01,210457.0,0.5,55.7,13021777.0,1.2,2.0,87539.0,106544.0
7440,Multiplan,2017-07-01,179362.0,0.5,56.2,14625738.0,0.9,1.5,89695.0,-32815.0
7441,Multiplan,2017-10-01,242805.0,0.5,52.6,14141073.0,1.6,2.6,45103.0,231723.0
7442,Multiplan,2018-01-01,230835.0,0.5,51.5,13676411.0,1.1,1.8,100068.0,38669.0
7443,Multiplan,2018-04-01,255083.0,0.5,56.3,11322045.0,1.6,2.7,79070.0,-152645.0
7444,Multiplan,2018-07-01,225331.0,0.5,54.3,11121170.0,1.3,2.2,164983.0,160366.0
7445,Multiplan,2018-10-01,227933.0,0.6,52.6,14379793.0,1.3,2.1,134578.0,307967.0
7446,Multiplan,2019-01-01,229054.0,0.6,51.7,13906297.0,1.0,1.7,197758.0,42033.0
7447,Multiplan,2019-04-01,212504.0,0.5,56.9,16543102.0,1.2,2.1,-239347.0,-250063.0
7448,Multiplan,2019-07-01,233510.0,0.5,56.0,17201927.0,1.3,2.2,136083.0,106877.0
7449,Multiplan,2019-10-01,249938.0,0.5,55.5,19653156.0,1.5,2.5,67397.0,156670.0
7450,Multiplan,2020-01-01,342905.0,0.5,57.6,11409267.0,1.7,3.1,1563.0,38805.0
7451,Multiplan,2020-04-01,179865.0,0.5,59.9,12258384.0,0.7,1.2,-187035.0,-390348.0
7452,Multiplan,2020-07-01,700770.0,0.7,55.1,11590831.0,5.1,8.9,819868.0,398686.0
7453,Multiplan,2020-10-01,144695.0,0.6,50.1,13963597.0,1.4,2.4,74324.0,682052.0
7454,Multiplan,2021-01-01,130181.0,0.6,49.6,14524726.0,0.4,0.7,-8736.0,225979.0
7455,Multiplan,2021-04-01,184868.0,0.6,49.7,13937569.0,0.9,1.5,-75139.0,-420638.0
7456,Multiplan,2021-07-01,213647.0,0.6,49.2,11274831.0,0.9,1.5,111560.0,56072.0
7457,Multiplan,2021-10-01,283874.0,0.6,47.5,11069150.0,2.0,3.4,88796.0,520756.0
7458,Multiplan,2022-01-01,293953.0,0.6,47.0,14394308.0,1.6,2.6,235844.0,92370.0
7459,Multiplan,2022-04-01,286479.0,0.6,46.2,12874833.0,1.6,2.7,222682.0,570361.0
7460,Multiplan,2022-07-01,321401.0,0.6,46.4,14159185.0,1.7,2.8,238833.0,123988.0
7461,Multiplan,2022-10-01,373420.0,0.6,45.0,12817675.0,2.2,3.6,237470.0,-151091.0
7462,Multiplan,2023-01-01,356893.0,0.6,44.5,14421348.0,1.9,3.1,182755.0,174313.0
7463,Multiplan,2023-04-01,367463.0,0.6,38.6,16167082.0,2.3,3.6,152562.0,451916.0
7464,Multiplan,2023-07-01,389109.0,0.6,38.2,14305133.0,2.4,3.8,226306.0,153934.0
7465,Multiplan,2023-10-01,415055.0,0.6,45.7,16541780.0,2.6,4.4,121195.0,-317441.0
7466,Multiplan,2024-01-01,390822.0,0.6,44.4,14875028.0,2.3,3.8,155390.0,69001.0
7467,Multiplan,2024-04-01,389599.0,0.6,43.5,13021943.0,2.4,3.9,153064.0,269502.0
7468,Multiplan,2024-07-01,401117.0,0.6,49.1,14819639.0,2.3,3.8,86165.0,-316155.0
7469,Multiplan,2024-10-01,666498.0,0.5,96.2,10101337.0,4.1,9.1,290821.0,366089.0
