,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
176,Even,0.000806697060647832,0.0008541666677079475,0.0009645818443491878,0.0007813814322193336,0.0008541672635483116
177,Evora,0.0013099715682951903,0.0011600639907797805,0.0014236356044633938,0.000979605971231717,0.0011600655930641853
178,Excelsior,1.9087291698574053e-05,1.727894198530149e-05,2.6768111773250095e-05,1.5065604636197783e-05,1.7280512265430166e-05
179,Eztec,0.0012028225198047991,0.0011230068701541314,0.0013905819542322764,0.000889566650577971,0.0011230069285820398
180,F Cataguazes,0.0006678302589155588,0.0005779420323122295,0.0008015056029808925,0.000512928406221196,0.0005779421186442931
181,Fer Heringer,0.001029818708171638,0.0009866062882388428,0.0011541696136583796,0.0007942353574493078,0.000986607364076123
182,Ferbasa,0.0005052259505568033,0.0004761897824556458,0.0007461443289392953,0.00041014664218115045,0.0004761895846146954
183,Fibria,0.0029955366454805215,0.004913116906459706,0.008583791987160102,0.0035195432077578586,0.004913117062560484
184,Fica,9.725849923486822e-05,9.400882883330356e-05,0.00012775864771888767,8.450943892701805e-05,9.401029148055383e-05
185,Fictoralimen,1.5435632524893442e-05,1.5008791042894192e-05,2.5299428734653126e-05,1.4917032146879698e-05,1.501082295569062e-05
186,Fleury,0.0025827433714602113,0.002515964364828845,0.002947029454325838,0.0020548035943677447,0.0025159634243422436
187,Flex S/A,7.722807434192807e-05,7.122101790810451e-05,8.8619177997379e-05,7.087130631789247e-05,7.122422712309193e-05
188,Focus ON,0.0008166736432171566,0.0008092053002783815,0.00272103876507343,0.0008021357472119678,0.0008092166690382981
189,Fornodeminas,5.737757193237841e-05,5.222881854060934e-05,7.901451008863217e-05,5.2259723939499346e-05,5.2221402092329105e-05
190,Fras-Le,0.0007885970305042913,0.0006706058319406828,0.0007756417366735665,0.0005282612963343136,0.0006706078135607456
191,Futuretel,1.8999034790442593e-05,1.7936401564918605e-05,2.801804968583069e-05,1.7724107646682375e-05,1.7936595539389568e-05
192,GP Invest,0.00651138783711726,0.0059420988099615395,0.007156376415410723,0.006262457678756553,0.005942096915302622
193,Gafisa,0.0011793791351663873,0.0012525646420081808,0.0012638182116932273,0.0009738276522368351,0.0012525642417964607
194,Gama Part,2.5009353709335707e-06,2.3726720314048615e-06,4.281780488469425e-06,2.408468446059796e-06,2.373235972264856e-06
195,Generalshopp,0.0018908699506265101,0.0016851809477950648,0.0019282679902832983,0.001725192484506808,0.0016851807210628534
196,Ger Paranap,0.0012276429904470405,0.0014968767620445306,0.0019792482877355913,0.001201339290726881,0.0014968778000915275
197,Gerdau,0.007992558394753688,0.01330297388809378,0.015219390940942582,0.011372700176674926,0.013302972423642744
198,Gerdau Met,0.007542309929608041,0.01404909621517085,0.014973723964192841,0.011118733967470916,0.014049094926337274
199,Gol,0.0021883418690808207,0.002596337402221861,0.003260747800349978,0.0025733510034980684,0.002596339680898853
200,Gps,0.0033194203414964045,0.0033148826456353346,0.0037048921398837673,0.0032848396894493664,0.003314885704231358
201,Granja Faria,0.0007029558133224145,0.0007029528307760935,0.00039776308773642466,0.0006575865331208131,0.0007029558133223035
202,Grazziotin,0.0001178836919889602,0.00010872974103269829,0.00017855767247032696,8.212153380937564e-05,0.00010872982225473962
203,Grendene,0.0009237645592333596,0.0009259795629311478,0.001081480602984241,0.0006788736669900229,0.0009259778327054139
204,Grucai,1.1390614375422065e-07,9.802329566870668e-08,8.856549265804714e-06,8.970743075758032e-08,9.481822406499444e-08
205,Grupo Mateus,0.002438606943016661,0.0023260570756468996,0.0027182321406444875,0.0023271754232322616,0.0023260595123823368
206,Grupo Natura,0.01874876075945067,0.021824219225736605,0.026571887445621865,0.021489541112651923,0.021824221084610698
207,Grupo Sbf,0.0014440104409144032,0.0012969927208357106,0.001974448260229743,0.001259444906582895,0.0012969908993652128
208,Grupo Soma,0.010109136532050275,0.009644288721354975,0.012160074998308592,0.009507283621621811,0.009644293049497184
209,Grupo Toky,0.001724053909585224,0.0017369320091850506,0.0018138924892314894,0.0017359613664177842,0.001736934944239105
210,Gtd Partic,2.4456269730010087e-05,2.4449832929092427e-05,2.4439569537557064e-05,2.4445253027015458e-05,2.4446791315408005e-05
211,Guararapes,0.0019856022066449585,0.001999668144223959,0.0025048854176140923,0.001622259342134481,0.00199966704289594
212,Habitasul,0.00011906349921724223,0.00011848590902732065,0.00014700346404473297,0.00012000817641012345,0.00011848293534083944
213,Hapvida,0.051784488863837325,0.053947717696236956,0.09246353659692116,0.05720608572427974,0.053947712596386914
214,Hbr Realty,0.0005617159300049188,0.00046006216124367804,0.0009611058074121904,0.00040354603042823324,0.0004600659705895382
215,Helbor,0.0014430357266072443,0.0013859918030478299,0.001573595342275847,0.0010309390380088504,0.0013859906761936414
216,Hidrovias,0.0014844669834767007,0.0015782215487848742,0.0018708667319486602,0.0011766753609797247,0.0015782218011712033
217,Hmobi S/A,0.0015820935277309598,0.0016793115227584957,0.0016367442238288466,0.0016420605716113848,0.0016793149595849793
218,Hypera,0.0031080975750020583,0.00410895813717475,0.004075689625552473,0.0031644662061529032,0.004108959182804875
219,Ienergia,0.0001817759719950869,0.0002605808514913588,5.564546721037799e-05,0.0003175673079903639,0.0002605738416874665
220,Igua SA,0.006234123565643386,0.0064334528618814795,0.011289346231635891,0.005991798899412758,0.006433449553805644
221,Iguacu Cafe,0.0001825711191508984,0.00017996919135300423,0.0003233035114592571,0.00019749858368376224,0.00017996622562911984
222,Iguatemi,0.0012010499769308917,0.0014266731930620126,0.0020101832996680816,0.0010017008696092062,0.0014266729367851773
223,Iguatemi SA,0.004931587776820336,0.00538379981048774,0.007762156529258221,0.005250375331773434,0.0053837979004099906
224,Ihpardini,0.0005913197609568227,0.0005265538647096819,0.0007108500751206075,0.0004522046606345751,0.0005265554488315419
225,Imc Holdings,0.00020708028603452314,0.0002463578970009322,0.00024879884183488473,0.0002556366614758605,0.00024636373011906654
226,Inc SA,0.00042641355440777587,0.000424820150450573,0.0005765630212877679,0.00038513555681362623,0.0004248201230303954
227,Ind Cataguas,5.9379524716806845e-05,5.4325082155168884e-05,5.832970142662699e-05,3.666630595171435e-05,5.432486309720356e-05
228,Inepar,0.0011099959658505119,0.0010768106883428117,0.0011168274064849138,0.0010235660134936982,0.0010768056243356655
229,Infracomm,0.0007371348331299021,0.0006341745163470237,0.0009595436628948836,0.0006346852513337276,0.0006341707405732896
230,Intelbras,0.000811593556062266,0.0008098017148413724,0.0013798545569503175,0.0007767926455752826,0.0008098015800887954
231,Intermedica,0.005628113925630326,0.005533690862074891,0.007651114386466913,0.005474600069397557,0.005533690668374399
