Nome,Data,FCLA
Dexxos Par,2017-10-01,-24197.0
Dexxos Par,2018-01-01,12638.0
Dexxos Par,2018-04-01,-17500.0
Dexxos Par,2018-07-01,5129.0
Dexxos Par,2018-10-01,3779.0
Dexxos Par,2019-01-01,-3023.0
Dexxos Par,2019-04-01,-979.0
Dexxos Par,2019-07-01,10905.0
Dexxos Par,2019-10-01,-12370.0
Dexxos Par,2020-01-01,14418.0
Dexxos Par,2020-04-01,64755.0
Dexxos Par,2020-07-01,13979.0
Dexxos Par,2020-10-01,21762.0
Dexxos Par,2021-01-01,-16481.0
Dexxos Par,2021-04-01,-49116.0
Dexxos Par,2021-07-01,25098.0
Dexxos Par,2021-10-01,-59461.0
Dexxos Par,2022-01-01,70980.0
Dexxos Par,2022-04-01,-307.0
Dexxos Par,2022-07-01,83932.0
Dexxos Par,2022-10-01,61808.0
Dexxos Par,2023-01-01,74019.0
Dexxos Par,2023-04-01,111031.0
Dexxos Par,2023-07-01,90635.0
Dexxos Par,2023-10-01,50977.0
Dexxos Par,2024-01-01,-1910.0
Dexxos Par,2024-04-01,37592.0
Dexxos Par,2024-07-01,-7201.0
Dimed,2014-01-01,-16786.0
Dimed,2014-04-01,-30734.0
Dimed,2014-07-01,10356.0
Dimed,2014-10-01,4343.0
Dimed,2015-01-01,-8443.0
Dimed,2015-04-01,9876.0
Dimed,2015-07-01,16649.0
Dimed,2015-10-01,22505.0
Dimed,2016-01-01,-303.0
Dimed,2016-04-01,24670.0
Dimed,2016-07-01,11709.0
Dimed,2016-10-01,27893.0
Dimed,2017-01-01,-1827.0
Dimed,2017-04-01,-14677.0
Dimed,2017-07-01,21602.0
Dimed,2017-10-01,-7460.0
Dimed,2018-01-01,-26471.0
Dimed,2018-04-01,11012.0
Dimed,2018-07-01,2615.0
Dimed,2018-10-01,63776.0
Dimed,2019-01-01,-23305.0
Dimed,2019-04-01,22396.0
Dimed,2019-07-01,26514.0
Dimed,2019-10-01,-23550.0
Dimed,2020-01-01,-7203.0
Dimed,2020-04-01,-35074.0
Dimed,2020-07-01,74694.0
Dimed,2020-10-01,13769.0
Dimed,2021-01-01,-94752.0
Dimed,2021-04-01,-51557.0
Dimed,2021-07-01,76659.0
Dimed,2021-10-01,65248.0
Dimed,2022-01-01,-74922.0
Dimed,2022-04-01,-46306.0
Dimed,2022-07-01,72887.0
Dimed,2022-10-01,72184.0
Dimed,2023-01-01,-29791.0
Dimed,2023-04-01,60070.0
Dimed,2023-07-01,41615.0
Dimed,2023-10-01,85285.0
Dimed,2024-01-01,-8654.0
Dimed,2024-04-01,71513.0
Dimed,2024-07-01,-23565.0
Direcional,2014-01-01,132893.0
Direcional,2014-04-01,12149.0
Direcional,2014-07-01,142553.0
Direcional,2014-10-01,4448.0
Direcional,2015-01-01,89057.0
Direcional,2015-04-01,15546.0
Direcional,2015-07-01,-5170.0
Direcional,2015-10-01,71382.0
Direcional,2016-01-01,27549.0
Direcional,2016-04-01,91730.0
Direcional,2016-07-01,-9095.0
Direcional,2016-10-01,18772.0
Direcional,2017-01-01,-6354.0
Direcional,2017-04-01,41573.0
Direcional,2017-07-01,-5752.0
Direcional,2017-10-01,-6542.0
Direcional,2018-01-01,4110.0
Direcional,2018-04-01,101883.0
Direcional,2018-07-01,324484.0
Direcional,2018-10-01,41999.0
Direcional,2019-01-01,3010.0
Direcional,2019-04-01,136714.0
Direcional,2019-07-01,76640.0
Direcional,2019-10-01,51077.0
Direcional,2020-01-01,689.0
Direcional,2020-04-01,82582.0
Direcional,2020-07-01,63464.0
Direcional,2020-10-01,105828.0
Direcional,2021-01-01,49438.0
Direcional,2021-04-01,-14136.0
Direcional,2021-07-01,13791.0
Direcional,2021-10-01,71965.0
Direcional,2022-01-01,19706.0
Direcional,2022-04-01,70531.0
Direcional,2022-07-01,19771.0
Direcional,2022-10-01,136805.0
Direcional,2023-01-01,1209.0
Direcional,2023-04-01,63390.0
Direcional,2023-07-01,-46482.0
Direcional,2023-10-01,-157308.0
Direcional,2024-01-01,-198101.0
Direcional,2024-04-01,194149.0
Direcional,2024-07-01,56448.0
Direcional,2024-10-01,36349.0
Dohler,2014-01-01,10347.0
Dohler,2014-04-01,5680.0
Dohler,2014-07-01,-2178.0
Dohler,2014-10-01,-4456.0
Dohler,2015-01-01,6201.0
Dohler,2015-04-01,-4668.0
Dohler,2015-07-01,-4349.0
Dohler,2015-10-01,-3048.0
Dohler,2016-01-01,9318.0
Dohler,2016-04-01,624.0
Dohler,2016-07-01,19160.0
Dohler,2016-10-01,1615.0
Dohler,2017-01-01,2531.0
Dohler,2017-04-01,2037.0
Dohler,2017-07-01,-1030.0
Dohler,2017-10-01,-5839.0
Dohler,2018-01-01,6467.0
Dohler,2018-04-01,4933.0
Dohler,2018-07-01,-22574.0
Dohler,2018-10-01,-15769.0
Dohler,2019-01-01,13937.0
Dohler,2019-04-01,2634.0
Dohler,2019-07-01,10329.0
Dohler,2019-10-01,11156.0
Dohler,2020-01-01,10297.0
Dohler,2020-04-01,18967.0
Dohler,2020-07-01,9569.0
Dohler,2020-10-01,-8866.0
Dohler,2021-01-01,-2561.0
Dohler,2021-04-01,-37818.0
Dohler,2021-07-01,12101.0
Dohler,2021-10-01,-12597.0
Dohler,2022-01-01,-13425.0
Dohler,2022-04-01,12784.0
Dohler,2022-07-01,-21008.0
Dohler,2022-10-01,-30624.0
Dohler,2023-01-01,61223.0
Dohler,2023-04-01,2703.0
Dohler,2023-07-01,-26837.0
Dohler,2023-10-01,-21752.0
Dohler,2024-01-01,-513.0
Dohler,2024-04-01,17779.0
Dohler,2024-07-01,-10155.0
Dotz SA,2021-01-01,-10514.0
Dotz SA,2021-04-01,-28036.0
Dotz SA,2021-07-01,-15688.0
Dotz SA,2021-10-01,-35437.0
Dotz SA,2022-01-01,-27851.0
Dotz SA,2022-04-01,-37744.0
Dotz SA,2022-07-01,-123528.0
Dotz SA,2022-10-01,47893.0
Dotz SA,2023-01-01,-36526.0
Dotz SA,2023-04-01,-36270.0
Dotz SA,2023-07-01,6076.0
Dotz SA,2023-10-01,-28706.0
Dotz SA,2024-01-01,-17516.0
Dotz SA,2024-04-01,-11565.0
Dotz SA,2024-07-01,-2684.0
Dtcom Direct,2014-01-01,-326.0
Dtcom Direct,2014-04-01,-397.0
Dtcom Direct,2014-07-01,-320.0
Dtcom Direct,2014-10-01,-1044.0
Dtcom Direct,2015-01-01,-850.0
Dtcom Direct,2015-04-01,-362.0
Dtcom Direct,2015-07-01,-855.0
Dtcom Direct,2015-10-01,-365.0
Dtcom Direct,2016-01-01,308.0
Dtcom Direct,2016-04-01,-140.0
Dtcom Direct,2016-07-01,-1620.0
Dtcom Direct,2016-10-01,-1273.0
Dtcom Direct,2017-01-01,769.0
Dtcom Direct,2017-04-01,-979.0
Dtcom Direct,2017-07-01,5086.0
Dtcom Direct,2017-10-01,-160.0
Dtcom Direct,2018-01-01,-63.0
Dtcom Direct,2018-04-01,39.0
Dtcom Direct,2018-07-01,-642.0
Dtcom Direct,2018-10-01,-706.0
Dtcom Direct,2019-01-01,1176.0
Dtcom Direct,2019-04-01,3893.0
Dtcom Direct,2019-07-01,1149.0
Dtcom Direct,2019-10-01,-4072.0
Dtcom Direct,2020-01-01,957.0
Dtcom Direct,2020-04-01,-570.0
Dtcom Direct,2020-07-01,615.0
Dtcom Direct,2020-10-01,78.0
Dtcom Direct,2021-01-01,-2497.0
Dtcom Direct,2021-04-01,441.0
Dtcom Direct,2021-07-01,1895.0
Dtcom Direct,2021-10-01,-2602.0
Dtcom Direct,2022-01-01,-203.0
Dtcom Direct,2022-04-01,1505.0
Dtcom Direct,2022-07-01,-1625.0
Dtcom Direct,2022-10-01,187.0
Dtcom Direct,2023-01-01,-46.0
Dtcom Direct,2023-04-01,1182.0
Dtcom Direct,2023-07-01,-564.0
Dtcom Direct,2023-10-01,-928.0
Dtcom Direct,2024-01-01,-131.0
Dtcom Direct,2024-04-01,-32.0
Dtcom Direct,2024-07-01,-1161.0
Ecorodovias,2014-01-01,388008.0
Ecorodovias,2014-04-01,-114583.0
Ecorodovias,2014-07-01,-26670.0
Ecorodovias,2014-10-01,38140.0
Ecorodovias,2015-01-01,136617.0
Ecorodovias,2015-04-01,-47539.0
Ecorodovias,2015-07-01,134453.0
Ecorodovias,2015-10-01,161099.0
Ecorodovias,2016-01-01,205732.0
Ecorodovias,2016-04-01,217722.0
Ecorodovias,2016-07-01,189503.0
Ecorodovias,2016-10-01,-5120.0
Ecorodovias,2017-01-01,234154.0
Ecorodovias,2017-04-01,167651.0
Ecorodovias,2017-07-01,199207.0
Ecorodovias,2017-10-01,88656.0
Ecorodovias,2018-01-01,175770.0
Ecorodovias,2018-04-01,27767.0
Ecorodovias,2018-07-01,215940.0
Ecorodovias,2018-10-01,184596.0
Ecorodovias,2019-01-01,-90202.0
Ecorodovias,2019-04-01,-483254.0
Ecorodovias,2019-07-01,685762.0
Ecorodovias,2019-10-01,283118.0
Ecorodovias,2020-01-01,90209.0
Ecorodovias,2020-04-01,78109.0
Ecorodovias,2020-07-01,57976.0
Ecorodovias,2020-10-01,141993.0
Ecorodovias,2021-01-01,245082.0
Ecorodovias,2021-04-01,183767.0
Ecorodovias,2021-07-01,-275080.0
Ecorodovias,2021-10-01,-633112.0
Ecorodovias,2022-01-01,-89032.0
Ecorodovias,2022-04-01,-231542.0
Ecorodovias,2022-07-01,-336881.0
Ecorodovias,2022-10-01,-142376.0
Ecorodovias,2023-01-01,106894.0
Ecorodovias,2023-04-01,-1205572.0
Ecorodovias,2023-07-01,-227983.0
Ecorodovias,2023-10-01,-176596.0
Ecorodovias,2024-01-01,100500.0
Ecorodovias,2024-04-01,91489.0
Ecorodovias,2024-07-01,12274.0
Elektro,2014-01-01,-131620.0
Elektro,2014-04-01,-91394.0
Elektro,2014-07-01,-63691.0
Elektro,2014-10-01,137925.0
Elektro,2015-01-01,124689.0
Elektro,2015-04-01,-91128.0
Elektro,2015-07-01,152412.0
Elektro,2015-10-01,105482.0
Elektro,2016-01-01,173569.0
Elektro,2016-04-01,272292.0
Elektro,2016-07-01,179011.0
Elektro,2016-10-01,-19913.0
Elektro,2017-01-01,71864.0
Elektro,2017-04-01,56566.0
Elektro,2017-07-01,68737.0
Elektro,2017-10-01,-169734.0
Elektro,2018-01-01,-148707.0
Elektro,2018-04-01,-113495.0
Elektro,2018-07-01,-72135.0
Elektro,2018-10-01,-81684.0
Elektro,2019-01-01,80796.0
Elektro,2019-04-01,-169115.0
Elektro,2019-07-01,710648.0
Elektro,2019-10-01,278446.0
Elektro,2020-01-01,27700.0
Elektro,2020-04-01,283300.0
Elektro,2020-07-01,672000.0
Elektro,2020-10-01,118000.0
Elektro,2021-01-01,-233000.0
Elektro,2021-04-01,220000.0
Elektro,2021-07-01,123000.0
Elektro,2021-10-01,-118000.0
Elektro,2022-01-01,521000.0
Elektro,2022-04-01,648000.0
Elektro,2022-07-01,678000.0
Elektro,2022-10-01,448000.0
Elektro,2023-01-01,254000.0
Elektro,2023-04-01,342000.0
Elektro,2023-07-01,360000.0
Elektro,2023-10-01,346000.0
Elektro,2024-01-01,447000.0
Elektro,2024-04-01,491000.0
Elektro,2024-07-01,221000.0
Elektro,2024-10-01,423000.0
Eletrobras,2014-01-01,-218761.0
Eletrobras,2014-04-01,-2085326.0
Eletrobras,2014-07-01,-2332824.0
Eletrobras,2014-10-01,-1162002.0
Eletrobras,2015-01-01,-1663611.0
Eletrobras,2015-04-01,-1133893.0
Eletrobras,2015-07-01,-663832.0
Eletrobras,2015-10-01,330846.0
Eletrobras,2016-01-01,411484.0
Eletrobras,2016-04-01,-2831994.0
Eletrobras,2016-07-01,-609321.0
Eletrobras,2016-10-01,-2035054.0
Eletrobras,2017-01-01,-543384.0
Eletrobras,2017-04-01,-22688.0
Eletrobras,2017-07-01,-169426.0
Eletrobras,2017-10-01,-581198.0
Eletrobras,2018-01-01,311000.0
Eletrobras,2018-04-01,248508.0
Eletrobras,2018-07-01,1296690.0
Eletrobras,2019-01-01,-705257.0
Eletrobras,2019-04-01,-1252246.0
Eletrobras,2019-07-01,3489781.0
Eletrobras,2019-10-01,-3039533.0
Eletrobras,2020-01-01,-318890.0
Eletrobras,2020-04-01,-484108.0
Eletrobras,2020-07-01,2599749.0
Eletrobras,2020-10-01,878789.0
Eletrobras,2021-01-01,2824001.0
Eletrobras,2021-04-01,-1616832.0
Eletrobras,2021-07-01,-393109.0
Eletrobras,2021-10-01,4449947.0
Eletrobras,2022-01-01,1407926.0
Eletrobras,2022-04-01,-27117068.0
Eletrobras,2022-07-01,-837640.0
Eletrobras,2022-10-01,3113390.0
Eletrobras,2023-01-01,320242.0
Eletrobras,2023-04-01,1785141.0
Eletrobras,2023-07-01,3034540.0
Eletrobras,2023-10-01,-1611075.0
Eletrobras,2024-01-01,566680.0
Eletrobras,2024-04-01,916304.0
Eletrobras,2024-07-01,5634700.0
Eletrobras,2024-10-01,4015051.0
Eletromidia,2020-01-01,-574388.0
Eletromidia,2020-04-01,13779.0
Eletromidia,2020-07-01,-15717.0
Eletromidia,2020-10-01,28565.0
Eletromidia,2021-01-01,-51533.0
Eletromidia,2021-04-01,-14879.0
Eletromidia,2021-07-01,-40296.0
Eletromidia,2021-10-01,8626.0
Eletromidia,2022-01-01,-6311.0
Eletromidia,2022-04-01,-31602.0
Eletromidia,2022-07-01,-24349.0
Eletromidia,2022-10-01,53980.0
Eletromidia,2023-01-01,6678.0
Eletromidia,2023-04-01,-7484.0
Eletromidia,2023-07-01,-37175.0
Eletromidia,2023-10-01,91589.0
Eletromidia,2024-01-01,18004.0
Eletromidia,2024-04-01,-4863.0
Eletromidia,2024-07-01,110362.0
Eletropar,2014-01-01,1397.0
Eletropar,2014-10-01,4520.0
Eletropar,2015-04-01,-741.0
Eletropar,2015-07-01,11644.0
Eletropar,2015-10-01,-9420.0
Eletropar,2016-01-01,14493.0
Eletropar,2016-04-01,-12110.0
Eletropar,2016-07-01,-1679.0
Eletropar,2016-10-01,-359.0
Eletropar,2017-07-01,110.0
Eletropar,2017-10-01,-2492.0
Eletropar,2018-01-01,16677.0
Eletropar,2018-04-01,30179.0
Eletropar,2018-07-01,44902.0
Eletropar,2018-10-01,6686.0
Eletropar,2019-01-01,-5.0
Eletropar,2019-10-01,-4829.0
Eletropar,2020-01-01,234.0
Eletropar,2020-04-01,316.0
Eletropar,2020-07-01,-385.0
Eletropar,2020-10-01,-6.0
Eletropar,2021-01-01,-118.0
Eletropar,2021-04-01,20122.0
Eletropar,2021-07-01,-5197.0
Eletropar,2021-10-01,1764.0
Eletropar,2022-01-01,51.0
Eletropar,2022-04-01,21354.0
Eletropar,2022-07-01,-3694.0
Eletropar,2022-10-01,-2326.0
Eletropar,2023-01-01,-143.0
Eletropar,2023-04-01,28817.0
Eletropar,2023-07-01,-976.0
Eletropar,2023-10-01,6.0
Eletropar,2024-01-01,-11.0
Eletropar,2024-04-01,4881.0
Eletropar,2024-07-01,-4852.0
Emae,2014-01-01,-21141.0
Emae,2014-04-01,6805.0
Emae,2014-07-01,-30609.0
Emae,2014-10-01,-104308.0
Emae,2015-01-01,27051.0
Emae,2015-04-01,-27452.0
Emae,2015-07-01,-4230.0
Emae,2015-10-01,-22689.0
Emae,2016-01-01,-13497.0
Emae,2016-04-01,-17311.0
Emae,2016-07-01,-6044.0
Emae,2016-10-01,-2022.0
Emae,2017-01-01,-6753.0
Emae,2017-04-01,-4449.0
Emae,2017-07-01,10021.0
Emae,2017-10-01,2215.0
Emae,2018-01-01,4638.0
Emae,2018-04-01,-564.0
Emae,2018-07-01,21296.0
Emae,2018-10-01,38822.0
Emae,2019-01-01,36913.0
Emae,2019-04-01,34560.0
Emae,2019-07-01,16543.0
Emae,2019-10-01,52861.0
Emae,2020-01-01,10403.0
Emae,2020-04-01,43039.0
Emae,2020-07-01,14246.0
Emae,2020-10-01,34146.0
Emae,2021-01-01,41908.0
Emae,2021-04-01,7895.0
Emae,2021-07-01,43614.0
Emae,2021-10-01,-100607.0
Emae,2022-01-01,19583.0
Emae,2022-04-01,5651.0
Emae,2022-07-01,20980.0
Emae,2022-10-01,-51708.0
Emae,2023-01-01,25553.0
Emae,2023-04-01,26967.0
Emae,2023-07-01,32004.0
Emae,2023-10-01,-125190.0
Emae,2024-01-01,26916.0
Emae,2024-04-01,31943.0
Emae,2024-07-01,40972.0
Embpar S/A,2014-01-01,101371.0
Embpar S/A,2014-04-01,-37581.0
Embpar S/A,2014-07-01,-1586.0
Embpar S/A,2014-10-01,9539.0
Embpar S/A,2015-01-01,50347.0
Embpar S/A,2015-04-01,-6175.0
Embpar S/A,2015-07-01,14319.0
Embpar S/A,2015-10-01,50338.0
Embpar S/A,2016-01-01,7241.0
Embpar S/A,2016-04-01,-5188.0
Embpar S/A,2016-07-01,-16724.0
Embpar S/A,2016-10-01,-7102.0
Embpar S/A,2017-01-01,-11257.0
Embpar S/A,2017-04-01,-9403.0
Embpar S/A,2017-07-01,-10135.0
Embpar S/A,2017-10-01,131384.0
Embpar S/A,2018-01-01,1848.0
Embpar S/A,2018-04-01,-1057.0
Embpar S/A,2018-07-01,1151.0
Embpar S/A,2018-10-01,2622.0
Embpar S/A,2019-01-01,1256.0
Embpar S/A,2019-04-01,2060.0
Embpar S/A,2019-07-01,-2568.0
Embpar S/A,2019-10-01,80.0
Embpar S/A,2020-01-01,1315.0
Embpar S/A,2020-04-01,6976.0
Embpar S/A,2020-07-01,-1020.0
Embpar S/A,2020-10-01,-7652.0
Embpar S/A,2021-01-01,18715.0
Embpar S/A,2021-04-01,8959.0
Embpar S/A,2021-07-01,-7990.0
Embpar S/A,2021-10-01,-2078.0
Embpar S/A,2022-01-01,-6910.0
Embpar S/A,2022-04-01,-15859.0
Embpar S/A,2022-07-01,-1058.0
Embpar S/A,2022-10-01,-26159.0
Embpar S/A,2023-01-01,27240.0
Embpar S/A,2023-04-01,6466.0
Embpar S/A,2023-07-01,-63941.0
Embpar S/A,2023-10-01,18425.0
Embpar S/A,2024-01-01,-5040.0
Embpar S/A,2024-04-01,3900.0
Embpar S/A,2024-07-01,14595.0
Embpar S/A,2024-10-01,8351.0
Embraer,2014-01-01,-1032128.0
Embraer,2014-04-01,-50272.0
Embraer,2014-07-01,-374679.0
Embraer,2014-10-01,1074167.0
Embraer,2015-01-01,-1430569.0
Embraer,2015-04-01,523570.0
Embraer,2015-07-01,-159246.0
Embraer,2015-10-01,2258170.0
Embraer,2016-01-01,-1492181.0
Embraer,2016-04-01,-2069148.0
Embraer,2016-07-01,143932.0
Embraer,2016-10-01,4922.0
Embraer,2017-01-01,-2270465.0
Embraer,2017-04-01,931139.0
Embraer,2017-07-01,-82585.0
Embraer,2017-10-01,1720052.0
Embraer,2018-01-01,650282.0
Embraer,2018-04-01,-673711.0
Embraer,2018-07-01,1754617.0
Embraer,2018-10-01,365958.0
Embraer,2019-01-01,-1691495.0
Embraer,2019-04-01,-441369.0
Embraer,2019-07-01,255338.0
Embraer,2019-10-01,3366381.0
Embraer,2020-01-01,-2899404.0
Embraer,2020-04-01,-2865999.0
Embraer,2020-07-01,-4495714.0
Embraer,2020-10-01,2625125.0
Embraer,2021-01-01,-2449819.0
Embraer,2021-04-01,-143703.0
Embraer,2021-07-01,854463.0
Embraer,2021-10-01,3130293.0
Embraer,2022-01-01,-1176284.0
Embraer,2022-04-01,-45959.0
Embraer,2022-07-01,1386439.0
Embraer,2022-10-01,2383887.0
Embraer,2023-01-01,-3932682.0
Embraer,2023-04-01,285137.0
Embraer,2023-07-01,1149033.0
Embraer,2023-10-01,3356284.0
Embraer,2024-01-01,-2113212.0
Embraer,2024-04-01,-804669.0
Embraer,2024-07-01,240862.0
Embraer,2024-10-01,4694998.0
Energisa,2014-01-01,3078.0
Energisa,2014-04-01,-929947.0
Energisa,2014-07-01,394556.0
Energisa,2014-10-01,363201.0
Energisa,2015-01-01,1213744.0
Energisa,2015-04-01,-154838.0
Energisa,2015-07-01,19233.0
Energisa,2015-10-01,284004.0
Energisa,2016-01-01,170851.0
Energisa,2016-04-01,6030.0
Energisa,2016-07-01,-25862.0
Energisa,2016-10-01,344904.0
Energisa,2017-01-01,270976.0
Energisa,2017-04-01,125168.0
Energisa,2017-07-01,51690.0
Energisa,2017-10-01,-423982.0
Energisa,2018-01-01,22530.0
Energisa,2018-04-01,-53614.0
Energisa,2018-07-01,-219147.0
Energisa,2018-10-01,-2425629.0
Energisa,2019-01-01,-64083.0
Energisa,2019-04-01,-46027.0
Energisa,2019-07-01,-197852.0
Energisa,2019-10-01,45286.0
Energisa,2020-01-01,199420.0
Energisa,2020-04-01,314987.0
Energisa,2020-07-01,1582609.0
Energisa,2020-10-01,417705.0
Energisa,2021-01-01,313521.0
Energisa,2021-04-01,-332054.0
Energisa,2021-07-01,-756846.0
Energisa,2021-10-01,-1447999.0
Energisa,2022-01-01,130979.0
Energisa,2022-04-01,94715.0
Energisa,2022-07-01,-6622.0
Energisa,2022-10-01,158990.0
Energisa,2023-01-01,310343.0
Energisa,2023-04-01,149334.0
Energisa,2023-07-01,198566.0
Energisa,2023-10-01,1316805.0
Energisa,2024-01-01,672866.0
Energisa,2024-04-01,644116.0
Energisa,2024-07-01,-191309.0
Energisa Mt,2014-01-01,11606.0
Energisa Mt,2014-04-01,6455.0
Energisa Mt,2014-07-01,187299.0
Energisa Mt,2014-10-01,-36938.0
Energisa Mt,2015-01-01,59667.0
Energisa Mt,2015-04-01,-106818.0
Energisa Mt,2015-07-01,-65089.0
Energisa Mt,2015-10-01,10265.0
Energisa Mt,2016-01-01,-24136.0
Energisa Mt,2016-04-01,5238.0
Energisa Mt,2016-07-01,-46369.0
Energisa Mt,2016-10-01,42703.0
Energisa Mt,2017-01-01,58726.0
Energisa Mt,2017-04-01,11257.0
Energisa Mt,2017-07-01,-34738.0
Energisa Mt,2017-10-01,-247289.0
Energisa Mt,2018-01-01,79771.0
Energisa Mt,2018-04-01,343.0
Energisa Mt,2018-07-01,-166935.0
Energisa Mt,2018-10-01,-70422.0
Energisa Mt,2019-01-01,186167.0
Energisa Mt,2019-04-01,-19880.0
Energisa Mt,2019-07-01,56116.0
Energisa Mt,2019-10-01,849.0
Energisa Mt,2020-01-01,275728.0
Energisa Mt,2020-04-01,276480.0
Energisa Mt,2020-07-01,539172.0
Energisa Mt,2020-10-01,226288.0
Energisa Mt,2021-01-01,123413.0
Energisa Mt,2021-04-01,-32906.0
Energisa Mt,2021-07-01,-289687.0
Energisa Mt,2021-10-01,60654.0
Energisa Mt,2022-01-01,20131.0
Energisa Mt,2022-04-01,587283.0
Energisa Mt,2022-07-01,316139.0
Energisa Mt,2022-10-01,315100.0
Energisa Mt,2023-01-01,253852.0
Energisa Mt,2023-04-01,253680.0
Energisa Mt,2023-07-01,282529.0
Energisa Mt,2023-10-01,609647.0
Energisa Mt,2024-01-01,313205.0
Energisa Mt,2024-04-01,228852.0
Energisa Mt,2024-07-01,33823.0
Eneva,2014-01-01,144226.0
Eneva,2014-04-01,-713221.0
Eneva,2014-07-01,32742.0
Eneva,2014-10-01,981601.0
Eneva,2015-01-01,22707.0
Eneva,2015-04-01,310484.0
Eneva,2015-07-01,-109328.0
Eneva,2015-10-01,-10633.0
Eneva,2016-01-01,104108.0
Eneva,2016-04-01,-9708.0
Eneva,2016-07-01,141159.0
Eneva,2016-10-01,279190.0
Eneva,2017-01-01,29090.0
Eneva,2017-04-01,73567.0
Eneva,2017-07-01,27973.0
Eneva,2017-10-01,575104.0
Eneva,2018-01-01,38569.0
Eneva,2018-04-01,81407.0
Eneva,2018-07-01,288652.0
Eneva,2018-10-01,553207.0
Eneva,2019-01-01,157557.0
Eneva,2019-04-01,107281.0
Eneva,2019-07-01,33327.0
Eneva,2019-10-01,237164.0
Eneva,2020-01-01,-44278.0
Eneva,2020-04-01,-358218.0
Eneva,2020-07-01,-154157.0
Eneva,2020-10-01,-268693.0
Eneva,2021-01-01,179717.0
Eneva,2021-04-01,-229636.0
Eneva,2021-07-01,130708.0
Eneva,2021-10-01,16178.0
Eneva,2022-01-01,-841014.0
Eneva,2022-04-01,-333544.0
Eneva,2022-07-01,-165341.0
Eneva,2022-10-01,-5436396.0
Eneva,2023-01-01,186081.0
Eneva,2023-04-01,-102689.0
Eneva,2023-07-01,99076.0
Eneva,2023-10-01,83030.0
Eneva,2024-01-01,434175.0
Eneva,2024-04-01,371307.0
Eneva,2024-07-01,566608.0
Engie Brasil,2014-01-01,274844.0
Engie Brasil,2014-04-01,-13442.0
Engie Brasil,2014-07-01,301797.0
Engie Brasil,2014-10-01,760778.0
Engie Brasil,2015-01-01,257735.0
Engie Brasil,2015-04-01,360409.0
Engie Brasil,2015-07-01,723159.0
Engie Brasil,2015-10-01,484578.0
Engie Brasil,2016-01-01,489999.0
Engie Brasil,2016-04-01,125097.0
Engie Brasil,2016-07-01,478147.0
Engie Brasil,2016-10-01,252109.0
Engie Brasil,2017-01-01,359707.0
Engie Brasil,2017-04-01,176833.0
Engie Brasil,2017-07-01,81642.0
Engie Brasil,2017-10-01,-3076097.0
Engie Brasil,2018-01-01,240302.0
Engie Brasil,2018-04-01,241209.0
Engie Brasil,2018-07-01,-265699.0
Engie Brasil,2018-10-01,-281761.0
Engie Brasil,2019-01-01,292978.0
Engie Brasil,2019-04-01,-2982748.0
Engie Brasil,2019-07-01,889951.0
Engie Brasil,2019-10-01,785384.0
Engie Brasil,2020-01-01,632249.0
Engie Brasil,2020-04-01,308814.0
Engie Brasil,2020-07-01,-243614.0
Engie Brasil,2020-10-01,-702497.0
Engie Brasil,2021-01-01,345194.0
Engie Brasil,2021-04-01,194239.0
Engie Brasil,2021-07-01,-17733.0
Engie Brasil,2021-10-01,237708.0
Engie Brasil,2022-01-01,104749.0
Engie Brasil,2022-04-01,331317.0
Engie Brasil,2022-07-01,317163.0
Engie Brasil,2022-10-01,131193.0
Engie Brasil,2023-01-01,832100.0
Engie Brasil,2023-04-01,536222.0
Engie Brasil,2023-07-01,150941.0
Engie Brasil,2023-10-01,65933.0
Engie Brasil,2024-01-01,35359.0
Engie Brasil,2024-04-01,-3712272.0
Engie Brasil,2024-07-01,-888855.0
Engie Brasil,2024-10-01,-1093576.0
Enjoei,2020-07-01,-23178.0
Enjoei,2020-10-01,3660.0
Enjoei,2021-01-01,-11054.0
Enjoei,2021-04-01,-41366.0
Enjoei,2021-07-01,-26769.0
Enjoei,2021-10-01,-23919.0
Enjoei,2022-01-01,-23964.0
Enjoei,2022-04-01,-23386.0
Enjoei,2022-07-01,-12938.0
Enjoei,2022-10-01,-12099.0
Enjoei,2023-01-01,-7358.0
Enjoei,2023-04-01,-7627.0
Enjoei,2023-07-01,-20829.0
Enjoei,2023-10-01,-12377.0
Enjoei,2024-01-01,-31647.0
Enjoei,2024-04-01,-20772.0
Enjoei,2024-07-01,-1137.0
Eqtl Maranhao,2014-01-01,-30277.0
Eqtl Maranhao,2014-04-01,-48874.0
Eqtl Maranhao,2014-07-01,151232.0
Eqtl Maranhao,2014-10-01,-157264.0
Eqtl Maranhao,2015-01-01,34765.0
Eqtl Maranhao,2015-04-01,6856.0
Eqtl Maranhao,2015-07-01,157109.0
Eqtl Maranhao,2015-10-01,124132.0
Eqtl Maranhao,2016-01-01,-108911.0
Eqtl Maranhao,2016-04-01,-32597.0
Eqtl Maranhao,2016-07-01,-57524.0
Eqtl Maranhao,2016-10-01,-30826.0
Eqtl Maranhao,2017-01-01,-10729.0
Eqtl Maranhao,2017-04-01,-90673.0
Eqtl Maranhao,2017-07-01,97428.0
Eqtl Maranhao,2017-10-01,53398.0
Eqtl Maranhao,2018-01-01,69592.0
Eqtl Maranhao,2018-04-01,-6745.0
Eqtl Maranhao,2018-07-01,141769.0
