,Empresa,knn_MAE,knn_train_RMSE,knn_test_RMSE,xgb_MAE,xgb_train_RMSE,xgb_test_RMSE,ARIMA_MAE,ARIMA_train_RMSE,ARIMA_test_RMSE,RF_MAE,RF_train_RMSE,RF_test_RMSE,Lasso_MAE,Lasso_train_RMSE,Lasso_test_RMSE
10,Alphaville,0.000724307920544,0.0031178934508076,0.000724307920544,0.0007243077496656,0.0031178934508076,0.0007243077496656,0.0027803236261307,0.0033863107819545,0.0027803236261307,0.0009664152260327,0.0031272792516755,0.0009664152260327,0.000724307920544,0.0031178934508076,0.000724307920544
11,Alupar,0.004330955067089568,0.004828807139802648,0.004330955067089568,0.008811857580408965,0.011064102301347165,0.008811857580408965,0.008943086305683112,0.011568829791991923,0.008943086305683112,0.006922038307392138,0.007419564837236795,0.006922038307392138,0.008811857554085274,0.011064102301347162,0.008811857554085274
12,Ambev S/A,0.031698978450413175,0.029006225996418767,0.031698978450413175,0.07895541247987171,0.07236066970487273,0.07895541247987171,0.0698021472366385,0.06790785360233823,0.0698021472366385,0.05526782623720813,0.045044351214378345,0.05526782623720813,0.08252882406735262,0.0759940462393178,0.08252882406735262
13,Ambipar,0.008069109619631058,0.005317140857402001,0.008069109619631058,0.011674943031886232,0.010794868670692459,0.011674943031886232,0.011692675088028284,0.009468218836747292,0.011692675088028284,0.011227488000241743,0.010274744458001042,0.011227488000241743,0.011674942998630875,0.010794868670692459,0.011674942998630875
14,Americanas,0.03883480133821144,0.008281074181094132,0.03883480133821144,0.05126211868551374,0.017612817387622885,0.05126211868551374,0.047861699324027326,0.013500456880403935,0.047861699324027326,0.048905529919705065,0.011048761617513916,0.048905529919705065,0.05126211871378243,0.017612817387622885,0.05126211871378243
15,Ampla Energ,0.008569014602767263,0.004477827344960572,0.008569014602767263,0.01570923100225435,0.011588519187610766,0.01570923100225435,0.01597782782726883,0.011287205376875149,0.01597782782726883,0.012833258316074783,0.007616186461861042,0.012833258316074783,0.01570923100630189,0.011588519187610766,0.01570923100630189
16,Anima,0.01118911035806857,0.0071118659759535135,0.01118911035806857,0.015276622370680957,0.011863110181579421,0.015276622370680957,0.013368049142902768,0.008391814001523164,0.013368049142902768,0.013346911209087991,0.007678807860889506,0.013346911209087991,0.015276622359081232,0.011863110181579418,0.015276622359081232
17,Armac,0.006602156209833228,0.006612963238300971,0.006602156209833228,0.00874355866922157,0.009175960501893272,0.00874355866922157,0.009810072665837844,0.008270193668423515,0.009810072665837844,0.008917405497488486,0.009186354732734629,0.008917405497488486,0.008743558673263471,0.009175960501893272,0.008743558673263471
18,Assai,0.016328757548036043,0.02096962098554826,0.016328757548036043,0.028043724432099692,0.036821042134392086,0.028043724432099692,0.02540968653605151,0.041647081992511666,0.02540968653605151,0.027545450196610144,0.03569241829268407,0.027545450196610144,0.028043724440032183,0.036821042134392086,0.028043724440032183
19,Atmasa,0.00402542083530305,0.005375609771227042,0.00402542083530305,0.0049827115266361955,0.007933848025828538,0.0049827115266361955,0.005540750246267748,0.008216825956030262,0.005540750246267748,0.004929489285728777,0.006355778592639758,0.004929489285728777,0.004982711528854087,0.007933848025828538,0.004982711528854087
20,Aura 360,0.005891072232287814,0.005008337859376772,0.005891072232287814,0.007803992809712472,0.007332623682917472,0.007803992809712472,0.010820596422958429,0.008755128095948457,0.010820596422958429,0.007689155287077571,0.007353819413384785,0.007689155287077571,0.007803992781705329,0.007332623682917472,0.007803992781705329
21,Auren,0.025994874725604744,0.014015330872557,0.025994874725604744,0.03649665951958283,0.02269793262966373,0.03649665951958283,0.03786378414714979,0.025807155652834757,0.03786378414714979,0.036469853324353485,0.022748056402239127,0.036469853324353485,0.0364966595028063,0.02269793262966373,0.0364966595028063
