,Empresa,RMSE_knn,RMSE_xgb,RMSE_ARIMA,RMSE_RF,RMSE_Lasso
232,Simpar,0.02142313964429518,0.04112493319058437,0.03738514055495139,0.032284776167264544,0.032284776167264544
233,Smart Fit,0.011514314116923257,0.014826948458930091,0.01115564644524442,0.014671097706104882,0.014671097706104882
234,Sondotecnica,0.00014042351052274518,0.0001318847807806732,0.00013492841495491204,8.853182613147886e-05,8.853182613147886e-05
235,Springs,0.002707101674675837,0.0047752676618893096,0.003639519133831356,0.0036616184067375336,0.0036616184067375336
236,Suzano S.A.,0.03822414075270042,0.060097667390990935,0.06960808554522824,0.048897339647222426,0.048897339647222426
237,Syn Prop Tec,0.008919398548905442,0.013781842241165864,0.01257613876775677,0.01292389199814323,0.01292389199814323
238,TC,0.002439381579795065,0.0030619615849120773,0.0013733913924665441,0.003069791211430904,0.003069791211430904
239,Taesa,0.006713237363015304,0.01526484968204796,0.013694228138662242,0.01200445318923782,0.01200445318923782
240,Taurus Armas,0.0029061924857205815,0.0035607420360047946,0.0034704750688669557,0.0035673080443464826,0.0035673080443464826
241,Technos,0.0006633837819994745,0.0006962579805297029,0.0008435083837981369,0.0006694334243146484,0.0006694334243146484
242,Tecnisa,0.0042641357233182105,0.005496367102484626,0.007183497415156083,0.005306725890636274,0.005306725890636274
243,Tegma,0.0006719561596630543,0.0008861065697621098,0.0013269182037169936,0.0007444154743823178,0.0007444154743823178
244,Tekno,0.0001355416578435596,0.00012098531762333624,0.0001706646595954458,0.00010915495389702065,0.00010915495389702065
245,Telebras,0.0032481523068327153,0.0037076006762407003,0.003947556566570788,0.0036854395765693604,0.0036854395765693604
246,Telef Brasil,0.046819192960838384,0.06349120277603484,0.09731266776934919,0.05329660165481309,0.05329660165481309
247,Tenda,0.004433961996391474,0.008430638709034155,0.00752938825731516,0.007344470479307938,0.007344470479307938
248,Terrasantapa,0.004437167376145908,0.005945344891541457,0.0059791049297817506,0.005418541654510496,0.005418541654510496
249,Tim,0.011253139744452566,0.022021292395550108,0.021828016322640708,0.01775112835003399,0.01775112835003399
