,Empresa,Data,Real,Previsto,Erro Absoluto,Train RMSE,Test RMSE,Overfitting?,Underfitting?,Erro
2127,Dtcom Direct,2019-10-01,-2.1162699473831204e-05,-8.822582260713156e-06,1.2340117213118047e-05,1.5384567070074878e-05,1.2340117213118047e-05,False,True,-1.2340117213118047e-05
2128,Dtcom Direct,2020-01-01,2.844825366499215e-05,1.0910284097442996e-05,1.7537969567549157e-05,1.4261689632543576e-05,1.7537969567549157e-05,False,True,1.7537969567549157e-05
2129,Dtcom Direct,2020-04-01,2.1993127623298747e-05,7.683282416281112e-06,1.4309845207017635e-05,1.3241058906004893e-05,1.4309845207017635e-05,False,True,1.4309845207017635e-05
2130,Dtcom Direct,2020-07-01,-2.1127473049831202e-05,-7.336205157360716e-06,1.3791267892470486e-05,1.270218327715677e-05,1.3791267892470486e-05,False,True,-1.3791267892470486e-05
2131,Dtcom Direct,2020-10-01,-1.5573404985591566e-06,-3.992171871794556e-07,1.158123311379701e-06,1.3420663852463662e-05,1.158123311379701e-06,False,True,-1.158123311379701e-06
2132,Dtcom Direct,2021-01-01,1.2649085303406693e-05,6.5271971034022e-06,6.121888200004493e-06,1.3339492707131715e-05,6.121888200004493e-06,False,True,6.121888200004493e-06
2133,Dtcom Direct,2021-04-01,-3.398425348966061e-05,-9.712862743860781e-06,2.427139074579983e-05,1.3011273791377724e-05,2.427139074579983e-05,False,True,-2.427139074579983e-05
2134,Dtcom Direct,2021-07-01,3.199542782050813e-05,9.367618182667062e-06,2.2627809637841063e-05,1.3562833640022878e-05,2.2627809637841063e-05,False,True,2.2627809637841063e-05
2135,Dtcom Direct,2021-10-01,-8.461473027132627e-06,-1.1776985570174077e-05,3.3155125430414505e-06,1.3121646433437192e-05,3.3155125430414505e-06,False,True,3.3155125430414505e-06
2136,Ecorodovias,2015-01-01,0.0014223557062302827,0.007009097766772378,0.005586742060542095,0.016530189180651054,0.005586742060542095,False,True,-0.005586742060542095
2137,Ecorodovias,2015-04-01,-0.007774485112906349,0.0038974855073122647,0.011671970620218613,0.014815659872747196,0.011671970620218613,False,True,-0.011671970620218613
2138,Ecorodovias,2015-07-01,0.0046794153570364205,0.00221924005811651,0.0024601752989199107,0.014278162900643356,0.0024601752989199107,False,True,0.0024601752989199107
2139,Ecorodovias,2015-10-01,-0.0016853962828623503,0.002255554716432336,0.003940950999294686,0.013250021137437817,0.003940950999294686,False,True,-0.003940950999294686
2140,Ecorodovias,2016-01-01,-0.004012963701914618,0.0016650744211249055,0.005678038123039524,0.012487213003250433,0.005678038123039524,False,True,-0.005678038123039524
2141,Ecorodovias,2016-04-01,0.006783923522162061,0.0005550652555545432,0.006228858266607518,0.011967534857604925,0.006228858266607518,False,True,0.006228858266607518
2142,Ecorodovias,2016-07-01,-0.002103282433337794,0.0012129422750841736,0.003316224708421968,0.011453541921086191,0.003316224708421968,False,True,-0.003316224708421968
2143,Ecorodovias,2016-10-01,-0.0002667463065231246,0.0006680611173597407,0.0009348074238828653,0.011004623702558497,0.0009348074238828653,False,True,-0.0009348074238828653
2144,Ecorodovias,2017-01-01,0.00518460070426463,0.0013164692679955535,0.0038681314362690768,0.010048246085227811,0.0038681314362690768,False,True,0.0038681314362690768
2145,Ecorodovias,2017-04-01,-0.007739341380439635,0.00011462430590871876,0.007853965686348354,0.009606689259917835,0.007853965686348354,False,True,-0.007853965686348354
2146,Ecorodovias,2017-07-01,0.002394006547565164,0.000298476893728427,0.002095529653836737,0.009373331153924785,0.002095529653836737,False,True,0.002095529653836737
2147,Ecorodovias,2017-10-01,-0.012792938757760774,-0.0016922275050654894,0.011100711252695286,0.00879982894611187,0.011100711252695286,False,True,-0.011100711252695286
2148,Ecorodovias,2018-01-01,-0.005219632046907119,-0.002549654022252368,0.002669978024654751,0.008289285339589982,0.002669978024654751,False,True,-0.002669978024654751
2149,Ecorodovias,2018-04-01,0.0329088242323059,-0.0001413345599671726,0.03305015879227307,0.007955773703619032,0.03305015879227307,True,False,0.03305015879227307
2150,Ecorodovias,2018-07-01,-0.02036532081315723,-0.00010769478579313544,0.020257626027364094,0.009942346205979977,0.020257626027364094,True,False,-0.020257626027364094
2151,Ecorodovias,2018-10-01,0.007074332787365689,0.0037363457884064134,0.003337986998959276,0.010244381201675931,0.003337986998959276,False,True,0.003337986998959276
2152,Ecorodovias,2019-01-01,0.002411189080525844,0.0009838170313818998,0.0014273720491439442,0.009603359386136169,0.0014273720491439442,False,True,0.0014273720491439442
2153,Ecorodovias,2019-04-01,0.011937694336116245,0.005413036076027969,0.006524658260088276,0.009282367959671545,0.006524658260088276,False,True,0.006524658260088276
2154,Ecorodovias,2019-07-01,0.002612942343143576,0.0015582183092128117,0.0010547240339307644,0.008523330277107354,0.0010547240339307644,False,True,0.0010547240339307644
2155,Ecorodovias,2019-10-01,-0.009730931616277472,-0.002412365992962769,0.007318565623314703,0.00846981913755432,0.007318565623314703,False,True,-0.007318565623314703
2156,Ecorodovias,2020-01-01,-0.005510077939443914,-0.0011036311867420523,0.004406446752701861,0.008006342145262704,0.004406446752701861,False,True,-0.004406446752701861
2157,Ecorodovias,2020-04-01,-0.022437474380929134,4.33487987420258e-05,0.02248082317967116,0.00815925868219801,0.02248082317967116,True,False,-0.02248082317967116
2158,Ecorodovias,2020-07-01,0.00497054452937995,0.0038779233014750226,0.0010926212279049274,0.008711126013049644,0.0010926212279049274,False,True,0.0010926212279049274
2159,Ecorodovias,2020-10-01,0.02811331219190838,0.003992587368350882,0.024120724823557496,0.008446231166339902,0.024120724823557496,True,False,0.024120724823557496
2160,Ecorodovias,2021-01-01,-0.011459556016329087,-0.007721188926460185,0.0037383670898689016,0.00833275725175433,0.0037383670898689016,False,True,-0.0037383670898689016
2161,Ecorodovias,2021-04-01,-0.011262055177475916,-0.005441086979499701,0.0058209681979762146,0.008159938121673717,0.0058209681979762146,False,True,-0.0058209681979762146
2162,Ecorodovias,2021-07-01,0.02923806746006119,0.002935727009019197,0.026302340451041992,0.008237878999090405,0.026302340451041992,True,False,0.026302340451041992
2163,Ecorodovias,2021-10-01,-0.030284580353117763,-0.006325820564801781,0.02395875978831598,0.008935192314705326,0.02395875978831598,True,False,-0.02395875978831598
2164,Ecorodovias,2022-01-01,-0.021064151519443297,-0.004471600289622629,0.016592551229820666,0.008426632669501945,0.016592551229820666,False,True,-0.016592551229820666
2165,Ecorodovias,2022-04-01,0.045749877729467814,0.009098071290087563,0.03665180643938025,0.007907526717737642,0.03665180643938025,True,False,0.03665180643938025
2166,Ecorodovias,2022-07-01,-0.02093145045991618,-0.010817092236242885,0.010114358223673294,0.008566637755549918,0.010114358223673294,False,True,-0.010114358223673294
2167,Ecorodovias,2022-10-01,0.014168166973059337,0.010906295250217017,0.0032618717228423202,0.008363103080207398,0.0032618717228423202,False,True,0.0032618717228423202
2168,Ecorodovias,2023-01-01,-0.009973941026937161,-0.0034885336842510255,0.006485407342686135,0.00835494904244176,0.006485407342686135,False,True,-0.006485407342686135
2169,Ecorodovias,2023-04-01,-0.0007423059351699957,0.0032093218738742913,0.003951627809044287,0.00837196968150616,0.003951627809044287,False,True,-0.003951627809044287
2170,Ecorodovias,2023-07-01,-0.02123748670675596,-0.008437543758327124,0.012799942948428835,0.008341790681081792,0.012799942948428835,False,True,-0.012799942948428835
2171,Ecorodovias,2023-10-01,0.002164553920646073,0.009781317581095081,0.007616763660449008,0.008455604991098903,0.007616763660449008,False,True,-0.007616763660449008
2172,Ecorodovias,2024-01-01,0.030909992723237023,0.01283006682419335,0.018079925899043673,0.008310796094416425,0.018079925899043673,True,False,0.018079925899043673
2173,Ecorodovias,2024-04-01,-0.029581980854275658,-0.015348108748106676,0.014233872106168981,0.008513984465176616,0.014233872106168981,False,True,-0.014233872106168981
2174,Ecorodovias,2024-07-01,0.05986248277913875,0.010552480621306889,0.04931000215783186,0.008466876404581668,0.04931000215783186,True,False,0.04931000215783186
2175,Elektro,2015-04-01,0.01463942264348228,-0.0031297078814420676,0.017769130524924348,0.0032008096174441134,0.017769130524924348,True,False,0.017769130524924348
2176,Elektro,2015-07-01,0.0035865425646837146,0.0006855336595094833,0.002901008905174231,0.007641546553343864,0.002901008905174231,False,True,0.002901008905174231
2177,Elektro,2015-10-01,-0.010439054859770147,0.001221922223551105,0.011660977083321252,0.007072531755765566,0.011660977083321252,False,True,-0.011660977083321252
2178,Elektro,2016-01-01,-0.0028967269861294165,-3.186219619237967e-05,0.0028648647899370367,0.0076944620142702525,0.0028648647899370367,False,True,-0.0028648647899370367
2179,Elektro,2016-04-01,0.007989453984610817,-0.0004170829577429392,0.008406536942353757,0.0072313869775592395,0.008406536942353757,False,True,0.008406536942353757
2180,Elektro,2016-07-01,-0.0011936612804804847,0.0003229422044766885,0.0015166034849571732,0.007359606807189293,0.0015166034849571732,False,True,-0.0015166034849571732
2181,Elektro,2016-10-01,-0.0004344958914159758,6.963067231690057e-05,0.0005041265637328764,0.006989187941003076,0.0005041265637328764,False,True,-0.0005041265637328764
2182,Elektro,2017-01-01,0.0004681605227145891,3.2256355221587555e-05,0.00043590416749300154,0.006664861076478239,0.00043590416749300154,False,True,0.00043590416749300154
2183,Elektro,2017-04-01,-0.0034218595698483067,6.831031355442876e-07,0.003422542672983851,0.0059120105371996655,0.003422542672983851,False,True,-0.003422542672983851
2184,Elektro,2017-07-01,0.004127318979014527,-0.00042256936252599205,0.004549888341540519,0.005625683791079058,0.004549888341540519,False,True,0.004549888341540519
2185,Elektro,2017-10-01,-0.0021085109125319468,-0.00024907344689226873,0.001859437465639678,0.005440284655651339,0.001859437465639678,False,True,-0.001859437465639678
2186,Elektro,2018-01-01,-0.00785309466553652,9.254587416218256e-05,0.007945640539698703,0.00506802708178886,0.007945640539698703,False,True,-0.007945640539698703
2187,Elektro,2018-04-01,-0.022435876076627226,-0.0006299108705021207,0.021805965206125107,0.004631115157468411,0.021805965206125107,True,False,-0.021805965206125107
2188,Elektro,2018-07-01,0.03158657904167517,-0.002871533166786272,0.03445811220846144,0.006044740795322919,0.03445811220846144,True,False,0.03445811220846144
2189,Elektro,2018-10-01,-0.001726941566970619,-0.0006576582943680682,0.0010692832726025506,0.007778099760906592,0.0010692832726025506,False,True,-0.0010692832726025506
2190,Elektro,2019-01-01,-0.001203011838474377,-0.0007659001933070556,0.0004371116451673215,0.007238374243298814,0.0004371116451673215,False,True,-0.0004371116451673215
2191,Elektro,2019-04-01,0.006037584168238741,-0.0010169166402751665,0.007054500808513908,0.0066808214614420165,0.007054500808513908,False,True,0.007054500808513908
2192,Elektro,2019-07-01,0.006705949907855668,-2.1230774222112683e-06,0.00670807298527788,0.006707678964584666,0.00670807298527788,False,True,0.00670807298527788
