,Empresa,Data,Real,Previsto,Erro Absoluto,Train RMSE,Test RMSE,Overfitting?,Erro
0,3tentos,2022-10-01,-249977.0,-175538.97,74438.03125,4375.923798080685,74438.03125,True,-74438.03125
1,3tentos,2023-01-01,69290.0,-21742.104,91032.103515625,5382.01502202722,91032.103515625,True,91032.103515625
2,3tentos,2023-04-01,-335243.0,-280277.3,54965.6875,4194.072590974583,54965.6875,True,-54965.6875
3,3tentos,2023-07-01,515970.0,152491.28,363478.71875,3815.907896108614,363478.71875,True,363478.71875
4,3tentos,2023-10-01,106742.0,64625.684,42116.31640625,2611.0328252350387,42116.31640625,True,42116.31640625
5,3tentos,2024-01-01,-183971.0,-247649.2,63678.203125,2495.270313381673,63678.203125,True,63678.203125
6,3tentos,2024-04-01,34112.0,-124274.15,158386.1484375,2396.3996044940454,158386.1484375,True,158386.1484375
7,3tentos,2024-07-01,28208.0,-70038.305,98246.3046875,2263.2069518154785,98246.3046875,True,98246.3046875
8,3tentos,2024-10-01,108937.0,138206.62,29269.625,2042.9033096574128,29269.625,True,-29269.625
9,Aco Altona,2015-01-01,-10090.0,-6536.0444,3553.95556640625,64.70714258210683,3553.95556640625,True,-3553.95556640625
10,Aco Altona,2015-04-01,8528.0,4167.786,4360.2138671875,77.65756483720652,4360.2138671875,True,4360.2138671875
11,Aco Altona,2015-07-01,-415.0,-5507.5835,5092.58349609375,112.01219153833758,5092.58349609375,True,5092.58349609375
12,Aco Altona,2015-10-01,3895.0,4239.97,344.97021484375,108.20156710806019,344.97021484375,True,-344.97021484375
13,Aco Altona,2016-01-01,6910.0,6102.704,807.2958984375,102.36398159724126,807.2958984375,True,807.2958984375
14,Aco Altona,2016-04-01,2964.0,-1240.3522,4204.3521728515625,95.84084676580125,4204.3521728515625,True,4204.3521728515625
15,Aco Altona,2016-07-01,3847.0,3361.1943,485.8056640625,87.56484749679635,485.8056640625,True,485.8056640625
16,Aco Altona,2016-10-01,-5570.0,-5138.484,431.51611328125,81.88403156948333,431.51611328125,True,-431.51611328125
17,Aco Altona,2017-01-01,1260.0,446.34946,813.6505432128906,76.92872829716771,813.6505432128906,True,813.6505432128906
18,Aco Altona,2017-07-01,2719.0,1457.566,1261.4339599609375,71.87896503221258,1261.4339599609375,True,1261.4339599609375
19,Aco Altona,2017-10-01,-20228.0,-9216.399,11011.6005859375,70.7336408691167,11011.6005859375,True,-11011.6005859375
20,Aco Altona,2018-01-01,769.0,211.53993,557.4600677490234,74.0463231168556,557.4600677490234,True,557.4600677490234
21,Aco Altona,2018-07-01,-46389.0,-16136.084,30252.916015625,69.9325192695548,30252.916015625,True,-30252.916015625
22,Aco Altona,2018-10-01,90821.0,2245.6836,88575.31640625,180.89393594281634,88575.31640625,True,88575.31640625
23,Aco Altona,2019-01-01,7029.0,8063.9453,1034.9453125,606.3354689547127,1034.9453125,False,-1034.9453125
24,Aco Altona,2019-04-01,-22047.0,-37573.113,15526.11328125,549.6245814591224,15526.11328125,True,15526.11328125
25,Aco Altona,2019-07-01,33354.0,24394.154,8959.845703125,533.0698377005172,8959.845703125,True,8959.845703125
26,Aco Altona,2019-10-01,-15517.0,-16442.006,925.005859375,406.76356644768504,925.005859375,True,925.005859375
27,Aco Altona,2020-01-01,4529.0,4136.561,392.43896484375,385.96376141468414,392.43896484375,False,392.43896484375
28,Aco Altona,2020-04-01,4867.0,4177.6094,689.390625,375.33477434338624,689.390625,False,689.390625
29,Aco Altona,2020-07-01,24442.0,8106.236,16335.76416015625,367.45992812308987,16335.76416015625,True,16335.76416015625
30,Aco Altona,2020-10-01,8358.0,8554.231,196.2314453125,429.25461168101975,196.2314453125,False,-196.2314453125
31,Aco Altona,2021-01-01,10524.0,9835.745,688.2548828125,416.734741487191,688.2548828125,False,688.2548828125
32,Aco Altona,2021-04-01,-12064.0,-15425.497,3361.4970703125,384.81672234860076,3361.4970703125,True,3361.4970703125
33,Aco Altona,2021-07-01,-4796.0,-4248.0845,547.91552734375,383.7094297151033,547.91552734375,False,-547.91552734375
34,Aco Altona,2021-10-01,-6666.0,-7675.5635,1009.5634765625,377.67104870242895,1009.5634765625,True,1009.5634765625
35,Aco Altona,2022-01-01,-1736.0,-1185.5107,550.4892578125,378.05266220658126,550.4892578125,False,-550.4892578125
36,Aco Altona,2022-04-01,-2365.0,-4102.9434,1737.943359375,387.3962435700766,1737.943359375,True,1737.943359375
37,Aco Altona,2022-07-01,9278.0,7589.233,1688.76708984375,379.71150875581,1688.76708984375,True,1688.76708984375
38,Aco Altona,2022-10-01,3980.0,3222.3557,757.644287109375,383.32707809046735,757.644287109375,False,757.644287109375
39,Aco Altona,2023-01-01,8980.0,8309.137,670.86328125,370.0636394418226,670.86328125,False,670.86328125
40,Aco Altona,2023-04-01,4746.0,5199.005,453.0048828125,347.6376286443357,453.0048828125,False,-453.0048828125
41,Aco Altona,2023-07-01,44.0,-1.0937803,45.093780279159546,345.4986274731097,45.093780279159546,False,45.093780279159546
42,Aco Altona,2023-10-01,10386.0,7344.2144,3041.78564453125,362.8960866504002,3041.78564453125,True,3041.78564453125
43,Aco Altona,2024-01-01,2565.0,1472.1044,1092.8956298828125,366.93731145080505,1092.8956298828125,True,1092.8956298828125
44,Aco Altona,2024-04-01,19754.0,11149.445,8604.5546875,367.48106245082425,8604.5546875,True,8604.5546875
45,Aco Altona,2024-07-01,10915.0,10141.938,773.0615234375,349.34759353385203,773.0615234375,True,773.0615234375
46,Aeris,2021-10-01,21791.0,13234.759,8556.2412109375,1041.2352052728593,8556.2412109375,True,8556.2412109375
47,Aeris,2022-01-01,-146947.0,-148649.58,1702.578125,933.746013688639,1702.578125,False,1702.578125
48,Aeris,2022-04-01,2149.0,-17268.229,19417.228515625,958.9809129379901,19417.228515625,True,19417.228515625
49,Aeris,2022-07-01,10571.0,10037.892,533.1083984375,842.2092753261775,533.1083984375,False,533.1083984375
50,Aeris,2022-10-01,33820.0,32486.422,1333.578125,614.3947493374508,1333.578125,True,1333.578125
51,Aeris,2023-01-01,-215027.0,-163831.77,51195.234375,656.3790605917054,51195.234375,True,-51195.234375
52,Aeris,2023-04-01,87404.0,36380.85,51023.1484375,914.4146398574112,51023.1484375,True,51023.1484375
53,Aeris,2023-07-01,-180695.0,-207044.83,26349.828125,760.8535487066738,26349.828125,True,26349.828125
54,Aeris,2023-10-01,43631.0,39501.97,4129.03125,681.4545019850098,4129.03125,True,4129.03125
55,Aeris,2024-01-01,-140166.0,-140483.4,317.40625,751.7976143734376,317.40625,False,317.40625
56,Aeris,2024-04-01,254559.0,79085.734,175473.265625,697.8060235692894,175473.265625,True,175473.265625
57,Aeris,2024-07-01,-88224.0,-91818.734,3594.734375,1053.7248498745237,3594.734375,True,3594.734375
58,Afluente T,2015-01-01,6149.0,6543.808,394.80810546875,21.492547410645923,394.80810546875,True,-394.80810546875
59,Afluente T,2015-04-01,6885.0,6179.3936,705.6064453125,25.423153063786778,705.6064453125,True,705.6064453125
60,Afluente T,2015-07-01,6588.0,6490.8086,97.19140625,16.771455219972456,97.19140625,True,97.19140625
61,Afluente T,2016-07-01,18362.0,8583.664,9778.3359375,14.998294598271903,9778.3359375,True,9778.3359375
62,Afluente T,2016-10-01,-19150.0,5906.176,25056.17578125,54.125015139223684,25056.17578125,True,-25056.17578125
63,Afluente T,2017-01-01,-367.0,-18609.863,18242.86328125,133.11509010576344,18242.86328125,True,18242.86328125
64,Afluente T,2017-04-01,10693.0,6691.772,4001.22802734375,121.81827447838971,4001.22802734375,True,4001.22802734375
65,Afluente T,2017-07-01,4960.0,3284.9587,1675.041259765625,112.45734845746176,1675.041259765625,True,1675.041259765625
66,Afluente T,2017-10-01,4579.0,4348.7734,230.2265625,111.45829582302824,230.2265625,True,230.2265625
67,Afluente T,2018-01-01,6462.0,6180.101,281.89892578125,107.78395162792702,281.89892578125,True,281.89892578125
68,Afluente T,2018-04-01,4772.0,5693.3457,921.345703125,104.52038577598685,921.345703125,True,-921.345703125
69,Afluente T,2018-07-01,6749.0,6808.1304,59.13037109375,104.68732363452453,59.13037109375,False,-59.13037109375
70,Afluente T,2018-10-01,6387.0,6520.1562,133.15625,99.53012070596554,133.15625,False,-133.15625
71,Afluente T,2019-01-01,7286.0,6950.1636,335.83642578125,98.28721504306495,335.83642578125,True,335.83642578125
72,Afluente T,2019-10-01,6089.0,5657.9697,431.0302734375,94.47568786227038,431.0302734375,True,431.0302734375
73,Afluente T,2020-01-01,6207.0,6632.794,425.7939453125,94.13606772844352,425.7939453125,True,-425.7939453125
74,Afluente T,2020-04-01,6454.0,6710.5957,256.595703125,94.45680334359426,256.595703125,True,-256.595703125
75,Afluente T,2020-07-01,7239.0,6753.0054,485.99462890625,94.45852470979453,485.99462890625,True,485.99462890625
76,Afluente T,2020-10-01,5548.0,777.6636,4770.33642578125,90.0052287187068,4770.33642578125,True,4770.33642578125
77,Afluente T,2021-01-01,3990.0,504.2547,3485.7453002929688,89.48343056860611,3485.7453002929688,True,3485.7453002929688
78,Afluente T,2021-04-01,5285.0,4745.8774,539.12255859375,85.96985141596257,539.12255859375,True,539.12255859375
79,Afluente T,2021-07-01,7104.0,6764.284,339.7158203125,86.43099938798623,339.7158203125,True,339.7158203125
80,Afluente T,2021-10-01,9900.0,9277.568,622.431640625,81.8922512021827,622.431640625,True,622.431640625
81,Afluente T,2022-01-01,3049.0,735.66595,2313.3340454101562,85.51912067997252,2313.3340454101562,True,2313.3340454101562
82,Afluente T,2022-04-01,5434.0,6850.359,1416.35888671875,88.44777311266503,1416.35888671875,True,-1416.35888671875
83,Afluente T,2022-07-01,5376.0,5251.499,124.5009765625,82.97927948336252,124.5009765625,False,124.5009765625
84,Afluente T,2022-10-01,4933.0,4686.955,246.044921875,83.17962468717877,246.044921875,True,246.044921875
85,Afluente T,2023-01-01,-2106.0,-14559.659,12453.6591796875,78.27752271746921,12453.6591796875,True,12453.6591796875
86,Afluente T,2023-04-01,4716.0,4121.1167,594.88330078125,82.38384175157633,594.88330078125,True,594.88330078125
87,Afluente T,2023-07-01,4719.0,4540.0923,178.90771484375,81.53015377162006,178.90771484375,True,178.90771484375
88,Afluente T,2023-10-01,11897.0,10870.065,1026.9345703125,84.44948273684898,1026.9345703125,True,1026.9345703125
89,Afluente T,2024-01-01,10862.0,10053.33,808.669921875,86.45252077005703,808.669921875,True,808.669921875
90,Afluente T,2024-04-01,10828.0,10425.645,402.35546875,90.1371434069186,402.35546875,True,402.35546875
91,Afluente T,2024-07-01,-3352.0,-15372.967,12020.966796875,94.15617589824258,12020.966796875,True,12020.966796875
92,Afluente T,2024-10-01,-8354.0,-14654.494,6300.494140625,88.53995086745311,6300.494140625,True,6300.494140625
93,Agrogalaxy,2022-07-01,-229976.0,-220863.73,9112.265625,819.4475577035446,9112.265625,True,-9112.265625
94,Agrogalaxy,2022-10-01,235611.0,60347.26,175263.73828125,1767.6913493400154,175263.73828125,True,175263.73828125
95,Agrogalaxy,2023-01-01,-302340.0,-264658.56,37681.4375,2499.360102086845,37681.4375,True,-37681.4375
96,Agrogalaxy,2023-04-01,-99650.0,-193230.34,93580.34375,2215.656150931609,93580.34375,True,93580.34375
97,Agrogalaxy,2023-07-01,298393.0,165832.83,132560.171875,1865.2284990542087,132560.171875,True,132560.171875
98,Agrogalaxy,2023-10-01,23397.0,-66942.8,90339.796875,1719.0456020793044,90339.796875,True,90339.796875
99,Agrogalaxy,2024-01-01,-459168.0,-220404.69,238763.3125,1370.3023641113862,238763.3125,True,-238763.3125
100,Agrogalaxy,2024-04-01,278944.0,178676.77,100267.234375,3077.7588466621564,100267.234375,True,100267.234375
101,Alfa Holding,2015-01-01,-3259.0,-544.47064,2714.5293579101562,48.00807895687332,2714.5293579101562,True,-2714.5293579101562
102,Alfa Holding,2015-04-01,1732.0,-409.2394,2141.2394104003906,60.07864535187041,2141.2394104003906,True,2141.2394104003906
103,Alfa Holding,2015-07-01,-225.0,-833.84845,608.8484497070312,57.675955297563874,608.8484497070312,True,608.8484497070312
104,Alfa Holding,2015-10-01,10657.0,8373.885,2283.115234375,57.30951695915761,2283.115234375,True,2283.115234375
105,Alfa Holding,2016-01-01,-3479.0,-2876.1052,602.894775390625,54.14710682848243,602.894775390625,True,-602.894775390625
106,Alfa Holding,2016-04-01,3984.0,3067.3645,916.635498046875,42.65247269762071,916.635498046875,True,916.635498046875
107,Alfa Holding,2016-07-01,337.0,684.66205,347.66204833984375,32.90971011434689,347.66204833984375,True,-347.66204833984375
108,Alfa Holding,2016-10-01,19.0,149.9289,130.92889404296875,33.354226020281494,130.92889404296875,True,-130.92889404296875
109,Alfa Holding,2017-01-01,8375.0,4374.0693,4000.9306640625,31.389607929756725,4000.9306640625,True,4000.9306640625
110,Alfa Holding,2017-04-01,-1187.0,-2238.4333,1051.433349609375,33.57646690957632,1051.433349609375,True,1051.433349609375
111,Alfa Holding,2017-07-01,-586.0,-642.92694,56.92694091796875,29.804226383089194,56.92694091796875,False,56.92694091796875
112,Alfa Holding,2017-10-01,14357.0,10049.185,4307.8154296875,31.03436008964409,4307.8154296875,True,4307.8154296875
113,Alfa Holding,2018-01-01,-378.0,-1038.6201,660.6201171875,54.48231194530785,660.6201171875,True,660.6201171875
114,Alfa Holding,2018-04-01,-396.0,-595.68085,199.68084716796875,54.60726744859265,199.68084716796875,True,199.68084716796875
115,Alfa Holding,2018-07-01,-278.0,-289.52084,11.520843505859375,56.61788197557059,11.520843505859375,False,11.520843505859375
116,Alfa Holding,2018-10-01,-503.0,-142.25708,360.742919921875,54.420972861146645,360.742919921875,True,-360.742919921875
117,Alfa Holding,2019-01-01,-445.0,-281.08746,163.91253662109375,52.86983845680704,163.91253662109375,True,-163.91253662109375
118,Alfa Holding,2019-04-01,-701.0,-829.4709,128.47088623046875,52.66384648942149,128.47088623046875,True,128.47088623046875
119,Alfa Holding,2019-07-01,-756.0,-1005.53394,249.533935546875,53.418026844850914,249.533935546875,True,249.533935546875
120,Alfa Holding,2019-10-01,-297.0,-333.91095,36.91094970703125,52.66976127856866,36.91094970703125,False,36.91094970703125
121,Alfa Holding,2020-01-01,10579.0,7634.5044,2944.49560546875,52.504336320922874,2944.49560546875,True,2944.49560546875
122,Alfa Holding,2020-04-01,-1301.0,-2879.5618,1578.561767578125,55.18432069807816,1578.561767578125,True,1578.561767578125
123,Alfa Holding,2020-07-01,-866.0,-1008.26794,142.2679443359375,56.019198685681,142.2679443359375,True,142.2679443359375
124,Alfa Holding,2020-10-01,14686.0,12568.789,2117.2109375,55.77379433023057,2117.2109375,True,2117.2109375
125,Alfa Holding,2021-01-01,-961.0,-782.2862,178.71380615234375,39.523087702789375,178.71380615234375,True,-178.71380615234375
126,Alfa Holding,2021-04-01,157.0,868.07166,711.0716552734375,45.42491338155113,711.0716552734375,True,-711.0716552734375
127,Alfa Holding,2021-07-01,-1506.0,-1957.1873,451.187255859375,44.64660022611411,451.187255859375,True,451.187255859375
128,Alfa Holding,2021-10-01,57615.0,13969.593,43645.4072265625,41.99817960680656,43645.4072265625,True,43645.4072265625
129,Alfa Holding,2022-01-01,884.0,655.7011,228.29888916015625,194.75082729454738,228.29888916015625,False,228.29888916015625
130,Alfa Holding,2022-04-01,182.0,105.36573,76.63426971435547,194.92651820715326,76.63426971435547,False,76.63426971435547
131,Alfa Holding,2022-07-01,1107.0,2254.3042,1147.30419921875,188.7080527204658,1147.30419921875,True,-1147.30419921875
132,Alfa Holding,2022-10-01,1129.0,825.971,303.02899169921875,183.33259776371838,303.02899169921875,False,303.02899169921875
133,Alfa Holding,2023-01-01,-808.0,7185.643,7993.64306640625,178.40276521459052,7993.64306640625,True,-7993.64306640625
134,Alfa Holding,2023-04-01,310.0,228.22943,81.77056884765625,188.9656125002588,81.77056884765625,False,81.77056884765625
135,Alfa Holding,2023-07-01,482.0,305.91574,176.08425903320312,182.38377428951208,176.08425903320312,False,176.08425903320312
136,Alfa Holding,2023-10-01,1.0,7635.1426,7634.142578125,178.8008771513941,7634.142578125,True,-7634.142578125
137,Alfa Holding,2024-01-01,26.0,-1723.8971,1749.8970947265625,199.52902958223888,1749.8970947265625,True,1749.8970947265625
138,Alfa Holding,2024-04-01,306.0,928.07855,622.0785522460938,198.24195353673463,622.0785522460938,True,-622.0785522460938
139,Alfa Holding,2024-07-01,73678.0,48064.527,25613.47265625,175.98431229153246,25613.47265625,True,25613.47265625
140,Alfa Holding,2024-10-01,1278.0,1279.6608,1.6607666015625,201.09426751646188,1.6607666015625,False,-1.6607666015625
141,Alliar,2017-10-01,18191.0,5627.7144,12563.28564453125,227.84686877105602,12563.28564453125,True,12563.28564453125
142,Alliar,2018-01-01,3777.0,-18347.191,22124.19140625,301.65752389675015,22124.19140625,True,22124.19140625
143,Alliar,2018-04-01,24910.0,16683.281,8226.71875,230.42377370105234,8226.71875,True,8226.71875
144,Alliar,2018-07-01,-6947.0,-14216.581,7269.5810546875,171.9935868397718,7269.5810546875,True,7269.5810546875
145,Alliar,2018-10-01,53416.0,22337.402,31078.59765625,159.964621057156,31078.59765625,True,31078.59765625
146,Alliar,2019-01-01,22529.0,17035.492,5493.5078125,264.7485572067267,5493.5078125,True,5493.5078125
147,Alliar,2019-04-01,41358.0,27412.309,13945.69140625,252.16235739520653,13945.69140625,True,13945.69140625
148,Alliar,2019-07-01,34066.0,25123.594,8942.40625,202.42692927167516,8942.40625,True,8942.40625
149,Alliar,2019-10-01,40156.0,33231.375,6924.625,188.86839114285542,6924.625,True,6924.625
150,Alliar,2020-01-01,36695.0,31735.053,4959.947265625,197.14372749480714,4959.947265625,True,4959.947265625
151,Alliar,2020-04-01,9473.0,6081.9814,3391.0185546875,199.39895633581733,3391.0185546875,True,3391.0185546875
152,Alliar,2020-07-01,-19503.0,-30907.36,11404.359375,175.57628570600477,11404.359375,True,11404.359375
153,Alliar,2020-10-01,24491.0,21423.01,3067.990234375,170.7120152059827,3067.990234375,True,3067.990234375
154,Alliar,2021-01-01,31125.0,26033.703,5091.296875,189.4650332624106,5091.296875,True,5091.296875
155,Alliar,2021-04-01,22272.0,19190.834,3081.166015625,169.45702805190632,3081.166015625,True,3081.166015625
156,Alliar,2021-07-01,-7438.0,-14738.295,7300.294921875,156.5350569297241,7300.294921875,True,7300.294921875
157,Alliar,2021-10-01,-671.0,-5969.586,5298.5859375,169.8362977758912,5298.5859375,True,5298.5859375
158,Alliar,2022-01-01,4964.0,2779.24,2184.760009765625,153.26083552802126,2184.760009765625,True,2184.760009765625
159,Alliar,2022-04-01,170724.0,44876.215,125847.78515625,151.8510260657062,125847.78515625,True,125847.78515625
160,Alliar,2022-07-01,-21141.0,-2368.9731,18772.02685546875,657.9395904360655,18772.02685546875,True,-18772.02685546875
161,Alliar,2022-10-01,-80253.0,-21088.068,59164.931640625,746.7894426435282,59164.931640625,True,-59164.931640625
162,Alliar,2023-01-01,10799.0,10934.929,135.9287109375,849.4029851438896,135.9287109375,False,-135.9287109375
163,Alliar,2023-04-01,12110.0,24433.625,12323.625,867.5504352460873,12323.625,True,-12323.625
164,Alliar,2023-07-01,-2868.0,2782.5137,5650.513671875,911.0342382497597,5650.513671875,True,-5650.513671875
165,Alliar,2023-10-01,-9156.0,-15102.778,5946.7783203125,807.586287993336,5946.7783203125,True,5946.7783203125
166,Alliar,2024-01-01,-19321.0,-19080.143,240.857421875,854.996309478958,240.857421875,False,-240.857421875
167,Alliar,2024-04-01,118682.0,55239.684,63442.31640625,879.042212729818,63442.31640625,True,63442.31640625
168,Alliar,2024-07-01,17161.0,17117.328,43.671875,726.5262997287263,43.671875,False,43.671875
169,Allied,2022-04-01,512286.0,353728.9,158557.09375,1203.049334479771,158557.09375,True,158557.09375
170,Allied,2022-07-01,650632.0,444652.8,205979.1875,2156.9116957747137,205979.1875,True,205979.1875
171,Allied,2022-10-01,517560.0,520036.03,2476.03125,2434.7894026049216,2476.03125,False,-2476.03125
172,Allied,2023-01-01,721021.0,580135.4,140885.625,1854.826024517561,140885.625,True,140885.625
173,Allied,2023-04-01,582902.0,511440.88,71461.125,1514.0966148007997,71461.125,True,71461.125
174,Allied,2023-07-01,325156.0,82035.41,243120.59375,1433.901244579706,243120.59375,True,243120.59375
175,Allied,2023-10-01,474809.0,408272.56,66536.4375,1337.12916347266,66536.4375,True,66536.4375
176,Allied,2024-01-01,221903.0,120652.21,101250.7890625,1296.4489690862827,101250.7890625,True,101250.7890625
177,Allied,2024-04-01,293800.0,218911.14,74888.859375,1231.7666230508785,74888.859375,True,74888.859375
178,Allied,2024-07-01,372219.0,340911.6,31307.40625,1181.083138124423,31307.40625,True,31307.40625
179,Allos,2015-01-01,-405.0,-2039.8981,1634.8980712890625,76.96660642108016,1634.8980712890625,True,1634.8980712890625
180,Allos,2015-04-01,11198.0,6513.478,4684.52197265625,55.41468497807788,4684.52197265625,True,4684.52197265625
181,Allos,2015-07-01,21628.0,11099.69,10528.3095703125,47.054722750381536,10528.3095703125,True,10528.3095703125
182,Allos,2015-10-01,36400.0,20686.162,15713.837890625,90.17557754061544,15713.837890625,True,15713.837890625
183,Allos,2016-01-01,60098.0,35404.24,24693.76171875,147.79497690805684,24693.76171875,True,24693.76171875
184,Allos,2016-04-01,41746.0,38035.07,3710.9296875,224.42717402477967,3710.9296875,True,3710.9296875
185,Allos,2016-07-01,33774.0,28488.43,5285.5703125,233.66239665222514,5285.5703125,True,5285.5703125
186,Allos,2016-10-01,49537.0,41352.742,8184.2578125,208.09633209518606,8184.2578125,True,8184.2578125
187,Allos,2017-01-01,27427.0,26250.39,1176.609375,174.38318764564508,1176.609375,True,1176.609375
188,Allos,2017-04-01,35099.0,33121.957,1977.04296875,163.14560803684137,1977.04296875,True,1977.04296875
189,Allos,2017-07-01,43719.0,41697.465,2021.53515625,159.53979071133185,2021.53515625,True,2021.53515625
190,Allos,2017-10-01,44552.0,44275.832,276.16796875,152.377618425223,276.16796875,False,276.16796875
191,Allos,2018-01-01,23713.0,24482.785,769.78515625,136.89224774127126,769.78515625,True,-769.78515625
192,Allos,2018-04-01,39977.0,36810.84,3166.16015625,136.6804636528446,3166.16015625,True,3166.16015625
193,Allos,2018-07-01,34018.0,33504.586,513.4140625,139.7240389312177,513.4140625,True,513.4140625
194,Allos,2018-10-01,36413.0,36091.98,321.01953125,140.36001781736965,321.01953125,True,321.01953125
195,Allos,2019-01-01,33469.0,28189.346,5279.654296875,132.41305350546548,5279.654296875,True,5279.654296875
196,Allos,2019-04-01,-96731.0,1453.011,98184.01098632812,140.62248914041498,98184.01098632812,True,-98184.01098632812
197,Allos,2019-07-01,224074.0,52215.395,171858.60546875,408.23185654190496,171858.60546875,True,171858.60546875
198,Allos,2019-10-01,-50588.0,-83123.234,32535.234375,1065.155163222757,32535.234375,True,32535.234375
199,Allos,2020-01-01,307262.0,182383.89,124878.109375,1096.1866574202284,124878.109375,True,124878.109375
200,Allos,2020-04-01,-19495.0,-29313.82,9818.8203125,1301.6070302646874,9818.8203125,True,9818.8203125
201,Allos,2020-07-01,56492.0,76127.79,19635.7890625,1327.262659909866,19635.7890625,True,-19635.7890625
202,Allos,2020-10-01,141602.0,63676.516,77925.484375,1300.1499625696545,77925.484375,True,77925.484375
203,Allos,2021-01-01,78706.0,64319.535,14386.46484375,1241.3476698758868,14386.46484375,True,14386.46484375
204,Allos,2021-04-01,-288414.0,-81945.016,206468.984375,1255.5836868628392,206468.984375,True,-206468.984375
205,Allos,2021-07-01,165793.0,166621.8,828.796875,1510.0262627477898,828.796875,False,-828.796875
206,Allos,2021-10-01,259948.0,203384.03,56563.96875,1549.1551102436233,56563.96875,True,56563.96875
207,Allos,2022-01-01,129757.0,86667.0,43090.0,1331.7147541035404,43090.0,True,43090.0
208,Allos,2022-04-01,11474.0,2366.5054,9107.49462890625,1343.1858052256941,9107.49462890625,True,9107.49462890625
209,Allos,2022-07-01,413896.0,270167.0,143729.0,1387.9257897129496,143729.0,True,143729.0
210,Allos,2022-10-01,290481.0,270935.7,19545.3125,1508.4009721284099,19545.3125,True,19545.3125
211,Allos,2023-01-01,-1163644.0,-271239.62,892404.375,1689.3253463134354,892404.375,True,-892404.375
212,Allos,2023-04-01,295794.0,208973.11,86820.890625,3925.2057940730238,86820.890625,True,86820.890625
213,Allos,2023-07-01,406415.0,327563.94,78851.0625,3930.128213664418,78851.0625,True,78851.0625
214,Allos,2023-10-01,1016713.0,405455.5,611257.5,3514.2502384842583,611257.5,True,611257.5
215,Allos,2024-01-01,686141.0,478880.16,207260.84375,5286.585774806018,207260.84375,True,207260.84375
216,Allos,2024-04-01,1088902.0,777429.9,311472.125,4990.785569846716,311472.125,True,311472.125
217,Allos,2024-07-01,368097.0,388708.72,20611.71875,4811.978602374693,20611.71875,True,-20611.71875
218,Alpargatas,2015-01-01,56843.0,10615.086,46227.9140625,347.2164576959507,46227.9140625,True,46227.9140625
219,Alpargatas,2015-04-01,87632.0,52169.746,35462.25390625,940.7260743286167,35462.25390625,True,35462.25390625
220,Alpargatas,2015-07-01,36523.0,23657.295,12865.705078125,778.1780200957124,12865.705078125,True,12865.705078125
221,Alpargatas,2015-10-01,109207.0,68591.37,40615.6328125,611.1629357405687,40615.6328125,True,40615.6328125
222,Alpargatas,2016-01-01,-20637.0,-54722.566,34085.56640625,522.3452741239531,34085.56640625,True,34085.56640625
223,Alpargatas,2016-04-01,74743.0,67021.13,7721.8671875,550.9710199714891,7721.8671875,True,7721.8671875
224,Alpargatas,2016-07-01,65838.0,53946.0,11892.0,508.1308496154934,11892.0,True,11892.0
225,Alpargatas,2016-10-01,123810.0,91577.49,32232.5078125,475.83745850324294,32232.5078125,True,32232.5078125
226,Alpargatas,2017-01-01,15346.0,-21309.0,36655.0,445.5147193479173,36655.0,True,36655.0
227,Alpargatas,2017-04-01,-58252.0,-61541.25,3289.25,444.01966312831587,3289.25,True,3289.25
228,Alpargatas,2017-07-01,43104.0,30548.463,12555.537109375,436.49609781758465,12555.537109375,True,12555.537109375
229,Alpargatas,2017-10-01,197357.0,115442.945,81914.0546875,409.6634215525382,81914.0546875,True,81914.0546875
230,Alpargatas,2018-01-01,147770.0,120618.766,27151.234375,842.8786471226925,27151.234375,True,27151.234375
231,Alpargatas,2018-04-01,51943.0,41039.344,10903.65625,752.0468725527558,10903.65625,True,10903.65625
232,Alpargatas,2018-07-01,50197.0,43100.93,7096.0703125,726.4163910395856,7096.0703125,True,7096.0703125
233,Alpargatas,2018-10-01,-98295.0,-64165.074,34129.92578125,692.7205368564048,34129.92578125,True,-34129.92578125
234,Alpargatas,2019-01-01,103254.0,95948.82,7305.1796875,811.2685963787023,7305.1796875,True,7305.1796875
235,Alpargatas,2019-04-01,167990.0,149990.92,17999.078125,780.5136207718103,17999.078125,True,17999.078125
236,Alpargatas,2019-07-01,-38436.0,-43242.72,4806.71875,734.8550915916162,4806.71875,True,4806.71875
237,Alpargatas,2019-10-01,134161.0,114693.96,19467.0390625,727.2751676203685,19467.0390625,True,19467.0390625
238,Alpargatas,2020-01-01,72915.0,66744.87,6170.1328125,756.4571843276137,6170.1328125,True,6170.1328125
239,Alpargatas,2020-04-01,-151734.0,-83471.484,68262.515625,735.5261383194519,68262.515625,True,-68262.515625
240,Alpargatas,2020-07-01,195073.0,163025.39,32047.609375,734.1127112685813,32047.609375,True,32047.609375
241,Alpargatas,2020-10-01,80448.0,76972.695,3475.3046875,760.14976287788,3475.3046875,True,3475.3046875
242,Alpargatas,2021-01-01,243265.0,182350.89,60914.109375,750.411103237234,60914.109375,True,60914.109375
243,Alpargatas,2021-04-01,-41676.0,-55562.96,13886.9609375,833.6969576603715,13886.9609375,True,13886.9609375
244,Alpargatas,2021-07-01,50852.0,51848.117,996.1171875,948.0555153593396,996.1171875,False,-996.1171875
